REF_DATE,GEO,DGUID,Age,Gender,Statistics,Total,Non_Immigrants,Immigrants,Recent_Immigrants_2016_2021,Non_Permanent_Residents
2021,"Halifax (CMA), N.S.",2021S0503205,45 to 54 years,Women+,2021 Counts,31225.0,26990.0,3855.0,540.0,375.0
2021,"Halifax (CMA), N.S.",2021S0503205,55 to 64 years,Total - Gender,2021 Counts,65520.0,59285.0,6095.0,325.0,145.0
2021,"Halifax (CMA), N.S.",2021S0503205,55 to 64 years,Men+,2021 Counts,31945.0,28720.0,3135.0,200.0,80.0
2021,"Halifax (CMA), N.S.",2021S0503205,55 to 64 years,Women+,2021 Counts,33580.0,30560.0,2960.0,120.0,65.0
2021,"Halifax (CMA), N.S.",2021S0503205,65 years and over,Total - Gender,2021 Counts,78015.0,68680.0,9300.0,325.0,30.0
2021,"Halifax (CMA), N.S.",2021S0503205,65 years and over,Men+,2021 Counts,35400.0,30875.0,4510.0,170.0,0.0
2021,"Halifax (CMA), N.S.",2021S0503205,65 years and over,Women+,2021 Counts,42615.0,37810.0,4785.0,160.0,20.0
2021,"Halifax (CMA), N.S.",2021S0503205,65 to 74 years,Total - Gender,2021 Counts,48390.0,43215.0,5150.0,245.0,20.0
2021,"Halifax (CMA), N.S.",2021S0503205,65 to 74 years,Men+,2021 Counts,22455.0,19875.0,2580.0,130.0,0.0
2021,"Halifax (CMA), N.S.",2021S0503205,65 to 74 years,Women+,2021 Counts,25935.0,23345.0,2565.0,120.0,20.0
2021,"Halifax (CMA), N.S.",2021S0503205,75 years and over,Total - Gender,2021 Counts,29630.0,25470.0,4155.0,75.0,0.0
2021,"Halifax (CMA), N.S.",2021S0503205,75 years and over,Men+,2021 Counts,12940.0,11005.0,1935.0,40.0,0.0
2021,"Halifax (CMA), N.S.",2021S0503205,75 years and over,Women+,2021 Counts,16685.0,14460.0,2220.0,35.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,Total - Age,Total - Gender,2021 Counts,26600.0,24825.0,1400.0,320.0,375.0
2021,"Kentville (CA), N.S.",2021S0504210,Total - Age,Men+,2021 Counts,12905.0,11945.0,710.0,195.0,250.0
2021,"Kentville (CA), N.S.",2021S0504210,Total - Age,Women+,2021 Counts,13695.0,12885.0,685.0,130.0,120.0
2021,"Kentville (CA), N.S.",2021S0504210,0 to 14 years,Total - Gender,2021 Counts,3835.0,3755.0,70.0,60.0,15.0
2021,"Kentville (CA), N.S.",2021S0504210,0 to 14 years,Men+,2021 Counts,1985.0,1920.0,60.0,50.0,10.0
2021,"Kentville (CA), N.S.",2021S0504210,0 to 14 years,Women+,2021 Counts,1855.0,1840.0,15.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,15 years and over,Total - Gender,2021 Counts,22760.0,21075.0,1330.0,265.0,355.0
2021,"Kentville (CA), N.S.",2021S0504210,15 years and over,Men+,2021 Counts,10920.0,10025.0,655.0,145.0,240.0
2021,"Kentville (CA), N.S.",2021S0504210,15 years and over,Women+,2021 Counts,11840.0,11050.0,670.0,120.0,115.0
2021,"Kentville (CA), N.S.",2021S0504210,15 to 24 years,Total - Gender,2021 Counts,2805.0,2630.0,90.0,30.0,90.0
2021,"Kentville (CA), N.S.",2021S0504210,15 to 24 years,Men+,2021 Counts,1485.0,1385.0,30.0,10.0,70.0
2021,"Kentville (CA), N.S.",2021S0504210,15 to 24 years,Women+,2021 Counts,1320.0,1245.0,55.0,25.0,20.0
2021,"Kentville (CA), N.S.",2021S0504210,15 to 19 years,Total - Gender,2021 Counts,1410.0,1365.0,35.0,10.0,15.0
2021,"Kentville (CA), N.S.",2021S0504210,15 to 19 years,Men+,2021 Counts,735.0,715.0,10.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,15 to 19 years,Women+,2021 Counts,680.0,650.0,20.0,10.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,20 to 24 years,Total - Gender,2021 Counts,1395.0,1260.0,55.0,20.0,80.0
2021,"Kentville (CA), N.S.",2021S0504210,20 to 24 years,Men+,2021 Counts,750.0,670.0,20.0,0.0,65.0
2021,"Kentville (CA), N.S.",2021S0504210,20 to 24 years,Women+,2021 Counts,640.0,590.0,35.0,15.0,15.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 64 years,Total - Gender,2021 Counts,13920.0,12885.0,775.0,230.0,265.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 64 years,Men+,2021 Counts,6635.0,6065.0,395.0,135.0,170.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 64 years,Women+,2021 Counts,7285.0,6815.0,380.0,95.0,95.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 54 years,Total - Gender,2021 Counts,9505.0,8730.0,515.0,215.0,255.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 54 years,Men+,2021 Counts,4555.0,4115.0,280.0,125.0,165.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 54 years,Women+,2021 Counts,4950.0,4620.0,235.0,85.0,95.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 34 years,Total - Gender,2021 Counts,3005.0,2685.0,135.0,100.0,185.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 34 years,Men+,2021 Counts,1445.0,1240.0,75.0,55.0,125.0
2021,"Kentville (CA), N.S.",2021S0504210,25 to 34 years,Women+,2021 Counts,1560.0,1445.0,65.0,45.0,55.0
2021,"Kentville (CA), N.S.",2021S0504210,35 to 44 years,Total - Gender,2021 Counts,3020.0,2770.0,190.0,90.0,50.0
2021,"Kentville (CA), N.S.",2021S0504210,35 to 44 years,Men+,2021 Counts,1415.0,1290.0,100.0,45.0,20.0
2021,"Kentville (CA), N.S.",2021S0504210,35 to 44 years,Women+,2021 Counts,1600.0,1480.0,95.0,40.0,30.0
2021,"Kentville (CA), N.S.",2021S0504210,45 to 54 years,Total - Gender,2021 Counts,3480.0,3275.0,180.0,30.0,20.0
2021,"Kentville (CA), N.S.",2021S0504210,45 to 54 years,Men+,2021 Counts,1695.0,1580.0,100.0,25.0,15.0
2021,"Kentville (CA), N.S.",2021S0504210,45 to 54 years,Women+,2021 Counts,1785.0,1695.0,80.0,0.0,10.0
2021,"Kentville (CA), N.S.",2021S0504210,55 to 64 years,Total - Gender,2021 Counts,4415.0,4155.0,255.0,15.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,55 to 64 years,Men+,2021 Counts,2080.0,1955.0,110.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,55 to 64 years,Women+,2021 Counts,2340.0,2195.0,145.0,10.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,65 years and over,Total - Gender,2021 Counts,6040.0,5570.0,470.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,65 years and over,Men+,2021 Counts,2805.0,2570.0,230.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,65 years and over,Women+,2021 Counts,3230.0,2995.0,235.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,65 to 74 years,Total - Gender,2021 Counts,3700.0,3465.0,235.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,65 to 74 years,Men+,2021 Counts,1775.0,1655.0,125.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,65 to 74 years,Women+,2021 Counts,1925.0,1810.0,110.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,75 years and over,Total - Gender,2021 Counts,2340.0,2105.0,235.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,75 years and over,Men+,2021 Counts,1030.0,920.0,110.0,0.0,0.0
2021,"Kentville (CA), N.S.",2021S0504210,75 years and over,Women+,2021 Counts,1310.0,1185.0,125.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,Total - Age,Total - Gender,2021 Counts,33780.0,32640.0,980.0,245.0,155.0
2021,"New Glasgow (CA), N.S.",2021S0504220,Total - Age,Men+,2021 Counts,16380.0,15805.0,480.0,135.0,95.0
2021,"New Glasgow (CA), N.S.",2021S0504220,Total - Age,Women+,2021 Counts,17400.0,16840.0,500.0,110.0,60.0
2021,"New Glasgow (CA), N.S.",2021S0504220,0 to 14 years,Total - Gender,2021 Counts,4895.0,4840.0,40.0,35.0,10.0
2021,"New Glasgow (CA), N.S.",2021S0504220,0 to 14 years,Men+,2021 Counts,2560.0,2530.0,25.0,20.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,0 to 14 years,Women+,2021 Counts,2330.0,2305.0,15.0,15.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 years and over,Total - Gender,2021 Counts,28885.0,27805.0,940.0,210.0,145.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 years and over,Men+,2021 Counts,13820.0,13275.0,455.0,115.0,90.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 years and over,Women+,2021 Counts,15070.0,14530.0,485.0,95.0,55.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 to 24 years,Total - Gender,2021 Counts,3500.0,3360.0,60.0,30.0,80.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 to 24 years,Men+,2021 Counts,1795.0,1700.0,45.0,15.0,55.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 to 24 years,Women+,2021 Counts,1705.0,1665.0,15.0,10.0,25.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 to 19 years,Total - Gender,2021 Counts,1780.0,1755.0,0.0,0.0,15.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 to 19 years,Men+,2021 Counts,920.0,915.0,0.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,15 to 19 years,Women+,2021 Counts,855.0,845.0,0.0,0.0,10.0
2021,"New Glasgow (CA), N.S.",2021S0504220,20 to 24 years,Total - Gender,2021 Counts,1720.0,1610.0,50.0,20.0,65.0
2021,"New Glasgow (CA), N.S.",2021S0504220,20 to 24 years,Men+,2021 Counts,875.0,790.0,35.0,15.0,50.0
2021,"New Glasgow (CA), N.S.",2021S0504220,20 to 24 years,Women+,2021 Counts,850.0,815.0,15.0,10.0,15.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 64 years,Total - Gender,2021 Counts,17105.0,16480.0,565.0,180.0,65.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 64 years,Men+,2021 Counts,8165.0,7860.0,265.0,95.0,30.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 64 years,Women+,2021 Counts,8945.0,8615.0,295.0,85.0,30.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 54 years,Total - Gender,2021 Counts,11420.0,10935.0,420.0,175.0,65.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 54 years,Men+,2021 Counts,5440.0,5200.0,200.0,90.0,30.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 54 years,Women+,2021 Counts,5985.0,5735.0,220.0,85.0,30.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 34 years,Total - Gender,2021 Counts,3235.0,3070.0,120.0,100.0,45.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 34 years,Men+,2021 Counts,1570.0,1485.0,60.0,45.0,25.0
2021,"New Glasgow (CA), N.S.",2021S0504220,25 to 34 years,Women+,2021 Counts,1665.0,1585.0,55.0,50.0,20.0
2021,"New Glasgow (CA), N.S.",2021S0504220,35 to 44 years,Total - Gender,2021 Counts,3730.0,3570.0,140.0,50.0,15.0
2021,"New Glasgow (CA), N.S.",2021S0504220,35 to 44 years,Men+,2021 Counts,1780.0,1715.0,60.0,25.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,35 to 44 years,Women+,2021 Counts,1945.0,1855.0,80.0,20.0,10.0
2021,"New Glasgow (CA), N.S.",2021S0504220,45 to 54 years,Total - Gender,2021 Counts,4455.0,4290.0,160.0,30.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,45 to 54 years,Men+,2021 Counts,2085.0,2000.0,85.0,15.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,45 to 54 years,Women+,2021 Counts,2375.0,2295.0,75.0,15.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,55 to 64 years,Total - Gender,2021 Counts,5690.0,5545.0,145.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,55 to 64 years,Men+,2021 Counts,2725.0,2660.0,70.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,55 to 64 years,Women+,2021 Counts,2960.0,2885.0,80.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,65 years and over,Total - Gender,2021 Counts,8280.0,7960.0,315.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,65 years and over,Men+,2021 Counts,3860.0,3710.0,145.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,65 years and over,Women+,2021 Counts,4425.0,4250.0,170.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,65 to 74 years,Total - Gender,2021 Counts,5180.0,5025.0,155.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,65 to 74 years,Men+,2021 Counts,2475.0,2395.0,80.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,65 to 74 years,Women+,2021 Counts,2700.0,2630.0,70.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,75 years and over,Total - Gender,2021 Counts,3100.0,2935.0,165.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,75 years and over,Men+,2021 Counts,1380.0,1315.0,70.0,0.0,0.0
2021,"New Glasgow (CA), N.S.",2021S0504220,75 years and over,Women+,2021 Counts,1715.0,1620.0,95.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,Total - Age,Total - Gender,2021 Counts,45325.0,42640.0,2090.0,465.0,590.0
2021,"Truro (CA), N.S.",2021S0504215,Total - Age,Men+,2021 Counts,21960.0,20610.0,1060.0,250.0,285.0
2021,"Truro (CA), N.S.",2021S0504215,Total - Age,Women+,2021 Counts,23360.0,22025.0,1030.0,220.0,300.0
2021,"Truro (CA), N.S.",2021S0504215,0 to 14 years,Total - Gender,2021 Counts,6655.0,6515.0,95.0,75.0,45.0
2021,"Truro (CA), N.S.",2021S0504215,0 to 14 years,Men+,2021 Counts,3435.0,3350.0,55.0,45.0,20.0
2021,"Truro (CA), N.S.",2021S0504215,0 to 14 years,Women+,2021 Counts,3220.0,3160.0,35.0,30.0,20.0
2021,"Truro (CA), N.S.",2021S0504215,15 years and over,Total - Gender,2021 Counts,38665.0,36125.0,2000.0,395.0,540.0
2021,"Truro (CA), N.S.",2021S0504215,15 years and over,Men+,2021 Counts,18525.0,17260.0,1005.0,205.0,260.0
2021,"Truro (CA), N.S.",2021S0504215,15 years and over,Women+,2021 Counts,20145.0,18865.0,995.0,190.0,285.0
2021,"Truro (CA), N.S.",2021S0504215,15 to 24 years,Total - Gender,2021 Counts,4755.0,4425.0,140.0,60.0,190.0
2021,"Truro (CA), N.S.",2021S0504215,15 to 24 years,Men+,2021 Counts,2440.0,2255.0,85.0,30.0,105.0
2021,"Truro (CA), N.S.",2021S0504215,15 to 24 years,Women+,2021 Counts,2310.0,2170.0,55.0,35.0,85.0
2021,"Truro (CA), N.S.",2021S0504215,15 to 19 years,Total - Gender,2021 Counts,2340.0,2225.0,75.0,35.0,35.0
2021,"Truro (CA), N.S.",2021S0504215,15 to 19 years,Men+,2021 Counts,1205.0,1130.0,50.0,15.0,25.0
2021,"Truro (CA), N.S.",2021S0504215,15 to 19 years,Women+,2021 Counts,1135.0,1095.0,25.0,20.0,10.0
2021,"Truro (CA), N.S.",2021S0504215,20 to 24 years,Total - Gender,2021 Counts,2415.0,2195.0,65.0,30.0,150.0
2021,"Truro (CA), N.S.",2021S0504215,20 to 24 years,Men+,2021 Counts,1230.0,1120.0,35.0,15.0,75.0
2021,"Truro (CA), N.S.",2021S0504215,20 to 24 years,Women+,2021 Counts,1185.0,1080.0,35.0,15.0,70.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 64 years,Total - Gender,2021 Counts,23410.0,21920.0,1135.0,330.0,355.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 64 years,Men+,2021 Counts,11065.0,10335.0,570.0,175.0,160.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 64 years,Women+,2021 Counts,12350.0,11585.0,570.0,155.0,200.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 54 years,Total - Gender,2021 Counts,15950.0,14825.0,770.0,320.0,355.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 54 years,Men+,2021 Counts,7605.0,7055.0,390.0,165.0,160.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 54 years,Women+,2021 Counts,8345.0,7770.0,380.0,155.0,200.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 34 years,Total - Gender,2021 Counts,5075.0,4595.0,210.0,150.0,265.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 34 years,Men+,2021 Counts,2475.0,2235.0,130.0,90.0,115.0
2021,"Truro (CA), N.S.",2021S0504215,25 to 34 years,Women+,2021 Counts,2595.0,2360.0,85.0,65.0,150.0
2021,"Truro (CA), N.S.",2021S0504215,35 to 44 years,Total - Gender,2021 Counts,5020.0,4705.0,270.0,135.0,45.0
2021,"Truro (CA), N.S.",2021S0504215,35 to 44 years,Men+,2021 Counts,2300.0,2155.0,125.0,60.0,20.0
2021,"Truro (CA), N.S.",2021S0504215,35 to 44 years,Women+,2021 Counts,2720.0,2555.0,145.0,70.0,20.0
2021,"Truro (CA), N.S.",2021S0504215,45 to 54 years,Total - Gender,2021 Counts,5860.0,5525.0,285.0,40.0,50.0
2021,"Truro (CA), N.S.",2021S0504215,45 to 54 years,Men+,2021 Counts,2835.0,2665.0,145.0,15.0,25.0
2021,"Truro (CA), N.S.",2021S0504215,45 to 54 years,Women+,2021 Counts,3025.0,2855.0,145.0,20.0,25.0
2021,"Truro (CA), N.S.",2021S0504215,55 to 64 years,Total - Gender,2021 Counts,7455.0,7090.0,365.0,15.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,55 to 64 years,Men+,2021 Counts,3455.0,3280.0,175.0,15.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,55 to 64 years,Women+,2021 Counts,4000.0,3810.0,190.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,65 years and over,Total - Gender,2021 Counts,10505.0,9790.0,715.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,65 years and over,Men+,2021 Counts,5020.0,4670.0,355.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,65 years and over,Women+,2021 Counts,5485.0,5115.0,365.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,65 to 74 years,Total - Gender,2021 Counts,6180.0,5810.0,365.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,65 to 74 years,Men+,2021 Counts,3070.0,2865.0,205.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,65 to 74 years,Women+,2021 Counts,3110.0,2950.0,160.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,75 years and over,Total - Gender,2021 Counts,4325.0,3975.0,355.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,75 years and over,Men+,2021 Counts,1950.0,1805.0,150.0,0.0,0.0
2021,"Truro (CA), N.S.",2021S0504215,75 years and over,Women+,2021 Counts,2370.0,2165.0,210.0,0.0,0.0
2021,New Brunswick,2021A000213,Total - Age,Total - Gender,2021 Counts,759195.0,704220.0,44125.0,16040.0,10860.0
2021,New Brunswick,2021A000213,Total - Age,Men+,2021 Counts,373580.0,346090.0,21485.0,8220.0,6000.0
2021,New Brunswick,2021A000213,Total - Age,Women+,2021 Counts,385615.0,358130.0,22635.0,7825.0,4855.0
2021,New Brunswick,2021A000213,0 to 14 years,Total - Gender,2021 Counts,110950.0,104940.0,4885.0,4115.0,1125.0
2021,New Brunswick,2021A000213,0 to 14 years,Men+,2021 Counts,56630.0,53475.0,2570.0,2200.0,580.0
2021,New Brunswick,2021A000213,0 to 14 years,Women+,2021 Counts,54320.0,51465.0,2310.0,1910.0,540.0
2021,New Brunswick,2021A000213,15 years and over,Total - Gender,2021 Counts,648250.0,599275.0,39240.0,11925.0,9735.0
2021,New Brunswick,2021A000213,15 years and over,Men+,2021 Counts,316950.0,292620.0,18915.0,6015.0,5415.0
2021,New Brunswick,2021A000213,15 years and over,Women+,2021 Counts,331300.0,306660.0,20325.0,5910.0,4315.0
2021,New Brunswick,2021A000213,15 to 24 years,Total - Gender,2021 Counts,80510.0,72775.0,4120.0,1875.0,3615.0
2021,New Brunswick,2021A000213,15 to 24 years,Men+,2021 Counts,41710.0,37635.0,2070.0,930.0,2010.0
2021,New Brunswick,2021A000213,15 to 24 years,Women+,2021 Counts,38795.0,35140.0,2050.0,940.0,1605.0
2021,New Brunswick,2021A000213,15 to 19 years,Total - Gender,2021 Counts,38935.0,36075.0,2220.0,1110.0,640.0
2021,New Brunswick,2021A000213,15 to 19 years,Men+,2021 Counts,19840.0,18430.0,1090.0,525.0,320.0
2021,New Brunswick,2021A000213,15 to 19 years,Women+,2021 Counts,19090.0,17640.0,1135.0,580.0,315.0
2021,New Brunswick,2021A000213,20 to 24 years,Total - Gender,2021 Counts,41575.0,36705.0,1900.0,765.0,2975.0
2021,New Brunswick,2021A000213,20 to 24 years,Men+,2021 Counts,21870.0,19205.0,980.0,410.0,1685.0
2021,New Brunswick,2021A000213,20 to 24 years,Women+,2021 Counts,19705.0,17495.0,920.0,360.0,1290.0
2021,New Brunswick,2021A000213,25 to 64 years,Total - Gender,2021 Counts,401005.0,368180.0,26760.0,9845.0,6060.0
2021,New Brunswick,2021A000213,25 to 64 years,Men+,2021 Counts,196525.0,180290.0,12860.0,4970.0,3385.0
2021,New Brunswick,2021A000213,25 to 64 years,Women+,2021 Counts,204475.0,187895.0,13900.0,4870.0,2680.0
2021,New Brunswick,2021A000213,25 to 54 years,Total - Gender,2021 Counts,278300.0,251670.0,20660.0,9450.0,5970.0
2021,New Brunswick,2021A000213,25 to 54 years,Men+,2021 Counts,136885.0,123675.0,9865.0,4755.0,3335.0
2021,New Brunswick,2021A000213,25 to 54 years,Women+,2021 Counts,141415.0,127995.0,10790.0,4695.0,2630.0
2021,New Brunswick,2021A000213,25 to 34 years,Total - Gender,2021 Counts,84855.0,75735.0,5400.0,3520.0,3725.0
2021,New Brunswick,2021A000213,25 to 34 years,Men+,2021 Counts,42520.0,37890.0,2565.0,1650.0,2070.0
2021,New Brunswick,2021A000213,25 to 34 years,Women+,2021 Counts,42335.0,37840.0,2830.0,1875.0,1660.0
2021,New Brunswick,2021A000213,35 to 44 years,Total - Gender,2021 Counts,92245.0,82510.0,8065.0,4355.0,1675.0
2021,New Brunswick,2021A000213,35 to 44 years,Men+,2021 Counts,45475.0,40755.0,3765.0,2220.0,960.0
2021,New Brunswick,2021A000213,35 to 44 years,Women+,2021 Counts,46770.0,41755.0,4295.0,2135.0,715.0
2021,New Brunswick,2021A000213,45 to 54 years,Total - Gender,2021 Counts,101190.0,93425.0,7195.0,1575.0,570.0
2021,New Brunswick,2021A000213,45 to 54 years,Men+,2021 Counts,48885.0,45035.0,3540.0,885.0,315.0
2021,New Brunswick,2021A000213,45 to 54 years,Women+,2021 Counts,52310.0,48390.0,3660.0,690.0,260.0
2021,New Brunswick,2021A000213,55 to 64 years,Total - Gender,2021 Counts,122705.0,116515.0,6105.0,395.0,85.0
2021,New Brunswick,2021A000213,55 to 64 years,Men+,2021 Counts,59640.0,56615.0,2990.0,220.0,45.0
2021,New Brunswick,2021A000213,55 to 64 years,Women+,2021 Counts,63060.0,59900.0,3115.0,175.0,45.0
2021,New Brunswick,2021A000213,65 years and over,Total - Gender,2021 Counts,166735.0,158320.0,8360.0,210.0,55.0
2021,New Brunswick,2021A000213,65 years and over,Men+,2021 Counts,78710.0,74695.0,3990.0,105.0,25.0
2021,New Brunswick,2021A000213,65 years and over,Women+,2021 Counts,88025.0,83630.0,4370.0,100.0,35.0
2021,New Brunswick,2021A000213,65 to 74 years,Total - Gender,2021 Counts,103740.0,99070.0,4625.0,180.0,40.0
2021,New Brunswick,2021A000213,65 to 74 years,Men+,2021 Counts,50300.0,48050.0,2230.0,90.0,20.0
2021,New Brunswick,2021A000213,65 to 74 years,Women+,2021 Counts,53435.0,51020.0,2400.0,90.0,15.0
2021,New Brunswick,2021A000213,75 years and over,Total - Gender,2021 Counts,63000.0,59250.0,3730.0,25.0,20.0
2021,New Brunswick,2021A000213,75 years and over,Men+,2021 Counts,28410.0,26640.0,1760.0,15.0,10.0
2021,New Brunswick,2021A000213,75 years and over,Women+,2021 Counts,34590.0,32610.0,1965.0,10.0,15.0
2021,"Bathurst (CA), N.B.",2021S0504328,Total - Age,Total - Gender,2021 Counts,30545.0,29500.0,755.0,215.0,290.0
2021,"Bathurst (CA), N.B.",2021S0504328,Total - Age,Men+,2021 Counts,15070.0,14490.0,375.0,115.0,205.0
2021,"Bathurst (CA), N.B.",2021S0504328,Total - Age,Women+,2021 Counts,15470.0,15010.0,375.0,100.0,85.0
2021,"Bathurst (CA), N.B.",2021S0504328,0 to 14 years,Total - Gender,2021 Counts,3470.0,3420.0,50.0,40.0,0.0
2021,"Bathurst (CA), N.B.",2021S0504328,0 to 14 years,Men+,2021 Counts,1790.0,1770.0,25.0,15.0,0.0
2021,"Bathurst (CA), N.B.",2021S0504328,0 to 14 years,Women+,2021 Counts,1680.0,1655.0,25.0,25.0,0.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 years and over,Total - Gender,2021 Counts,27070.0,26080.0,700.0,175.0,290.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 years and over,Men+,2021 Counts,13280.0,12725.0,345.0,100.0,205.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 years and over,Women+,2021 Counts,13795.0,13355.0,350.0,75.0,85.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 to 24 years,Total - Gender,2021 Counts,2775.0,2595.0,65.0,15.0,115.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 to 24 years,Men+,2021 Counts,1400.0,1285.0,30.0,10.0,85.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 to 24 years,Women+,2021 Counts,1380.0,1305.0,35.0,10.0,35.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 to 19 years,Total - Gender,2021 Counts,1265.0,1215.0,35.0,0.0,10.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 to 19 years,Men+,2021 Counts,610.0,590.0,10.0,0.0,10.0
2021,"Bathurst (CA), N.B.",2021S0504328,15 to 19 years,Women+,2021 Counts,655.0,625.0,25.0,0.0,0.0
2021,"Bathurst (CA), N.B.",2021S0504328,20 to 24 years,Total - Gender,2021 Counts,1515.0,1380.0,30.0,10.0,105.0
2021,"Bathurst (CA), N.B.",2021S0504328,20 to 24 years,Men+,2021 Counts,790.0,700.0,20.0,10.0,75.0
2021,"Bathurst (CA), N.B.",2021S0504328,20 to 24 years,Women+,2021 Counts,725.0,685.0,15.0,0.0,30.0
2021,"Bathurst (CA), N.B.",2021S0504328,25 to 64 years,Total - Gender,2021 Counts,15905.0,15270.0,480.0,160.0,160.0
2021,"Bathurst (CA), N.B.",2021S0504328,25 to 64 years,Men+,2021 Counts,7840.0,7500.0,220.0,90.0,120.0
2021,"Bathurst (CA), N.B.",2021S0504328,25 to 64 years,Women+,2021 Counts,8065.0,7775.0,255.0,65.0,40.0
2021,"Bathurst (CA), N.B.",2021S0504328,25 to 54 years,Total - Gender,2021 Counts,10290.0,9775.0,355.0,145.0,160.0
