REF_DATE,GEO,DGUID,Age,Gender,Statistics,Total,Non_Immigrants,Immigrants,Recent_Immigrants_2016_2021,Non_Permanent_Residents
2021,"Woodstock (CA), Ont.",2021S0504544,15 years and over,Total - Gender,2021 Counts,37725.0,30895.0,6585.0,820.0,245.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 years and over,Men+,2021 Counts,18335.0,14940.0,3230.0,365.0,170.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 years and over,Women+,2021 Counts,19385.0,15950.0,3355.0,455.0,80.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 to 24 years,Total - Gender,2021 Counts,4935.0,4555.0,315.0,85.0,65.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 to 24 years,Men+,2021 Counts,2630.0,2455.0,145.0,40.0,30.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 to 24 years,Women+,2021 Counts,2305.0,2100.0,170.0,45.0,35.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 to 19 years,Total - Gender,2021 Counts,2430.0,2270.0,140.0,50.0,20.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 to 19 years,Men+,2021 Counts,1315.0,1220.0,75.0,30.0,20.0
2021,"Woodstock (CA), Ont.",2021S0504544,15 to 19 years,Women+,2021 Counts,1115.0,1050.0,65.0,20.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,20 to 24 years,Total - Gender,2021 Counts,2500.0,2285.0,175.0,35.0,50.0
2021,"Woodstock (CA), Ont.",2021S0504544,20 to 24 years,Men+,2021 Counts,1310.0,1230.0,65.0,15.0,15.0
2021,"Woodstock (CA), Ont.",2021S0504544,20 to 24 years,Women+,2021 Counts,1190.0,1050.0,105.0,20.0,35.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 64 years,Total - Gender,2021 Counts,24220.0,19905.0,4130.0,720.0,185.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 64 years,Men+,2021 Counts,11895.0,9690.0,2065.0,315.0,140.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 64 years,Women+,2021 Counts,12325.0,10215.0,2065.0,405.0,45.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 54 years,Total - Gender,2021 Counts,18060.0,14690.0,3200.0,685.0,175.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 54 years,Men+,2021 Counts,8980.0,7295.0,1555.0,305.0,135.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 54 years,Women+,2021 Counts,9080.0,7400.0,1645.0,385.0,40.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 34 years,Total - Gender,2021 Counts,6405.0,5210.0,1090.0,415.0,110.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 34 years,Men+,2021 Counts,3160.0,2580.0,500.0,160.0,85.0
2021,"Woodstock (CA), Ont.",2021S0504544,25 to 34 years,Women+,2021 Counts,3245.0,2630.0,595.0,260.0,25.0
2021,"Woodstock (CA), Ont.",2021S0504544,35 to 44 years,Total - Gender,2021 Counts,6340.0,5100.0,1205.0,210.0,40.0
2021,"Woodstock (CA), Ont.",2021S0504544,35 to 44 years,Men+,2021 Counts,3175.0,2550.0,605.0,120.0,25.0
2021,"Woodstock (CA), Ont.",2021S0504544,35 to 44 years,Women+,2021 Counts,3165.0,2550.0,595.0,85.0,10.0
2021,"Woodstock (CA), Ont.",2021S0504544,45 to 54 years,Total - Gender,2021 Counts,5315.0,4380.0,905.0,65.0,30.0
2021,"Woodstock (CA), Ont.",2021S0504544,45 to 54 years,Men+,2021 Counts,2645.0,2165.0,450.0,25.0,30.0
2021,"Woodstock (CA), Ont.",2021S0504544,45 to 54 years,Women+,2021 Counts,2675.0,2220.0,460.0,35.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,55 to 64 years,Total - Gender,2021 Counts,6160.0,5215.0,935.0,30.0,10.0
2021,"Woodstock (CA), Ont.",2021S0504544,55 to 64 years,Men+,2021 Counts,2915.0,2395.0,515.0,10.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,55 to 64 years,Women+,2021 Counts,3245.0,2815.0,420.0,25.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,65 years and over,Total - Gender,2021 Counts,8565.0,6430.0,2140.0,15.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,65 years and over,Men+,2021 Counts,3810.0,2795.0,1020.0,10.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,65 years and over,Women+,2021 Counts,4760.0,3640.0,1120.0,10.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,65 to 74 years,Total - Gender,2021 Counts,4900.0,3835.0,1065.0,10.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,65 to 74 years,Men+,2021 Counts,2205.0,1700.0,505.0,10.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,65 to 74 years,Women+,2021 Counts,2690.0,2130.0,560.0,0.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,75 years and over,Total - Gender,2021 Counts,3670.0,2600.0,1075.0,0.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,75 years and over,Men+,2021 Counts,1605.0,1090.0,515.0,0.0,0.0
2021,"Woodstock (CA), Ont.",2021S0504544,75 years and over,Women+,2021 Counts,2065.0,1510.0,555.0,0.0,0.0
2021,Manitoba,2021A000246,Total - Age,Total - Gender,2021 Counts,1307185.0,1015285.0,257620.0,58370.0,34290.0
2021,Manitoba,2021A000246,Total - Age,Men+,2021 Counts,650235.0,505375.0,125385.0,28890.0,19475.0
2021,Manitoba,2021A000246,Total - Age,Women+,2021 Counts,656955.0,509905.0,132230.0,29480.0,14820.0
2021,Manitoba,2021A000246,0 to 14 years,Total - Gender,2021 Counts,248780.0,224965.0,21350.0,12770.0,2460.0
2021,Manitoba,2021A000246,0 to 14 years,Men+,2021 Counts,127725.0,115515.0,10905.0,6525.0,1310.0
2021,Manitoba,2021A000246,0 to 14 years,Women+,2021 Counts,121050.0,109450.0,10450.0,6245.0,1150.0
2021,Manitoba,2021A000246,15 years and over,Total - Gender,2021 Counts,1058410.0,790315.0,236270.0,45600.0,31825.0
2021,Manitoba,2021A000246,15 years and over,Men+,2021 Counts,522505.0,389860.0,114485.0,22365.0,18160.0
2021,Manitoba,2021A000246,15 years and over,Women+,2021 Counts,535910.0,400455.0,121785.0,23230.0,13665.0
2021,Manitoba,2021A000246,15 to 24 years,Total - Gender,2021 Counts,168995.0,124160.0,29400.0,7225.0,15435.0
2021,Manitoba,2021A000246,15 to 24 years,Men+,2021 Counts,88305.0,64335.0,15135.0,3670.0,8835.0
2021,Manitoba,2021A000246,15 to 24 years,Women+,2021 Counts,80695.0,59830.0,14270.0,3555.0,6595.0
2021,Manitoba,2021A000246,15 to 19 years,Total - Gender,2021 Counts,79325.0,63425.0,13870.0,3540.0,2030.0
2021,Manitoba,2021A000246,15 to 19 years,Men+,2021 Counts,41015.0,32970.0,7095.0,1830.0,945.0
2021,Manitoba,2021A000246,15 to 19 years,Women+,2021 Counts,38315.0,30450.0,6780.0,1710.0,1085.0
2021,Manitoba,2021A000246,20 to 24 years,Total - Gender,2021 Counts,89670.0,60740.0,15535.0,3685.0,13405.0
2021,Manitoba,2021A000246,20 to 24 years,Men+,2021 Counts,47295.0,31360.0,8045.0,1840.0,7890.0
2021,Manitoba,2021A000246,20 to 24 years,Women+,2021 Counts,42380.0,29375.0,7490.0,1845.0,5510.0
2021,Manitoba,2021A000246,25 to 64 years,Total - Gender,2021 Counts,675695.0,495545.0,163960.0,36770.0,16195.0
2021,Manitoba,2021A000246,25 to 64 years,Men+,2021 Counts,335160.0,245940.0,79990.0,18050.0,9235.0
2021,Manitoba,2021A000246,25 to 64 years,Women+,2021 Counts,340535.0,249605.0,83965.0,18715.0,6960.0
2021,Manitoba,2021A000246,25 to 54 years,Total - Gender,2021 Counts,506290.0,359660.0,130725.0,35465.0,15910.0
2021,Manitoba,2021A000246,25 to 54 years,Men+,2021 Counts,252020.0,179695.0,63235.0,17450.0,9085.0
2021,Manitoba,2021A000246,25 to 54 years,Women+,2021 Counts,254265.0,179960.0,67490.0,18020.0,6820.0
2021,Manitoba,2021A000246,25 to 34 years,Total - Gender,2021 Counts,178675.0,128595.0,39895.0,16930.0,10180.0
2021,Manitoba,2021A000246,25 to 34 years,Men+,2021 Counts,90510.0,65295.0,19320.0,7775.0,5895.0
2021,Manitoba,2021A000246,25 to 34 years,Women+,2021 Counts,88170.0,63300.0,20580.0,9150.0,4290.0
2021,Manitoba,2021A000246,35 to 44 years,Total - Gender,2021 Counts,171630.0,117390.0,49825.0,13915.0,4415.0
2021,Manitoba,2021A000246,35 to 44 years,Men+,2021 Counts,84105.0,57975.0,23730.0,7135.0,2400.0
2021,Manitoba,2021A000246,35 to 44 years,Women+,2021 Counts,87530.0,59420.0,26090.0,6775.0,2020.0
2021,Manitoba,2021A000246,45 to 54 years,Total - Gender,2021 Counts,155985.0,113670.0,41005.0,4620.0,1310.0
2021,Manitoba,2021A000246,45 to 54 years,Men+,2021 Counts,77415.0,56430.0,20190.0,2530.0,800.0
2021,Manitoba,2021A000246,45 to 54 years,Women+,2021 Counts,78570.0,57240.0,20815.0,2090.0,515.0
2021,Manitoba,2021A000246,55 to 64 years,Total - Gender,2021 Counts,169405.0,135890.0,33235.0,1305.0,285.0
2021,Manitoba,2021A000246,55 to 64 years,Men+,2021 Counts,83135.0,66240.0,16755.0,605.0,145.0
2021,Manitoba,2021A000246,55 to 64 years,Women+,2021 Counts,86270.0,69650.0,16480.0,700.0,140.0
2021,Manitoba,2021A000246,65 years and over,Total - Gender,2021 Counts,213720.0,170610.0,42910.0,1605.0,200.0
2021,Manitoba,2021A000246,65 years and over,Men+,2021 Counts,99040.0,79590.0,19355.0,640.0,90.0
2021,Manitoba,2021A000246,65 years and over,Women+,2021 Counts,114680.0,91020.0,23550.0,960.0,110.0
2021,Manitoba,2021A000246,65 to 74 years,Total - Gender,2021 Counts,130060.0,105270.0,24685.0,1200.0,110.0
2021,Manitoba,2021A000246,65 to 74 years,Men+,2021 Counts,62070.0,50705.0,11330.0,485.0,40.0
2021,Manitoba,2021A000246,65 to 74 years,Women+,2021 Counts,67990.0,54560.0,13350.0,710.0,75.0
2021,Manitoba,2021A000246,75 years and over,Total - Gender,2021 Counts,83655.0,65340.0,18230.0,410.0,85.0
2021,Manitoba,2021A000246,75 years and over,Men+,2021 Counts,36970.0,28890.0,8030.0,155.0,55.0
2021,Manitoba,2021A000246,75 years and over,Women+,2021 Counts,46685.0,36455.0,10200.0,250.0,35.0
2021,"Brandon (CA), Man.",2021S0504610,Total - Age,Total - Gender,2021 Counts,52750.0,42410.0,9180.0,2770.0,1160.0
2021,"Brandon (CA), Man.",2021S0504610,Total - Age,Men+,2021 Counts,25925.0,20690.0,4555.0,1345.0,680.0
2021,"Brandon (CA), Man.",2021S0504610,Total - Age,Women+,2021 Counts,26825.0,21720.0,4630.0,1420.0,480.0
2021,"Brandon (CA), Man.",2021S0504610,0 to 14 years,Total - Gender,2021 Counts,9990.0,8855.0,1020.0,690.0,120.0
2021,"Brandon (CA), Man.",2021S0504610,0 to 14 years,Men+,2021 Counts,5160.0,4515.0,595.0,380.0,50.0
2021,"Brandon (CA), Man.",2021S0504610,0 to 14 years,Women+,2021 Counts,4830.0,4340.0,425.0,310.0,65.0
2021,"Brandon (CA), Man.",2021S0504610,15 years and over,Total - Gender,2021 Counts,42760.0,33555.0,8165.0,2080.0,1040.0
2021,"Brandon (CA), Man.",2021S0504610,15 years and over,Men+,2021 Counts,20765.0,16175.0,3965.0,970.0,625.0
2021,"Brandon (CA), Man.",2021S0504610,15 years and over,Women+,2021 Counts,21995.0,17380.0,4205.0,1115.0,415.0
2021,"Brandon (CA), Man.",2021S0504610,15 to 24 years,Total - Gender,2021 Counts,7305.0,5545.0,1275.0,320.0,485.0
2021,"Brandon (CA), Man.",2021S0504610,15 to 24 years,Men+,2021 Counts,3585.0,2725.0,580.0,130.0,280.0
2021,"Brandon (CA), Man.",2021S0504610,15 to 24 years,Women+,2021 Counts,3725.0,2825.0,695.0,185.0,205.0
2021,"Brandon (CA), Man.",2021S0504610,15 to 19 years,Total - Gender,2021 Counts,3260.0,2500.0,670.0,155.0,85.0
2021,"Brandon (CA), Man.",2021S0504610,15 to 19 years,Men+,2021 Counts,1665.0,1320.0,310.0,85.0,35.0
2021,"Brandon (CA), Man.",2021S0504610,15 to 19 years,Women+,2021 Counts,1590.0,1180.0,365.0,75.0,50.0
2021,"Brandon (CA), Man.",2021S0504610,20 to 24 years,Total - Gender,2021 Counts,4050.0,3045.0,600.0,160.0,405.0
2021,"Brandon (CA), Man.",2021S0504610,20 to 24 years,Men+,2021 Counts,1920.0,1405.0,270.0,50.0,245.0
2021,"Brandon (CA), Man.",2021S0504610,20 to 24 years,Women+,2021 Counts,2130.0,1645.0,335.0,115.0,160.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 64 years,Total - Gender,2021 Counts,27485.0,20865.0,6070.0,1695.0,550.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 64 years,Men+,2021 Counts,13660.0,10305.0,3010.0,815.0,345.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 64 years,Women+,2021 Counts,13825.0,10560.0,3060.0,880.0,205.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 54 years,Total - Gender,2021 Counts,21405.0,15440.0,5435.0,1650.0,535.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 54 years,Men+,2021 Counts,10750.0,7720.0,2685.0,790.0,340.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 54 years,Women+,2021 Counts,10660.0,7720.0,2745.0,855.0,195.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 34 years,Total - Gender,2021 Counts,7695.0,5725.0,1665.0,780.0,310.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 34 years,Men+,2021 Counts,3825.0,2875.0,755.0,325.0,190.0
2021,"Brandon (CA), Man.",2021S0504610,25 to 34 years,Women+,2021 Counts,3870.0,2845.0,910.0,450.0,115.0
2021,"Brandon (CA), Man.",2021S0504610,35 to 44 years,Total - Gender,2021 Counts,7750.0,5250.0,2310.0,670.0,190.0
2021,"Brandon (CA), Man.",2021S0504610,35 to 44 years,Men+,2021 Counts,3915.0,2660.0,1135.0,350.0,125.0
2021,"Brandon (CA), Man.",2021S0504610,35 to 44 years,Women+,2021 Counts,3840.0,2585.0,1180.0,320.0,65.0
2021,"Brandon (CA), Man.",2021S0504610,45 to 54 years,Total - Gender,2021 Counts,5965.0,4465.0,1455.0,195.0,45.0
2021,"Brandon (CA), Man.",2021S0504610,45 to 54 years,Men+,2021 Counts,3010.0,2185.0,800.0,110.0,25.0
2021,"Brandon (CA), Man.",2021S0504610,45 to 54 years,Women+,2021 Counts,2950.0,2285.0,650.0,85.0,15.0
2021,"Brandon (CA), Man.",2021S0504610,55 to 64 years,Total - Gender,2021 Counts,6080.0,5425.0,635.0,45.0,15.0
2021,"Brandon (CA), Man.",2021S0504610,55 to 64 years,Men+,2021 Counts,2910.0,2585.0,320.0,25.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,55 to 64 years,Women+,2021 Counts,3170.0,2840.0,320.0,20.0,10.0
2021,"Brandon (CA), Man.",2021S0504610,65 years and over,Total - Gender,2021 Counts,7965.0,7145.0,825.0,65.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,65 years and over,Men+,2021 Counts,3520.0,3145.0,370.0,20.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,65 years and over,Women+,2021 Counts,4440.0,3995.0,450.0,45.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,65 to 74 years,Total - Gender,2021 Counts,4700.0,4215.0,480.0,45.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,65 to 74 years,Men+,2021 Counts,2185.0,1955.0,230.0,15.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,65 to 74 years,Women+,2021 Counts,2515.0,2260.0,250.0,35.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,75 years and over,Total - Gender,2021 Counts,3265.0,2925.0,345.0,20.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,75 years and over,Men+,2021 Counts,1340.0,1195.0,140.0,10.0,0.0
2021,"Brandon (CA), Man.",2021S0504610,75 years and over,Women+,2021 Counts,1930.0,1730.0,200.0,10.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,Total - Age,Total - Gender,2021 Counts,12830.0,11420.0,1185.0,490.0,230.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,Total - Age,Men+,2021 Counts,6195.0,5490.0,560.0,220.0,145.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,Total - Age,Women+,2021 Counts,6630.0,5930.0,625.0,270.0,75.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,0 to 14 years,Total - Gender,2021 Counts,2475.0,2350.0,125.0,105.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,0 to 14 years,Men+,2021 Counts,1240.0,1175.0,70.0,60.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,0 to 14 years,Women+,2021 Counts,1230.0,1180.0,55.0,45.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 years and over,Total - Gender,2021 Counts,10355.0,9065.0,1060.0,385.0,230.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 years and over,Men+,2021 Counts,4955.0,4320.0,495.0,160.0,145.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 years and over,Women+,2021 Counts,5400.0,4750.0,570.0,225.0,75.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 to 24 years,Total - Gender,2021 Counts,1545.0,1290.0,145.0,70.0,110.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 to 24 years,Men+,2021 Counts,815.0,695.0,50.0,20.0,65.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 to 24 years,Women+,2021 Counts,735.0,595.0,95.0,55.0,50.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 to 19 years,Total - Gender,2021 Counts,750.0,675.0,65.0,30.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 to 19 years,Men+,2021 Counts,365.0,345.0,20.0,10.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,15 to 19 years,Women+,2021 Counts,385.0,325.0,45.0,20.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,20 to 24 years,Total - Gender,2021 Counts,800.0,620.0,75.0,35.0,100.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,20 to 24 years,Men+,2021 Counts,445.0,350.0,30.0,10.0,65.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,20 to 24 years,Women+,2021 Counts,355.0,270.0,45.0,30.0,40.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 64 years,Total - Gender,2021 Counts,6400.0,5490.0,795.0,315.0,115.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 64 years,Men+,2021 Counts,3095.0,2610.0,400.0,140.0,85.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 64 years,Women+,2021 Counts,3310.0,2880.0,395.0,170.0,30.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 54 years,Total - Gender,2021 Counts,4650.0,3865.0,670.0,305.0,115.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 54 years,Men+,2021 Counts,2250.0,1835.0,335.0,135.0,85.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 54 years,Women+,2021 Counts,2400.0,2030.0,340.0,165.0,30.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 34 years,Total - Gender,2021 Counts,1710.0,1360.0,245.0,150.0,105.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 34 years,Men+,2021 Counts,830.0,635.0,120.0,55.0,75.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,25 to 34 years,Women+,2021 Counts,875.0,725.0,125.0,95.0,25.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,35 to 44 years,Total - Gender,2021 Counts,1515.0,1275.0,235.0,125.0,10.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,35 to 44 years,Men+,2021 Counts,735.0,610.0,115.0,70.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,35 to 44 years,Women+,2021 Counts,780.0,660.0,115.0,55.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,45 to 54 years,Total - Gender,2021 Counts,1430.0,1235.0,190.0,30.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,45 to 54 years,Men+,2021 Counts,685.0,590.0,90.0,15.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,45 to 54 years,Women+,2021 Counts,740.0,645.0,100.0,10.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,55 to 64 years,Total - Gender,2021 Counts,1745.0,1620.0,130.0,15.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,55 to 64 years,Men+,2021 Counts,840.0,775.0,70.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,55 to 64 years,Women+,2021 Counts,905.0,845.0,55.0,10.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,65 years and over,Total - Gender,2021 Counts,2415.0,2285.0,125.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,65 years and over,Men+,2021 Counts,1050.0,1015.0,40.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,65 years and over,Women+,2021 Counts,1360.0,1275.0,85.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,65 to 74 years,Total - Gender,2021 Counts,1340.0,1280.0,60.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,65 to 74 years,Men+,2021 Counts,615.0,600.0,20.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,65 to 74 years,Women+,2021 Counts,725.0,680.0,45.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,75 years and over,Total - Gender,2021 Counts,1070.0,1005.0,65.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,75 years and over,Men+,2021 Counts,440.0,410.0,25.0,0.0,0.0
2021,"Portage la Prairie (CA), Man.",2021S0504607,75 years and over,Women+,2021 Counts,635.0,595.0,40.0,0.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,Total - Age,Total - Gender,2021 Counts,17580.0,13585.0,3745.0,960.0,255.0
2021,"Steinbach (CA), Man.",2021S0504605,Total - Age,Men+,2021 Counts,8570.0,6650.0,1810.0,470.0,110.0
2021,"Steinbach (CA), Man.",2021S0504605,Total - Age,Women+,2021 Counts,9005.0,6935.0,1930.0,490.0,140.0
2021,"Steinbach (CA), Man.",2021S0504605,0 to 14 years,Total - Gender,2021 Counts,3790.0,3410.0,365.0,245.0,15.0
2021,"Steinbach (CA), Man.",2021S0504605,0 to 14 years,Men+,2021 Counts,1965.0,1815.0,140.0,85.0,10.0
2021,"Steinbach (CA), Man.",2021S0504605,0 to 14 years,Women+,2021 Counts,1825.0,1595.0,230.0,165.0,10.0
2021,"Steinbach (CA), Man.",2021S0504605,15 years and over,Total - Gender,2021 Counts,13790.0,10175.0,3375.0,715.0,240.0
2021,"Steinbach (CA), Man.",2021S0504605,15 years and over,Men+,2021 Counts,6610.0,4835.0,1675.0,385.0,100.0
2021,"Steinbach (CA), Man.",2021S0504605,15 years and over,Women+,2021 Counts,7180.0,5340.0,1700.0,325.0,135.0
2021,"Steinbach (CA), Man.",2021S0504605,15 to 24 years,Total - Gender,2021 Counts,2405.0,1740.0,600.0,100.0,65.0
2021,"Steinbach (CA), Man.",2021S0504605,15 to 24 years,Men+,2021 Counts,1215.0,890.0,310.0,70.0,15.0
2021,"Steinbach (CA), Man.",2021S0504605,15 to 24 years,Women+,2021 Counts,1190.0,850.0,290.0,35.0,50.0
2021,"Steinbach (CA), Man.",2021S0504605,15 to 19 years,Total - Gender,2021 Counts,1085.0,855.0,225.0,30.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,15 to 19 years,Men+,2021 Counts,530.0,420.0,105.0,20.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,15 to 19 years,Women+,2021 Counts,555.0,435.0,115.0,10.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,20 to 24 years,Total - Gender,2021 Counts,1325.0,885.0,380.0,70.0,65.0
2021,"Steinbach (CA), Man.",2021S0504605,20 to 24 years,Men+,2021 Counts,690.0,465.0,205.0,45.0,15.0
2021,"Steinbach (CA), Man.",2021S0504605,20 to 24 years,Women+,2021 Counts,635.0,415.0,170.0,20.0,50.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 64 years,Total - Gender,2021 Counts,8480.0,5955.0,2365.0,610.0,165.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 64 years,Men+,2021 Counts,4160.0,2885.0,1190.0,320.0,85.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 64 years,Women+,2021 Counts,4320.0,3065.0,1180.0,290.0,75.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 54 years,Total - Gender,2021 Counts,6770.0,4610.0,2000.0,605.0,165.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 54 years,Men+,2021 Counts,3360.0,2260.0,1010.0,320.0,85.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 54 years,Women+,2021 Counts,3410.0,2345.0,985.0,285.0,75.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 34 years,Total - Gender,2021 Counts,2475.0,1705.0,690.0,260.0,85.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 34 years,Men+,2021 Counts,1300.0,900.0,350.0,140.0,45.0
2021,"Steinbach (CA), Man.",2021S0504605,25 to 34 years,Women+,2021 Counts,1175.0,805.0,340.0,115.0,35.0
2021,"Steinbach (CA), Man.",2021S0504605,35 to 44 years,Total - Gender,2021 Counts,2390.0,1570.0,755.0,275.0,65.0
2021,"Steinbach (CA), Man.",2021S0504605,35 to 44 years,Men+,2021 Counts,1175.0,765.0,375.0,145.0,35.0
2021,"Steinbach (CA), Man.",2021S0504605,35 to 44 years,Women+,2021 Counts,1220.0,805.0,380.0,130.0,35.0
2021,"Steinbach (CA), Man.",2021S0504605,45 to 54 years,Total - Gender,2021 Counts,1900.0,1340.0,550.0,65.0,10.0
2021,"Steinbach (CA), Man.",2021S0504605,45 to 54 years,Men+,2021 Counts,890.0,600.0,285.0,30.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,45 to 54 years,Women+,2021 Counts,1015.0,735.0,265.0,35.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,55 to 64 years,Total - Gender,2021 Counts,1710.0,1340.0,365.0,0.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,55 to 64 years,Men+,2021 Counts,800.0,625.0,175.0,0.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,55 to 64 years,Women+,2021 Counts,910.0,720.0,190.0,0.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,65 years and over,Total - Gender,2021 Counts,2905.0,2485.0,410.0,0.0,10.0
2021,"Steinbach (CA), Man.",2021S0504605,65 years and over,Men+,2021 Counts,1235.0,1055.0,180.0,0.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,65 years and over,Women+,2021 Counts,1670.0,1430.0,230.0,0.0,10.0
2021,"Steinbach (CA), Man.",2021S0504605,65 to 74 years,Total - Gender,2021 Counts,1515.0,1360.0,150.0,0.0,0.0
2021,"Steinbach (CA), Man.",2021S0504605,65 to 74 years,Men+,2021 Counts,655.0,595.0,65.0,0.0,0.0
