Locality,Province,Average Unmployment Rate (2021),DGUID,REF_DATE,Geography,English and French,English only,French only,Neither English nor French,Total - Knowledge of official languages,GEO,Coordinate,"Population and dwelling counts (13): Land area in square kilometres, 2021 [10]",GEO_LEVEL,CENSUS_YEAR,GEO_NAME,0 to 14 years,15 to 64 years,65 years and over,"Land area in square kilometres, 2021","National population rank, 2021","Population density per square kilometre, 2021","Population percentage change, 2016 to 2021","Population, 2016","Population, 2021","Private dwellings occupied by usual residents percentage change, 2016 to 2021","Private dwellings occupied by usual residents, 2016","Private dwellings occupied by usual residents, 2021","Province/territory population rank, 2021","Total private dwellings percentage change, 2016 to 2021","Total private dwellings, 2016","Total private dwellings, 2021",Age,Gender,Statistics,Total - Minority,Total Minority Population,South Asian,Chinese,Black,Filipino,Arab,Latin American,Southeast Asian,West Asian,Korean,Japanese,"Minority, n.i.e",Multiple Minorities,Not Minority,Total,Non_Immigrants,Immigrants,Recent_Immigrants_2016_2021,Non_Permanent_Residents
,,,2021A00051212016,,,,,,,,Trenton,575.0,6.07,,,,,,,6.07,1222.0,396.7,-2.7,2474.0,2407.0,1.9,1071.0,1091.0,57.0,-3.2,1206.0,1167.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051212019,,,,,,,,Fisher's Grant 24,567.0,1.54,,,,,,,1.54,3050.0,291.4,-7.4,485.0,449.0,-0.6,154.0,153.0,76.0,0.0,158.0,158.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051212023,,,,,,,,Merigomish Harbour 31,568.0,0.23,,,,,,,0.23,4831.0,0.0,,0.0,0.0,,0.0,0.0,93.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051213001,,,,,,,,St. Mary's,529.0,1904.08,,,,,,,1904.08,1317.0,1.1,-3.2,2233.0,2161.0,0.5,1042.0,1047.0,59.0,-7.7,1667.0,1538.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051213004,,,,,,,,Guysborough,527.0,2115.25,,,,,,,2115.25,776.0,2.2,-1.8,4670.0,4585.0,1.0,2197.0,2220.0,39.0,-4.8,3196.0,3043.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051213008,,,,,,,,Mulgrave,528.0,17.83,,,,,,,17.83,2664.0,35.2,-13.2,722.0,627.0,-5.8,310.0,292.0,73.0,-3.4,327.0,316.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051214001,2021.0,"Antigonish, Subd. A",940.0,7995.0,5.0,15.0,8955.0,"Antigonish, Subd. A",500.0,926.43,,,,,,,926.43,469.0,9.7,8.3,8278.0,8963.0,10.2,3424.0,3774.0,16.0,6.1,4222.0,4478.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051214002,,,,,,,,Antigonish,499.0,4.98,,,,,,,4.98,772.0,934.5,6.7,4364.0,4656.0,10.4,1997.0,2205.0,37.0,3.0,2596.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051214006,2021.0,"Antigonish, Subd. B",775.0,5360.0,,5.0,6140.0,"Antigonish, Subd. B",501.0,522.29,,,,,,,522.29,636.0,11.8,-2.7,6306.0,6138.0,0.8,2577.0,2597.0,28.0,-1.4,2890.0,2849.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051214010,,,,,,,,Paqtnkek-Niktuek No. 23,502.0,2.71,,,,,,,2.71,3272.0,137.0,5.4,353.0,372.0,3.1,131.0,135.0,78.0,6.7,134.0,143.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051215001,,,,,,,,"Inverness, Subd. C",543.0,1025.65,,,,,,,1025.65,1005.0,3.1,0.0,3166.0,3167.0,4.4,1372.0,1432.0,50.0,-0.7,1982.0,1969.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051215002,,,,,,,,Port Hawkesbury,545.0,8.1,,,,,,,8.1,996.0,396.3,-0.1,3214.0,3210.0,5.2,1345.0,1415.0,48.0,-2.0,1554.0,1523.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051215005,,,,,,,,Malagawatch 4,544.0,6.69,,,,,,,6.69,4658.0,3.0,0.0,20.0,20.0,120.0,10.0,22.0,86.0,-45.0,40.0,22.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051215006,,,,,,,,"Inverness, Subd. B",542.0,751.9,,,,,,,751.9,751.0,6.5,-1.3,4928.0,4865.0,5.1,2058.0,2162.0,36.0,-3.1,2775.0,2688.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051215008,,,,,,,,Whycocomagh 2,546.0,7.48,,,,,,,7.48,2269.0,117.3,5.5,831.0,877.0,0.4,266.0,267.0,69.0,3.0,270.0,278.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051215011,2021.0,"Inverness, Subd. A",2245.0,2815.0,50.0,,5125.0,"Inverness, Subd. A",541.0,2017.79,,,,,,,2017.79,711.0,2.6,2.6,5076.0,5207.0,4.1,2300.0,2395.0,34.0,0.1,3255.0,3257.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051216001,,,,,,,,"Richmond, Subd. C",586.0,129.32,,,,,,,129.32,1009.0,24.2,-0.4,3150.0,3136.0,2.8,1397.0,1436.0,51.0,4.4,1621.0,1692.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051216006,,,,,,,,"Richmond, Subd. A",584.0,464.88,,,,,,,464.88,899.0,8.1,-0.9,3796.0,3763.0,2.2,1696.0,1733.0,44.0,1.0,2083.0,2104.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051216011,,,,,,,,"Richmond, Subd. B",585.0,646.26,,,,,,,646.26,1587.0,2.5,6.5,1512.0,1610.0,8.6,729.0,792.0,63.0,2.8,1252.0,1287.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051216014,,,,,,,,Chapel Island 5,583.0,5.62,,,,,,,5.62,3162.0,72.1,-20.0,506.0,405.0,-13.7,161.0,139.0,77.0,-12.0,167.0,147.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051217008,,,,,,,,Membertou 28B,506.0,1.48,,,,,,,1.48,1994.0,745.7,8.7,1015.0,1103.0,17.2,343.0,402.0,66.0,17.8,349.0,411.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051217020,,,,,,,,Eskasoni 3,505.0,36.03,,,,,,,36.03,932.0,97.7,2.9,3422.0,3521.0,2.1,1059.0,1081.0,47.0,2.2,1114.0,1138.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051217030,2021.0,Cape Breton,3995.0,88160.0,20.0,105.0,92280.0,Cape Breton,504.0,2419.7,Census subdivision,2021.0,Cape Breton,11760.0,56465.0,23795.0,2419.7,64.0,38.7,-0.6,94285.0,93694.0,1.5,41679.0,42316.0,2.0,1.6,45741.0,46471.0,Total - Age,Total - Gender,% distribution (2021),0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,
,,,2021A00051218001,,,,,,,,"Victoria, Subd. B",595.0,1228.63,,,,,,,1228.63,850.0,3.3,2.3,3985.0,4077.0,3.0,1808.0,1862.0,42.0,6.0,2599.0,2755.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051218003,,,,,,,,Wagmatcook 1,596.0,3.72,,,,,,,3.72,2540.0,185.8,28.7,537.0,691.0,27.2,158.0,201.0,72.0,26.5,166.0,210.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051218006,,,,,,,,"Victoria, Subd. A",594.0,1603.85,,,,,,,1603.85,1134.0,1.7,4.1,2567.0,2673.0,7.2,1135.0,1217.0,55.0,6.9,1672.0,1788.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051301001,,,,,,,,Saint Martins,808.0,629.0,,,,,,,629.0,1924.0,1.9,4.0,1132.0,1177.0,11.0,480.0,533.0,133.0,-2.0,609.0,597.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051301002,,,,,,,,St. Martins,810.0,2.35,,,,,,,2.35,3442.0,136.1,15.9,276.0,320.0,12.1,140.0,157.0,237.0,-2.0,198.0,194.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051301004,,,,,,,,Simonds,809.0,281.06,,,,,,,281.06,875.0,13.9,1.8,3843.0,3913.0,4.7,1516.0,1588.0,39.0,3.3,1617.0,1671.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051301006,2021.0,Saint John,9395.0,58915.0,125.0,405.0,68840.0,Saint John,807.0,315.59,Census subdivision,2021.0,Saint John,10150.0,44620.0,13410.0,315.59,84.0,221.5,3.4,67575.0,69895.0,5.4,30208.0,31825.0,2.0,0.3,33801.0,33908.0,Total - Age,Total - Gender,% distribution (2021),0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,
,,,2021A00051301016,,,,,,,,Musquash,806.0,233.06,,,,,,,233.06,1843.0,5.4,4.9,1194.0,1253.0,4.5,508.0,531.0,125.0,-1.0,600.0,594.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302001,,,,,,,,Grand Manan,638.0,5.96,,,,,,,5.96,4104.0,23.3,-4.1,145.0,139.0,1.5,67.0,68.0,252.0,2.9,103.0,106.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302004,,,,,,,,Campobello Island,634.0,39.59,,,,,,,39.59,2181.0,24.0,8.8,872.0,949.0,12.5,376.0,423.0,158.0,-0.6,616.0,612.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302006,,,,,,,,West Isles,652.0,38.32,,,,,,,38.32,2489.0,18.7,-9.9,797.0,718.0,-0.9,347.0,344.0,191.0,1.7,467.0,475.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302008,,,,,,,,Lepreau,640.0,209.52,,,,,,,209.52,2367.0,3.8,13.6,707.0,803.0,14.9,335.0,385.0,180.0,-3.0,507.0,492.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302011,,,,,,,,Pennfield,641.0,363.75,,,,,,,363.75,1296.0,6.1,2.4,2170.0,2222.0,3.3,918.0,948.0,64.0,3.3,996.0,1029.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302012,,,,,,,,Blacks Harbour,633.0,9.02,,,,,,,9.02,2234.0,100.6,1.5,894.0,907.0,1.6,379.0,385.0,165.0,2.4,411.0,421.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302014,,,,,,,,Clarendon,635.0,492.11,,,,,,,492.11,4423.0,0.1,4.8,63.0,66.0,21.2,33.0,40.0,257.0,-28.9,90.0,64.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302016,,,,,,,,Saint George,646.0,500.05,,,,,,,500.05,1197.0,5.0,6.6,2341.0,2495.0,4.4,1002.0,1046.0,58.0,-2.4,1254.0,1224.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302018,,,,,,,,St. George,650.0,16.17,,,,,,,16.17,1617.0,97.7,4.1,1517.0,1579.0,9.6,637.0,698.0,97.0,10.3,681.0,751.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302021,,,,,,,,Saint Patrick,648.0,236.59,,,,,,,236.59,2502.0,3.0,3.0,689.0,710.0,-0.3,327.0,326.0,194.0,-25.1,545.0,408.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302024,,,,,,,,Saint Andrews,642.0,24.27,,,,,,,24.27,2812.0,22.7,-0.5,553.0,550.0,5.5,236.0,249.0,209.0,-5.1,312.0,296.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302026,,,,,,,,Saint Andrews,643.0,8.35,,,,,,,8.35,1362.0,245.3,14.7,1786.0,2048.0,16.0,794.0,921.0,74.0,8.7,1008.0,1096.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302028,,,,,,,,Saint Croix,644.0,78.6,,,,,,,78.6,2621.0,8.2,-1.4,657.0,648.0,-1.4,284.0,280.0,201.0,-6.0,368.0,346.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302031,,,,,,,,Dufferin,636.0,12.34,,,,,,,12.34,2785.0,45.8,-1.4,573.0,565.0,5.7,230.0,243.0,207.0,3.5,256.0,265.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302034,,,,,,,,Saint Stephen,649.0,102.83,,,,,,,102.83,1554.0,16.3,-9.1,1839.0,1671.0,-8.5,769.0,704.0,90.0,-5.9,820.0,772.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302037,,,,,,,,St. Stephen,651.0,13.72,,,,,,,13.72,789.0,328.7,2.2,4415.0,4510.0,3.6,2001.0,2073.0,32.0,3.3,2206.0,2278.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302039,,,,,,,,Saint James,647.0,552.9,,,,,,,552.9,2084.0,1.9,-13.7,1186.0,1024.0,-10.9,506.0,451.0,149.0,-12.5,570.0,499.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302042,,,,,,,,Saint David,645.0,190.39,,,,,,,190.39,1685.0,7.7,-3.9,1529.0,1470.0,-2.7,657.0,639.0,106.0,-2.4,743.0,725.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302044,,,,,,,,Dumbarton,637.0,373.2,,,,,,,373.2,3360.0,0.9,3.3,335.0,346.0,0.0,158.0,158.0,232.0,-6.7,195.0,182.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051302052,,,,,,,,Grand Manan,639.0,150.56,,,,,,,150.56,1158.0,17.2,10.0,2360.0,2595.0,9.6,1076.0,1179.0,55.0,3.2,1365.0,1408.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303001,,,,,,,,Blissville,812.0,341.74,,,,,,,341.74,2400.0,2.3,-5.1,819.0,777.0,-3.4,349.0,337.0,182.0,-2.4,378.0,369.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303004,,,,,,,,Gladstone,815.0,362.08,,,,,,,362.08,2978.0,1.3,7.5,452.0,486.0,6.3,192.0,204.0,218.0,-5.0,239.0,227.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303005,,,,,,,,Tracy,822.0,29.44,,,,,,,29.44,2697.0,20.7,0.3,608.0,610.0,1.6,247.0,251.0,204.0,-1.5,262.0,258.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303006,,,,,,,,Fredericton Junction,814.0,23.85,,,,,,,23.85,2488.0,30.1,2.1,704.0,719.0,3.5,282.0,292.0,190.0,2.0,298.0,304.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303008,2021.0,Lincoln,1470.0,5990.0,55.0,,7520.0,Lincoln,816.0,159.44,,,,,,,159.44,544.0,47.2,4.8,7177.0,7519.0,5.2,2936.0,3088.0,15.0,4.4,3019.0,3152.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051303011,2021.0,Burton,940.0,4180.0,45.0,15.0,5175.0,Burton,813.0,258.39,,,,,,,258.39,714.0,20.0,1.1,5119.0,5176.0,2.0,1962.0,2002.0,23.0,2.7,2020.0,2074.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051303012,2021.0,Oromocto,2270.0,6525.0,175.0,15.0,8980.0,Oromocto,819.0,22.36,,,,,,,22.36,462.0,404.5,-1.9,9223.0,9045.0,5.9,3459.0,3663.0,13.0,-0.1,3900.0,3897.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051303013,,,,,,,,Oromocto 26,820.0,1.18,,,,,,,1.18,3525.0,249.6,4.6,282.0,295.0,8.0,100.0,108.0,242.0,7.8,103.0,111.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303014,,,,,,,,Sheffield,821.0,271.29,,,,,,,271.29,2261.0,3.3,9.8,809.0,888.0,9.8,357.0,392.0,169.0,-7.9,542.0,499.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303016,,,,,,,,Maugerville,817.0,919.94,,,,,,,919.94,1495.0,1.9,-3.2,1831.0,1772.0,-2.7,731.0,711.0,87.0,-5.1,765.0,726.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051303018,,,,,,,,Northfield,818.0,303.27,,,,,,,303.27,2762.0,1.9,-6.9,620.0,577.0,-7.4,283.0,262.0,206.0,-12.5,327.0,286.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304001,,,,,,,,Petersville,782.0,589.95,,,,,,,589.95,2502.0,1.2,4.3,681.0,710.0,3.7,294.0,305.0,194.0,-0.6,325.0,323.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304004,,,,,,,,Gagetown,777.0,234.58,,,,,,,234.58,3435.0,1.4,4.2,311.0,324.0,4.3,138.0,144.0,236.0,-3.9,155.0,149.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304005,,,,,,,,Gagetown,778.0,49.32,,,,,,,49.32,2387.0,16.0,10.7,711.0,787.0,5.0,300.0,315.0,181.0,0.6,339.0,341.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304006,,,,,,,,Hampstead,779.0,212.39,,,,,,,212.39,3550.0,1.4,4.0,277.0,288.0,5.7,123.0,130.0,243.0,-9.7,185.0,167.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304008,,,,,,,,Wickham,784.0,160.54,,,,,,,160.54,3154.0,2.5,-4.2,427.0,409.0,8.0,188.0,203.0,223.0,-18.3,469.0,383.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304011,,,,,,,,Cambridge,772.0,113.17,,,,,,,113.17,2556.0,6.0,5.7,647.0,684.0,10.4,260.0,287.0,198.0,-22.5,617.0,478.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304013,,,,,,,,Cambridge-Narrows,773.0,106.79,,,,,,,106.79,2494.0,6.7,27.2,562.0,715.0,20.6,286.0,345.0,193.0,-4.6,659.0,629.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304014,,,,,,,,Johnston,780.0,360.87,,,,,,,360.87,2648.0,1.8,13.9,560.0,638.0,12.2,262.0,294.0,202.0,-2.0,392.0,384.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304016,,,,,,,,Brunswick,771.0,703.2,,,,,,,703.2,3773.0,0.3,10.3,203.0,224.0,26.1,88.0,111.0,250.0,21.4,159.0,193.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304018,,,,,,,,Waterborough,783.0,443.16,,,,,,,443.16,2242.0,2.0,6.6,847.0,903.0,3.2,406.0,419.0,167.0,-25.3,885.0,661.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304021,,,,,,,,Canning,774.0,173.25,,,,,,,173.25,2079.0,5.9,11.3,924.0,1028.0,14.3,447.0,511.0,148.0,12.6,755.0,850.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304022,,,,,,,,Minto,781.0,31.36,,,,,,,31.36,1289.0,71.2,-3.1,2305.0,2234.0,-3.6,1082.0,1043.0,63.0,-2.1,1170.0,1145.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304024,,,,,,,,Chipman,775.0,483.45,,,,,,,483.45,2302.0,1.8,-6.6,913.0,853.0,-2.1,430.0,421.0,175.0,-6.8,541.0,504.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051304025,,,,,,,,Chipman,776.0,19.0,,,,,,,19.0,1894.0,63.2,8.8,1104.0,1201.0,5.6,573.0,605.0,129.0,1.4,638.0,647.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305001,,,,,,,,Hammond,708.0,244.24,,,,,,,244.24,3596.0,1.1,10.0,251.0,276.0,14.0,114.0,130.0,246.0,3.9,153.0,159.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305004,,,,,,,,Upham,724.0,189.21,,,,,,,189.21,1769.0,7.2,6.9,1269.0,1357.0,6.3,521.0,554.0,114.0,1.2,579.0,586.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305006,,,,,,,,Hampton,709.0,121.24,,,,,,,121.24,1054.0,24.5,5.7,2809.0,2969.0,7.0,1089.0,1165.0,49.0,5.1,1157.0,1216.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305007,,,,,,,,Hampton,710.0,20.97,,,,,,,20.97,801.0,209.6,2.5,4289.0,4395.0,6.2,1639.0,1740.0,34.0,5.6,1709.0,1804.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305008,,,,,,,,Rothesay,717.0,7.26,,,,,,,7.26,3374.0,47.1,5.2,325.0,342.0,7.6,119.0,128.0,234.0,-1.5,136.0,134.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305011,,,,,,,,Westfield,726.0,295.34,,,,,,,295.34,1336.0,7.2,7.7,1962.0,2114.0,8.3,811.0,878.0,70.0,1.9,952.0,970.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305014,,,,,,,,Kingston,713.0,200.41,,,,,,,200.41,998.0,16.0,9.9,2913.0,3202.0,10.4,1227.0,1354.0,48.0,-2.4,1671.0,1631.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305015,,,,,,,,Grand Bay-Westfield,706.0,59.82,,,,,,,59.82,741.0,83.0,0.1,4964.0,4967.0,1.7,1933.0,1965.0,27.0,0.1,2029.0,2031.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305016,,,,,,,,Norton,714.0,144.77,,,,,,,144.77,1792.0,9.2,1.8,1301.0,1325.0,3.3,512.0,529.0,117.0,2.6,536.0,550.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305018,,,,,,,,Norton,715.0,75.35,,,,,,,75.35,1731.0,18.7,2.0,1382.0,1410.0,4.2,525.0,547.0,111.0,1.9,567.0,578.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305021,,,,,,,,Sussex,721.0,243.99,,,,,,,243.99,1166.0,10.6,2.5,2516.0,2579.0,5.6,996.0,1052.0,56.0,4.2,1050.0,1094.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305022,,,,,,,,Sussex,722.0,8.9,,,,,,,8.9,795.0,498.9,3.7,4282.0,4440.0,3.9,1988.0,2065.0,33.0,3.4,2147.0,2219.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305023,,,,,,,,Sussex Corner,723.0,9.32,,,,,,,9.32,1693.0,156.4,-0.2,1461.0,1458.0,0.5,650.0,653.0,107.0,-0.1,675.0,674.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305024,,,,,,,,Waterford,725.0,221.27,,,,,,,221.27,2960.0,2.2,4.7,469.0,491.0,5.6,197.0,208.0,216.0,-1.9,260.0,255.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305026,,,,,,,,Cardwell,705.0,311.87,,,,,,,311.87,1740.0,4.5,3.5,1353.0,1401.0,9.0,569.0,620.0,112.0,1.7,709.0,721.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305028,,,,,,,,Havelock,711.0,349.22,,,,,,,349.22,2059.0,3.0,-1.8,1061.0,1042.0,0.9,438.0,442.0,147.0,-5.1,550.0,522.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305031,,,,,,,,Studholm,720.0,448.98,,,,,,,448.98,928.0,7.9,0.1,3522.0,3527.0,-0.2,1389.0,1386.0,42.0,-0.1,1481.0,1480.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305034,,,,,,,,Springfield,719.0,248.53,,,,,,,248.53,1571.0,6.6,7.6,1525.0,1641.0,3.7,630.0,653.0,93.0,-9.9,885.0,797.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305036,,,,,,,,Kars,712.0,75.54,,,,,,,75.54,3255.0,5.0,16.0,325.0,377.0,19.3,140.0,167.0,228.0,-17.3,352.0,291.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305038,,,,,,,,Greenwich,707.0,114.56,,,,,,,114.56,1971.0,9.8,6.4,1058.0,1126.0,11.4,449.0,500.0,137.0,3.4,560.0,579.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051305045,2021.0,Rothesay,2470.0,9475.0,5.0,25.0,11975.0,Rothesay,718.0,34.59,Census subdivision,2021.0,Rothesay,1875.0,7515.0,2525.0,34.59,360.0,346.2,2.7,11659.0,11977.0,5.1,4636.0,4873.0,11.0,4.0,4816.0,5007.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051305057,2021.0,Quispamsis,4175.0,14295.0,25.0,45.0,18540.0,Quispamsis,716.0,56.97,Census subdivision,2021.0,Quispamsis,3425.0,11890.0,3165.0,56.97,246.0,329.4,2.9,18245.0,18768.0,6.2,6455.0,6855.0,6.0,5.9,6596.0,6985.0,Total - Age,Total - Gender,% distribution (2021),0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00051306001,,,,,,,,Hopewell,611.0,149.14,,,,,,,149.14,2721.0,4.0,-7.7,647.0,597.0,-2.4,287.0,280.0,205.0,-2.8,319.0,310.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051306003,,,,,,,,Riverside-Albert,612.0,3.39,,,,,,,3.39,3355.0,102.8,-0.6,350.0,348.0,1.4,140.0,142.0,231.0,-8.3,168.0,154.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051306004,,,,,,,,Harvey,608.0,276.85,,,,,,,276.85,3320.0,1.3,7.5,333.0,358.0,10.9,165.0,183.0,230.0,-3.6,248.0,239.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051306006,,,,,,,,Alma,604.0,47.64,,,,,,,47.64,3568.0,5.9,32.4,213.0,282.0,31.3,99.0,130.0,244.0,-3.0,202.0,196.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051306007,,,,,,,,Alma,605.0,222.74,,,,,,,222.74,4760.0,0.0,0.0,5.0,5.0,200.0,1.0,3.0,264.0,66.7,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051306008,,,,,,,,Elgin,607.0,519.54,,,,,,,519.54,2037.0,2.0,19.3,892.0,1064.0,16.0,418.0,485.0,145.0,2.5,595.0,610.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00051306011,,,,,,,,Hillsborough,609.0,304.03,,,,,,,304.03,1744.0,4.6,6.8,1308.0,1397.0,5.3,581.0,612.0,113.0,1.1,649.0,656.0,,,,,,,,,,,,,,,,,,,,,,,
