Locality,Province,Average Unmployment Rate (2021),DGUID,REF_DATE,Geography,English and French,English only,French only,Neither English nor French,Total - Knowledge of official languages,GEO,Coordinate,"Population and dwelling counts (13): Land area in square kilometres, 2021 [10]",GEO_LEVEL,CENSUS_YEAR,GEO_NAME,0 to 14 years,15 to 64 years,65 years and over,"Land area in square kilometres, 2021","National population rank, 2021","Population density per square kilometre, 2021","Population percentage change, 2016 to 2021","Population, 2016","Population, 2021","Private dwellings occupied by usual residents percentage change, 2016 to 2021","Private dwellings occupied by usual residents, 2016","Private dwellings occupied by usual residents, 2021","Province/territory population rank, 2021","Total private dwellings percentage change, 2016 to 2021","Total private dwellings, 2016","Total private dwellings, 2021",Age,Gender,Statistics,Total - Minority,Total Minority Population,South Asian,Chinese,Black,Filipino,Arab,Latin American,Southeast Asian,West Asian,Korean,Japanese,"Minority, n.i.e",Multiple Minorities,Not Minority,Total,Non_Immigrants,Immigrants,Recent_Immigrants_2016_2021,Non_Permanent_Residents
,,,2021A00054813033,,,,,,,,Larkspur,4430.0,0.26,,,,,,,0.26,4499.0,206.4,20.5,44.0,53.0,8.7,23.0,25.0,383.0,-12.4,89.0,78.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813036,,,,,,,,Thorhild County,4443.0,1997.17,,,,,,,1997.17,1034.0,1.5,-6.5,3254.0,3042.0,-4.4,1401.0,1339.0,119.0,0.9,1836.0,1852.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813044,2021.0,Athabasca County,440.0,6515.0,,,6960.0,Athabasca County,4419.0,6111.3,,,,,,,6111.3,587.0,1.1,-11.6,7869.0,6959.0,-7.7,3067.0,2832.0,69.0,-8.5,4093.0,3746.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054813045,,,,,,,,Mewatha Beach,4432.0,0.79,,,,,,,0.79,4239.0,129.8,14.4,90.0,103.0,18.8,48.0,57.0,361.0,0.0,177.0,177.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813046,,,,,,,,Boyle,4424.0,7.12,,,,,,,7.12,2336.0,115.9,-2.4,845.0,825.0,3.1,357.0,368.0,209.0,-6.7,464.0,433.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813047,,,,,,,,Sunset Beach,4441.0,0.87,,,,,,,0.87,4482.0,63.5,12.2,49.0,55.0,16.0,25.0,29.0,381.0,-7.1,99.0,92.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813048,,,,,,,,Athabasca,4418.0,17.79,,,,,,,17.79,1108.0,155.1,-6.9,2965.0,2759.0,-3.3,1194.0,1155.0,126.0,0.9,1313.0,1325.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813049,,,,,,,,Island Lake,4427.0,1.55,,,,,,,1.55,3961.0,112.4,-23.7,228.0,174.0,-16.7,96.0,80.0,322.0,-16.7,263.0,219.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813051,,,,,,,,Island Lake South,4428.0,0.48,,,,,,,0.48,4344.0,170.0,32.8,61.0,81.0,40.0,30.0,42.0,368.0,14.9,74.0,85.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813053,,,,,,,,Bondiss,4423.0,1.18,,,,,,,1.18,4157.0,105.5,12.7,110.0,124.0,25.0,56.0,70.0,353.0,-9.2,195.0,177.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813055,,,,,,,,South Baptiste,4438.0,0.91,,,,,,,0.91,4408.0,77.0,6.1,66.0,70.0,10.0,30.0,33.0,375.0,-1.3,77.0,76.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813057,,,,,,,,West Baptiste,4445.0,0.54,,,,,,,0.54,4527.0,85.1,21.1,38.0,46.0,31.6,19.0,25.0,384.0,36.2,47.0,64.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813061,,,,,,,,Whispering Hills,4449.0,1.64,,,,,,,1.64,4136.0,78.2,-9.9,142.0,128.0,-3.2,62.0,60.0,350.0,-1.5,136.0,134.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813811,,,,,,,,Alexis 133,4416.0,56.6,,,,,,,56.6,2410.0,13.6,2.0,755.0,770.0,12.7,173.0,195.0,218.0,2.4,209.0,214.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813829,,,,,,,,Alexander 134B,4415.0,0.08,,,,,,,0.08,4760.0,62.2,0.0,5.0,5.0,-50.0,2.0,1.0,404.0,150.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054813830,,,,,,,,Alexis Whitecourt 232,4417.0,36.58,,,,,,,36.58,4831.0,0.0,,0.0,0.0,,0.0,0.0,407.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054814003,2021.0,Yellowhead County,435.0,9930.0,,25.0,10395.0,Yellowhead County,4457.0,22238.56,Census subdivision,2021.0,Yellowhead County,1945.0,6455.0,1960.0,22238.56,413.0,0.5,-5.2,10995.0,10426.0,-3.5,4309.0,4160.0,43.0,-3.7,5048.0,4859.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054814019,2021.0,Hinton,830.0,8900.0,5.0,35.0,9765.0,Hinton,4455.0,33.32,,,,,,,33.32,436.0,294.6,-0.7,9882.0,9817.0,1.9,3930.0,4006.0,49.0,1.4,4343.0,4405.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054814024,2021.0,Edson,490.0,7675.0,,20.0,8185.0,Edson,4454.0,29.43,,,,,,,29.43,492.0,284.5,-0.5,8414.0,8374.0,0.8,3359.0,3386.0,56.0,0.2,3762.0,3768.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054814028,,,,,,,,Improvement District No. 25 Willmore Wilderness,4456.0,4601.52,,,,,,,4601.52,4831.0,0.0,,0.0,0.0,,0.0,0.0,407.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815007,2021.0,Crowsnest Pass,190.0,5455.0,,,5645.0,Crowsnest Pass,4462.0,370.15,,,,,,,370.15,675.0,15.4,1.9,5589.0,5695.0,7.5,2567.0,2759.0,81.0,5.5,3225.0,3403.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054815013,,,,,,,,Kananaskis,4467.0,4203.24,,,,,,,4203.24,4028.0,0.0,-29.4,221.0,156.0,3.4,58.0,60.0,338.0,92.4,79.0,152.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815015,,,,,,,,Bighorn No. 8,4460.0,2678.8,,,,,,,2678.8,1598.0,0.6,20.7,1324.0,1598.0,16.2,551.0,640.0,159.0,15.0,761.0,875.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815023,2021.0,Canmore,2910.0,12895.0,15.0,40.0,15860.0,Canmore,4461.0,68.47,Census subdivision,2021.0,Canmore,2040.0,10965.0,2520.0,68.47,279.0,233.5,14.3,13992.0,15990.0,18.6,5738.0,6804.0,28.0,15.2,7963.0,9173.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054815027,,,,,,,,Ghost Lake,4463.0,0.62,,,,,,,0.62,4337.0,132.6,0.0,82.0,82.0,11.1,36.0,40.0,367.0,4.6,87.0,91.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815030,,,,,,,,Waiparous,4471.0,0.41,,,,,,,0.41,4474.0,140.6,16.3,49.0,57.0,13.0,23.0,26.0,380.0,8.3,48.0,52.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815032,,,,,,,,Improvement District No. 9 Banff,4465.0,6751.09,,,,,,,6751.09,2105.0,0.1,-2.3,1028.0,1004.0,270.0,30.0,111.0,190.0,296.8,31.0,123.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815033,,,,,,,,Jasper,4466.0,921.9,,,,,,,921.9,767.0,5.1,3.2,4590.0,4738.0,6.2,1576.0,1674.0,92.0,12.2,1702.0,1910.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815035,2021.0,Banff,1115.0,7110.0,10.0,50.0,8280.0,Banff,4459.0,4.08,,,,,,,4.08,498.0,2033.8,5.8,7851.0,8305.0,15.2,2543.0,2930.0,57.0,20.4,2729.0,3287.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054815037,,,,,,,,Improvement District No. 12 Jasper Park,4464.0,10118.55,,,,,,,10118.55,4831.0,0.0,-100.0,53.0,0.0,,0.0,0.0,407.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815045,,,,,,,,Ranchland No. 66,4468.0,2636.75,,,,,,,2636.75,4214.0,0.0,19.6,92.0,110.0,7.9,38.0,41.0,360.0,-3.5,57.0,55.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815802,,,,,,,,"Stoney 142, 143, 144",4469.0,444.66,,,,,,,444.66,,,,3713.0,,,735.0,,,,855.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054815815,,,,,,,,Stoney 142B,4470.0,71.43,,,,,,,71.43,,,,10.0,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816037,2021.0,Wood Buffalo,4310.0,67410.0,70.0,475.0,72270.0,Wood Buffalo,4483.0,60843.88,Census subdivision,2021.0,Wood Buffalo,16535.0,52265.0,2980.0,60843.88,81.0,1.2,1.0,71594.0,72326.0,1.1,25664.0,25934.0,7.0,-0.9,30719.0,30451.0,Total - Age,Total - Gender,% distribution (2021),0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,
,,,2021A00054816051,,,,,,,,Improvement District No. 24 Wood Buffalo,4478.0,33053.78,,,,,,,33053.78,2509.0,0.0,9.0,648.0,706.0,6.6,106.0,113.0,224.0,8.1,123.0,133.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816810,,,,,,,,Fort Mckay 174,4475.0,30.01,,,,,,,30.01,2676.0,20.7,-16.9,747.0,621.0,-14.3,252.0,216.0,238.0,-12.4,306.0,268.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816817,,,,,,,,Janvier 194,4479.0,26.05,,,,,,,26.05,3316.0,13.8,-12.0,409.0,360.0,-0.8,123.0,122.0,272.0,5.7,140.0,148.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816821,,,,,,,,Gregoire Lake 176,4476.0,22.67,,,,,,,22.67,3860.0,9.0,6.3,191.0,203.0,32.3,62.0,82.0,315.0,21.6,74.0,90.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816822,,,,,,,,Gregoire Lake 176A,4477.0,0.81,,,,,,,0.81,4133.0,159.4,-0.8,130.0,129.0,18.6,43.0,51.0,349.0,8.2,49.0,53.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816849,,,,,,,,Old Fort 217,4480.0,13.87,,,,,,,13.87,4831.0,0.0,,0.0,0.0,,0.0,0.0,407.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816850,,,,,,,,Allison Bay 219,4473.0,17.09,,,,,,,17.09,4203.0,6.6,-11.0,127.0,113.0,-5.3,38.0,36.0,357.0,-13.0,46.0,40.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816852,,,,,,,,Dog Head 218,4474.0,0.38,,,,,,,0.38,4327.0,222.0,-14.1,99.0,85.0,-2.6,39.0,38.0,366.0,2.0,49.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816860,,,,,,,,Thebathi 196,4482.0,61.33,,,,,,,61.33,,,,15.0,,,3.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054816861,,,,,,,,Thabacha Náre 196A,4481.0,2.46,,,,,,,2.46,,,,28.0,,,8.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817021,,,,,,,,High Prairie,4499.0,7.01,,,,,,,7.01,1234.0,339.5,-7.2,2564.0,2380.0,-0.8,949.0,941.0,136.0,0.3,1116.0,1119.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817024,,,,,,,,Swan Hills,4522.0,25.87,,,,,,,25.87,1894.0,46.4,-7.7,1301.0,1201.0,-4.3,535.0,512.0,178.0,0.6,724.0,728.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817026,,,,,,,,Northern Sunrise County,4514.0,20915.18,,,,,,,20915.18,1535.0,0.1,-10.9,1921.0,1711.0,-7.8,714.0,658.0,155.0,-4.1,798.0,765.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817027,,,,,,,,Big Lakes County,4486.0,13827.58,,,,,,,13827.58,739.0,0.4,-11.4,5625.0,4986.0,-3.6,2082.0,2007.0,88.0,-2.8,2709.0,2632.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817029,2021.0,Slave Lake,255.0,6550.0,5.0,10.0,6815.0,Slave Lake,4520.0,14.31,,,,,,,14.31,592.0,477.7,2.8,6651.0,6836.0,3.3,2329.0,2405.0,70.0,-2.9,2762.0,2681.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054817031,,,,,,,,Opportunity No. 17,4515.0,28857.88,,,,,,,28857.88,953.0,0.1,4.0,3253.0,3382.0,5.8,1020.0,1079.0,114.0,-3.0,1571.0,1524.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817033,,,,,,,,Lesser Slave River No. 124,4507.0,10041.79,,,,,,,10041.79,1086.0,0.3,2.1,2803.0,2861.0,7.2,1090.0,1169.0,124.0,14.5,1310.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817039,,,,,,,,Nampa,4512.0,1.69,,,,,,,1.69,3292.0,217.5,0.8,364.0,367.0,7.7,156.0,168.0,269.0,7.4,176.0,189.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817062,,,,,,,,Clear Hills,4491.0,15025.54,,,,,,,15025.54,1046.0,0.2,-0.4,3018.0,3006.0,-0.6,936.0,930.0,122.0,4.4,1060.0,1107.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817064,,,,,,,,Hines Creek,4500.0,4.88,,,,,,,4.88,3402.0,68.7,-3.2,346.0,335.0,2.1,146.0,149.0,278.0,21.9,151.0,184.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817076,,,,,,,,Northern Lights County,4513.0,20627.02,,,,,,,20627.02,835.0,0.2,-1.1,4200.0,4152.0,1.4,1538.0,1559.0,100.0,1.0,1846.0,1864.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817078,,,,,,,,Manning,4511.0,3.71,,,,,,,3.71,1971.0,303.1,-4.8,1183.0,1126.0,-2.7,484.0,471.0,183.0,-0.7,544.0,540.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817093,,,,,,,,High Level,4498.0,28.7,,,,,,,28.7,868.0,136.7,24.2,3159.0,3922.0,19.8,1096.0,1313.0,102.0,9.6,1339.0,1467.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817095,2021.0,Mackenzie County,65.0,12000.0,,715.0,12780.0,Mackenzie County,4510.0,79629.26,Census subdivision,2021.0,Mackenzie County,4535.0,7190.0,960.0,79629.26,340.0,0.2,14.6,11171.0,12804.0,13.8,3089.0,3516.0,37.0,5.3,3568.0,3756.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054817097,,,,,,,,Rainbow Lake,4517.0,10.76,,,,,,,10.76,2949.0,46.0,-37.7,795.0,495.0,-32.7,303.0,204.0,249.0,-25.9,475.0,352.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817817,,,,,,,,Jean Baptiste Gambler 183,4501.0,1.99,,,,,,,1.99,3836.0,105.4,-17.0,253.0,210.0,-20.0,70.0,56.0,313.0,11.2,89.0,99.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817818,,,,,,,,Wabasca 166,4529.0,84.64,,,,,,,84.64,4015.0,1.9,-1.3,160.0,158.0,-7.1,42.0,39.0,334.0,18.4,49.0,58.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817819,,,,,,,,Wabasca 166A,4530.0,6.64,,,,,,,6.64,2800.0,84.1,-6.2,596.0,559.0,11.6,164.0,183.0,244.0,23.7,194.0,240.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817821,,,,,,,,Wabasca 166B,4531.0,24.95,,,,,,,24.95,4307.0,3.6,-53.2,190.0,89.0,-7.0,43.0,40.0,365.0,-1.9,52.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817822,,,,,,,,Wabasca 166C,4532.0,32.65,,,,,,,32.65,3935.0,5.5,-4.8,188.0,179.0,8.5,47.0,51.0,320.0,29.3,58.0,75.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817823,,,,,,,,Wabasca 166D,4533.0,58.15,,,,,,,58.15,2645.0,11.0,-33.4,961.0,640.0,-6.0,248.0,233.0,236.0,13.6,273.0,310.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817824,,,,,,,,Utikoomak Lake 155,4527.0,64.67,,,,,,,64.67,2468.0,11.4,1.5,723.0,734.0,22.8,158.0,194.0,222.0,27.5,193.0,246.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817825,,,,,,,,Clear Hills 152C,4492.0,16.53,,,,,,,16.53,4831.0,0.0,-100.0,5.0,0.0,-66.7,3.0,1.0,407.0,-85.7,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817826,,,,,,,,Kapawe'no First Nation 231,4506.0,0.5,,,,,,,0.5,4760.0,9.9,-88.1,42.0,5.0,-81.3,16.0,3.0,404.0,-83.3,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817827,,,,,,,,Utikoomak Lake 155A,4528.0,10.28,,,,,,,10.28,4077.0,14.1,14.2,127.0,145.0,24.1,29.0,36.0,343.0,23.5,34.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817828,,,,,,,,Drift Pile River 150,4494.0,64.95,,,,,,,64.95,2402.0,11.9,-6.4,828.0,775.0,7.4,258.0,277.0,215.0,12.3,277.0,311.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817829,,,,,,,,Sucker Creek 150A,4521.0,60.7,,,,,,,60.7,2516.0,11.6,2.0,689.0,703.0,6.4,235.0,250.0,226.0,-1.1,274.0,271.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817830,,,,,,,,Kapawe'no First Nation 150D,4504.0,3.9,,,,,,,3.9,4760.0,1.3,0.0,5.0,5.0,50.0,4.0,6.0,404.0,0.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817831,,,,,,,,Swan River 150E,4523.0,39.47,,,,,,,39.47,3178.0,10.1,-3.1,413.0,400.0,0.9,116.0,117.0,264.0,6.5,123.0,131.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817832,,,,,,,,Sawridge 150G,4518.0,9.4,,,,,,,9.4,4545.0,4.4,105.0,20.0,41.0,162.5,8.0,21.0,387.0,9.7,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817833,,,,,,,,Sawridge 150H,4519.0,11.99,,,,,,,11.99,4722.0,0.8,0.0,10.0,10.0,100.0,2.0,4.0,403.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817834,,,,,,,,Peerless Trout 238,4516.0,37.36,,,,,,,37.36,4831.0,0.0,,0.0,0.0,,0.0,0.0,407.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817835,,,,,,,,Fox Lake 162,4496.0,98.03,,,,,,,98.03,1200.0,25.4,22.4,2032.0,2488.0,21.1,303.0,367.0,131.0,19.4,351.0,419.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817836,,,,,,,,Kapawe'no First Nation 150B,4503.0,0.29,,,,,,,0.29,4540.0,145.1,-72.7,154.0,42.0,-54.5,44.0,20.0,385.0,-42.2,45.0,26.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817837,,,,,,,,John D'Or Prairie 215,4502.0,140.04,,,,,,,140.04,2519.0,5.0,-41.3,1196.0,702.0,12.2,222.0,249.0,227.0,15.7,236.0,273.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817838,,,,,,,,Tall Cree 173,4524.0,37.09,,,,,,,37.09,3568.0,7.6,12.8,250.0,282.0,13.7,51.0,58.0,286.0,28.3,53.0,68.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817840,,,,,,,,Tall Cree 173A,4525.0,53.66,,,,,,,53.66,3863.0,3.7,-10.3,224.0,201.0,-9.1,55.0,50.0,316.0,-3.4,58.0,56.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817841,,,,,,,,Beaver Ranch 163,4485.0,9.18,,,,,,,9.18,4694.0,1.6,50.0,10.0,15.0,-20.0,5.0,4.0,400.0,-28.6,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817842,,,,,,,,Boyer 164,4487.0,40.89,,,,,,,40.89,4161.0,3.0,-43.6,218.0,123.0,-33.3,63.0,42.0,354.0,-17.9,67.0,55.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817843,,,,,,,,Child Lake 164A,4490.0,26.95,,,,,,,26.95,3968.0,6.4,-20.4,216.0,172.0,-3.2,62.0,60.0,324.0,3.2,62.0,64.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817845,,,,,,,,Hay Lake 209,4497.0,99.29,,,,,,,99.29,2167.0,9.6,8.4,883.0,957.0,10.5,247.0,273.0,198.0,10.8,277.0,307.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817848,,,,,,,,Bushe River 207,4488.0,114.45,,,,,,,114.45,2957.0,4.3,-2.2,503.0,492.0,9.0,134.0,146.0,251.0,10.6,142.0,157.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817849,,,,,,,,Upper Hay River 212,4526.0,14.49,,,,,,,14.49,3242.0,26.3,29.6,294.0,381.0,-3.1,98.0,95.0,267.0,1.7,115.0,117.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817850,,,,,,,,Woodland Cree 227,4535.0,6.55,,,,,,,6.55,4592.0,4.6,100.0,15.0,30.0,40.0,5.0,7.0,390.0,60.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817853,,,,,,,,Little Buffalo,4508.0,12.86,,,,,,,12.86,3071.0,34.3,-2.4,452.0,441.0,1.8,113.0,115.0,259.0,-7.7,130.0,120.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817854,,,,,,,,Carcajou 187,4489.0,0.53,,,,,,,0.53,4831.0,0.0,,0.0,0.0,,0.0,0.0,407.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817855,,,,,,,,Desmarais,4493.0,1.54,,,,,,,1.54,4192.0,75.5,5.5,110.0,116.0,13.5,52.0,59.0,356.0,3.3,92.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817856,,,,,,,,Woodland Cree 226,4534.0,118.7,,,,,,,118.7,2610.0,5.5,-3.4,678.0,655.0,-1.1,181.0,179.0,232.0,-0.5,206.0,205.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817857,,,,,,,,Woodland Cree 228,4536.0,36.52,,,,,,,36.52,4006.0,4.4,7.3,150.0,161.0,6.1,33.0,35.0,333.0,5.6,36.0,38.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817859,,,,,,,,Fort Vermilion 173B,4495.0,0.62,,,,,,,0.62,4396.0,117.3,-24.0,96.0,73.0,0.0,23.0,23.0,372.0,-4.0,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817860,,,,,,,,Loon Lake 235,4509.0,70.94,,,,,,,70.94,2975.0,6.9,-9.8,540.0,487.0,-10.3,145.0,130.0,254.0,9.7,155.0,170.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054817865,,,,,,,,Kapawe'no First Nation 229,4505.0,1.23,,,,,,,1.23,4267.0,78.7,1840.0,5.0,97.0,3400.0,1.0,35.0,362.0,4100.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054818002,,,,,,,,Fox Creek,4538.0,12.26,,,,,,,12.26,1575.0,133.6,-16.8,1971.0,1639.0,-14.8,775.0,660.0,158.0,-6.5,1054.0,985.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054818015,2021.0,Greenview No. 16,275.0,8005.0,,15.0,8295.0,Greenview No. 16,4539.0,32925.53,,,,,,,32925.53,484.0,0.3,-6.2,9154.0,8584.0,-4.0,3363.0,3230.0,54.0,-6.5,4232.0,3955.0,Total - Age,Total - Gender,% distribution (2021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,,,2021A00054818018,,,,,,,,Valleyview,4542.0,9.17,,,,,,,9.17,1551.0,182.4,-10.2,1863.0,1673.0,-11.5,747.0,661.0,157.0,-6.1,833.0,782.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054818816,,,,,,,,Sturgeon Lake 154,4540.0,148.72,,,,,,,148.72,1819.0,8.7,-10.8,1447.0,1291.0,3.1,420.0,433.0,171.0,5.5,455.0,480.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054818818,,,,,,,,Sturgeon Lake 154A,4541.0,8.77,,,,,,,8.77,4561.0,4.4,-26.4,53.0,39.0,0.0,15.0,15.0,388.0,6.3,16.0,17.0,,,,,,,,,,,,,,,,,,,,,,,
,,,2021A00054819006,2021.0,Grande Prairie County No. 1,1240.0,22500.0,5.0,20.0,23760.0,Grande Prairie County No. 1,4554.0,5790.59,Census subdivision,2021.0,Grande Prairie County No. 1,5305.0,15315.0,2685.0,5790.59,188.0,4.1,5.6,22502.0,23769.0,7.6,7761.0,8354.0,18.0,8.0,8400.0,9075.0,Total - Age,Total - Gender,% distribution (2021),0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,
