REF_DATE,GEO,DGUID,Coordinate,"Population and dwelling counts (13): Land area in square kilometres, 2021 [10]"
2021,Great Bend No. 405,2021A00054716008,3964,825.9
2021,Heart's Hill No. 352,2021A00054713046,3786,826.01
2021,Hudson's Hope,2021A00055955025,5133,826.7
2021,Oakdale No. 320,2021A00054713024,3803,826.79
2021,Glen Bain No. 105,2021A00054703064,3261,827.17
2021,St. Peter No. 369,2021A00054715001,3935,827.39
2021,Silverwood No. 123,2021A00054705011,3369,827.96
2021,Wolverine No. 340,2021A00054711096,3730,828.06
2021,Gull Lake No. 139,2021A00054708009,3545,828.48
2021,Viscount No. 341,2021A00054711091,3725,828.55
2021,Moose Creek No. 33,2021A00054701036,3188,828.74
2021,Kingsley No. 124,2021A00054705014,3344,828.77
2021,Baildon No. 131,2021A00054707001,3480,829.56
2021,Wood Creek No. 281,2021A00054711039,3731,829.78
2021,Huron No. 223,2021A00054707076,3504,830.68
2021,Eyebrow No. 193,2021A00054707047,3500,830.73
2021,Wellington No. 97,2021A00054702073,3252,831.16
2021,Grassy Creek No. 78,2021A00054704034,3303,831.45
2021,Leroy No. 339,2021A00054710056,3641,831.54
2021,Big Stick No. 141,2021A00054708016,3531,831.87
2021,Walpole No. 92,2021A00054701091,3210,832.36
2021,Marriott No. 317,2021A00054712034,3752,832.54
2021,Trent Lakes,2021A00053515044,2693,833.72
2021,Bone Creek No. 108,2021A00054704058,3294,834.81
2021,Stanley,2021A00054603047,2931,835.18
2021,Willner No. 253,2021A00054711016,3729,836.21
2021,Terrell No. 101,2021A00054703096,3283,837.04
2021,Prairie Rose No. 309,2021A00054710052,3663,837.66
2021,Chaplin No. 164,2021A00054707029,3489,837.96
2021,Pinto Creek No. 75,2021A00054703048,3277,838.82
2021,Willow Creek No. 458,2021A00054714053,3868,838.86
2021,Flett's Springs No. 429,2021A00054715051,3894,838.98
2021,Hart Butte No. 11,2021A00054703001,3265,839.22
2021,Manitou Lake No. 442,2021A00054713079,3796,839.29
2021,Carmichael No. 109,2021A00054704054,3297,839.45
2021,Sifton,2021A00054606016,2953,839.5
2021,Robert-Cliche,2021A00032427,2132,839.6
2021,Kent,2021A00051311028,621,839.76
2021,Pense No. 160,2021A00054706021,3450,840.18
2021,Coulee No. 136,2021A00054707018,3493,840.54
2021,Lac Pelletier No. 107,2021A00054704061,3304,841.37
2021,Arlington No. 79,2021A00054704038,3293,841.62
2021,Morris No. 312,2021A00054711052,3711,842.62
2021,Tisdale No. 427,2021A00054714043,3862,843.02
2021,Lawtonia No. 135,2021A00054707014,3506,843.24
2021,Invergordon No. 430,2021A00054715054,3902,844.71
2021,Bratt's Lake No. 129,2021A00054706013,3394,844.71
2021,Glen McPherson No. 46,2021A00054703016,3262,845.13
2021,Whiska Creek No. 106,2021A00054703059,3286,845.65
2021,Redburn No. 130,2021A00054706016,3454,845.89
2021,Brokenshell No. 68,2021A00054702051,3218,845.97
2021,Scott No. 98,2021A00054702069,3246,846.58
2021,Caledonia No. 99,2021A00054702066,3219,846.76
2021,Auvergne No. 76,2021A00054703054,3258,846.86
2021,Mountain View No. 318,2021A00054712038,3757,847.02
2021,Peace No. 135,2021A00054819071,4559,847.22
2021,Minden Hills,2021A00053546015,2410,847.37
2021,Connaught No. 457,2021A00054714056,3832,848.82
2021,Edenwold No. 158,2021A00054706029,3411,848.84
2021,Notre-Dame-du-Laus,2021A00052479005,964,849.1
2021,Cariboo D,2021A00055941010,4697,849.54
2021,Kelsey,2021A00054621052,3103,850.41
2021,Clare,2021A00051203001,523,851.14
2021,Mont-Élie,2021A00052415902,1126,851.18
2021,Kelvington No. 366,2021A00054714021,3837,853.13
2021,Vaudreuil-Soulanges,2021A00032471,2241,854.19
2021,"Division No.  7, Subd. B",2021A00051007051,227,858.94
2021,Last Mountain Valley No. 250,2021A00054711003,3702,858.96
2021,Vanscoy No. 345,2021A00054712054,3770,861.1
2021,Grayson No. 184,2021A00054705057,3338,862.8
2021,Sarnia No. 221,2021A00054706063,3458,863.89
2021,Rosedale,2021A00054615078,3025,864.68
2021,Lynn Lake,2021A00054623047,3150,867.53
2021,South Algonquin,2021A00053548001,2616,867.73
2021,Craik No. 222,2021A00054707091,3495,868.48
2021,"Division No.  1, Subd. V",2021A00051001101,44,870.89
2021,Cote No. 271,2021A00054709037,3580,871.02
2021,McLeod No. 185,2021A00054705063,3352,872.52
2021,"Division No.  2, Subd. L",2021A00051002044,112,873.62
2021,Neebing,2021A00053558001,2815,873.78
2021,Salisbury,2021A00051307024,852,874.0
2021,West Grey,2021A00053542004,2400,875.21
2021,"Colchester, Subd. A",2021A00051210012,508,877.35
2021,South Qu'Appelle No. 157,2021A00054706034,3464,877.75
2021,Grey Highlands,2021A00053542015,2394,879.03
2021,Nipawin No. 487,2021A00054714072,3845,879.63
2021,Glenside No. 377,2021A00054712069,3746,883.96
2021,Baie-des-Chaloupes,2021A00052479920,940,890.15
2021,Coldwell,2021A00054618044,3052,891.85
2021,Rémigny,2021A00052485105,2213,894.05
2021,Coteau No. 255,2021A00054707067,3492,895.72
2021,"Cumberland, Subd. C",2021A00051211009,518,896.22
2021,Montrose No. 315,2021A00054712026,3755,897.57
2021,Lac-Édouard,2021A00052490027,1419,898.32
2021,Churchbridge No. 211,2021A00054705093,3325,899.13
2021,Lac-Bouchette,2021A00052491005,1498,904.26
2021,La Nouvelle-Beauce,2021A00032426,1397,905.33
2021,Cupar No. 218,2021A00054706091,3403,905.53
2021,Britannia No. 502,2021A00054717028,4011,915.11
2021,Dufferin,2021A00054603072,2924,916.11
2021,Tweed,2021A00053512030,2432,918.61
2021,Maugerville,2021A00051303016,817,919.94
2021,Kinistino No. 459,2021A00054715071,3905,921.69
2021,Jasper,2021A00054815033,4466,921.9
2021,Lorne,2021A00054604064,2937,923.03
2021,Lac-des-Eaux-Mortes,2021A00052409902,1381,923.26
2021,Whitestone,2021A00053549039,2670,923.7
2021,Rosedale No. 283,2021A00054711031,3716,923.87
2021,"Antigonish, Subd. A",2021A00051214001,500,926.43
2021,Killarney - Turtle Mountain,2021A00054605025,2946,930.02
2021,Addington,2021A00051314012,786,933.0
2021,Louise,2021A00054604040,2938,934.81
2021,Le Haut-Richelieu,2021A00032456,1527,934.85
2021,Ruisseau-des-Mineurs,2021A00052407910,1363,935.95
2021,"Division No.  9, Subd. D",2021A00051009031,331,939.74
2021,Rosthern No. 403,2021A00054715031,3929,944.28
2021,McCraney No. 282,2021A00054711034,3709,944.47
2021,Lajord No. 128,2021A00054706011,3427,945.1
2021,South Frontenac,2021A00053510020,2387,948.05
2021,Dufferin No. 190,2021A00054706059,3407,949.88
2021,Stonehenge No. 73,2021A00054703038,3281,956.43
2021,Loreburn No. 254,2021A00054711018,3705,958.42
2021,Rhineland,2021A00054603041,2929,958.48
2021,Lac-Huron,2021A00052410902,2110,960.57
2021,Harrison Park,2021A00054615070,3016,964.55
2021,Halton,2021A00033524,2411,965.71
2021,Hastings Highlands,2021A00053512076,2425,966.58
2021,Grey,2021A00054609018,2980,968.9
2021,Emerson-Franklin,2021A00054602024,2909,970.19
2021,Sasman No. 336,2021A00054710071,3668,984.26
2021,Mountain (North),2021A00054620055,3092,988.01
2021,Eldon No. 471,2021A00054717017,4016,991.15
2021,Central Frontenac,2021A00053510035,2383,991.41
2021,Enterprise No. 142,2021A00054708021,3539,998.47
2021,Algonquin Highlands,2021A00053546018,2407,999.69
2021,Fertile Belt No. 183,2021A00054705051,3332,1001.93
2021,Redberry No. 435,2021A00054716018,3993,1003.09
2021,Enfield No. 194,2021A00054707053,3496,1003.93
2021,Nicolet-Yamaska,2021A00032450,1950,1004.98
2021,Senlac No. 411,2021A00054713076,3813,1007.3
2021,Bengough No. 40,2021A00054702024,3217,1008.64
2021,Prince Albert No. 461,2021A00054715064,3926,1010.1
2021,Fertile Valley No. 285,2021A00054712020,3745,1010.19
2021,Fauquier-Strickland,2021A00053556052,2329,1010.45
2021,Drummond,2021A00051312021,827,1013.66
2021,Hillsdale No. 440,2021A00054713092,3787,1014.77
2021,Greater Madawaska,2021A00053547008,2737,1018.15
2021,Longlaketon No. 219,2021A00054706070,3432,1022.45
2021,Wilton No. 472,2021A00054717022,4063,1022.9
2021,"Inverness, Subd. C",2021A00051215001,543,1025.65
2021,"Division No.  2, Subd. K",2021A00051002048,111,1027.96
2021,Lanark Highlands,2021A00053509039,2525,1031.52
2021,Duck Lake No. 463,2021A00054715061,3891,1034.52
2021,Morris,2021A00054603065,2927,1035.32
2021,Saint-Alexis-des-Monts,2021A00052451065,1809,1035.74
2021,Willow Bunch No. 42,2021A00054703026,3288,1037.04
2021,Meeting Lake No. 466,2021A00054716038,3977,1043.34
2021,Gilbert Plains,2021A00054617054,3042,1050.15
2021,Prince Edward,2021A00033513,2703,1052.61
2021,Prince Edward County,2021A00053513020,2704,1052.61
2021,"Cumberland, Subd. D",2021A00051211014,519,1052.9
2021,Battle River No. 438,2021A00054712078,3737,1056.77
2021,Acadia No. 34,2021A00054804001,4176,1070.92
2021,Prairie Lakes,2021A00054605071,2948,1070.95
2021,Glenboro-South Cypress,2021A00054607039,2962,1071.64
2021,Comox Valley C (Puntledge - Black Creek),2021A00055926024,4812,1071.86
2021,Francis No. 127,2021A00054706004,3416,1077.36
2021,Rivière-de-la-Savane,2021A00052435906,1943,1087.02
2021,Rivière-Nouvelle,2021A00052406902,1012,1087.6
2021,Balmoral,2021A00051314005,788,1088.01
2021,Port-Cartier,2021A00052497022,2177,1092.75
2021,Yellowhead,2021A00054615063,3026,1093.17
2021,Excel No. 71,2021A00054703029,3260,1093.31
2021,Brant,2021A00033529,2300,1094.1
2021,Newcombe No. 260,2021A00054708071,3555,1094.64
2021,Springfield,2021A00054612047,2995,1096.17
2021,Lac du Bonnet,2021A00054601057,2897,1097.61
2021,Nanaimo C,2021A00055921016,5065,1097.77
2021,Swift Current No. 137,2021A00054708001,3567,1100.47
2021,Webb No. 138,2021A00054708006,3570,1101.92
2021,Boissevain-Morton,2021A00054605032,2942,1102.38
2021,Hamilton,2021A00033525,2416,1118.31
2021,Hamilton,2021A00053525005,2417,1118.31
2021,Gaspé,2021A00052403005,1292,1118.77
2021,Mossey River,2021A00054617072,3046,1119.96
2021,Les Basques,2021A00032411,1636,1120.03
2021,Chester,2021A00051206009,559,1120.61
2021,Saguenay,2021A00052494068,1589,1124.63
2021,Pembina,2021A00054604034,2939,1130.57
2021,Ethelbert,2021A00054617064,3041,1134.59
2021,"Cumberland, Subd. A",2021A00051211001,516,1135.55
2021,Saint-Augustin,2021A00052498012,1889,1137.68
2021,Oakview,2021A00054615032,3021,1141.98
2021,Bécancour,2021A00032438,1100,1143.13
2021,Lac-Moselle,2021A00052483908,1450,1144.81
2021,Grandview,2021A00054617058,3043,1147.99
2021,"Division No.  4, Subd. D",2021A00051004016,168,1148.81
2021,Pipestone,2021A00054606023,2952,1149.86
2021,Ellice-Archie,2021A00054615047,3013,1153.14
2021,Macdonald,2021A00054610035,2987,1156.11
2021,North Frontenac,2021A00053510045,2386,1157.97
2021,North Norfolk,2021A00054608046,2973,1158.26
2021,Francheville,2021A00032437,1192,1160.67
2021,Stuartburn,2021A00054601035,2904,1161.45
2021,Black River-Matheson,2021A00053556014,2322,1161.89
2021,Snow Lake,2021A00054621071,3114,1166.64
2021,"Division No.  5, Subd. E",2021A00051005007,186,1167.5
2021,Le Haut-Saint-Laurent,2021A00032469,1557,1168.08
2021,"Cumberland, Subd. B",2021A00051211006,517,1168.37
2021,Harcourt,2021A00051308010,689,1169.2
2021,Strathcona County,2021A00054811052,4377,1170.65
2021,Central Okanagan West,2021A00055935020,4779,1173.1
2021,Rockwood,2021A00054614036,3005,1184.89
2021,Medstead No. 497,2021A00054716062,3976,1195.14
2021,Leask No. 464,2021A00054716041,3968,1195.54
2021,Excelsior No. 166,2021A00054707021,3498,1196.48
2021,Woodlands,2021A00054614031,3009,1197.59
2021,Minitonas-Bowsman,2021A00054620051,3091,1199.17
2021,"Division No.  4, Subd. A",2021A00051004001,165,1204.46
2021,Buffalo No. 409,2021A00054713068,3776,1204.97
2021,"Division No.  8, Subd. C",2021A00051008058,278,1213.88
2021,Shellbrook No. 493,2021A00054716046,4000,1213.96
2021,Sioux Narrows-Nestor Falls,2021A00053560008,2491,1215.8
2021,Stanley,2021A00051310036,882,1218.38
2021,Miry Creek No. 229,2021A00054708046,3553,1227.72
2021,"Victoria, Subd. B",2021A00051218001,595,1228.63
2021,Morse No. 165,2021A00054707024,3515,1232.65
2021,"Kings, Subd. A",2021A00051207001,552,1233.05
2021,D'Autray,2021A00032452,1148,1234.67
2021,Argenteuil,2021A00032476,968,1234.69
2021,Blissfield,2021A00051309021,750,1235.57
2021,Leaf Rapids,2021A00054623034,3149,1237.66
2021,Central Okanagan,2021A00055935012,4778,1245.08
2021,Richmond,2021A00031216,582,1246.08
2021,Peel,2021A00033521,2671,1247.45
2021,"Colchester, Subd. B",2021A00051210008,509,1248.24
2021,Haldimand County,2021A00053528018,2402,1250.45
2021,West Hants,2021A00051208003,539,1250.5
2021,Fox Valley No. 171,2021A00054708024,3542,1253.4
2021,"Pictou, Subd. C",2021A00051212011,573,1254.87
2021,"Division No.  9, Subd. G",2021A00051009047,333,1256.12
2021,Pittville No. 169,2021A00054708028,3557,1256.42
2021,Baie-Obaoca,2021A00052462918,1825,1261.66
2021,Cariboo L,2021A00055941017,4705,1263.69
2021,Juan de Fuca (Part 2),2021A00055917056,4660,1267.72
2021,Happyland No. 231,2021A00054708056,3546,1269.18
2021,Sunshine Coast B,2021A00055929022,5250,1269.45
2021,Glenella-Lansdowne,2021A00054608055,2971,1274.74
2021,Rivière-du-Loup,2021A00032412,2118,1276.86
2021,Foam Lake No. 276,2021A00054710036,3629,1284.41
2021,L'Érable,2021A00032432,1258,1287.03
2021,Addington Highlands,2021A00053511035,2546,1293.99
2021,Lakeshore,2021A00054617075,3044,1295.64
2021,Les Maskoutains,2021A00032454,1705,1302.15
2021,Riverside No. 168,2021A00054708031,3560,1307.46
2021,"Division No.  8, Subd. L",2021A00051008008,285,1315.12
2021,Memphrémagog,2021A00032445,1852,1317.42
2021,"Division No.  5, Subd. D",2021A00051005019,185,1320.15
2021,Livingston No. 331,2021A00054709075,3600,1326.24
2021,Coaticook,2021A00032444,1132,1338.86
2021,Grassland,2021A00054605062,2945,1350.34
2021,Hazel Dell No. 335,2021A00054709060,3585,1358.45
2021,Victory No. 226,2021A00054707063,3526,1360.62
2021,Preeceville No. 334,2021A00054709062,3605,1368.92
2021,Waterloo,2021A00033530,2864,1370.07
2021,Fraser-Fort George A,2021A00055953038,4937,1371.79
2021,Fairview No. 136,2021A00054819066,4550,1373.66
2021,Parkdale No. 498,2021A00054717047,4050,1375.62
2021,Clayton No. 333,2021A00054709067,3578,1380.68
2021,Alberni-Clayoquot D,2021A00055923035,4575,1398.89
2021,Le Val-Saint-François,2021A00032442,1597,1401.56
2021,"Division No.  7, Subd. N",2021A00051007045,237,1402.03
2021,Blood 148,2021A00054803802,4157,1403.35
2021,Arborfield No. 456,2021A00054714059,3822,1403.77
2021,Cariboo B,2021A00055941021,4695,1413.47
2021,Waverley No. 44,2021A00054703022,3285,1425.78
2021,Lac-Casault,2021A00052407908,1357,1428.21
2021,Gordon,2021A00051312008,829,1430.19
2021,Clinworth No. 230,2021A00054708053,3535,1436.33
2021,Bjorkdale No. 426,2021A00054714038,3827,1438.66
2021,"Colchester, Subd. C",2021A00051210001,510,1443.12
2021,Douglas,2021A00051310028,862,1443.31
2021,Antigonish,2021A00031214,498,1456.42
2021,Saint John,2021A00031301,805,1461.05
2021,"Division No.  2, Subd. C",2021A00051002031,103,1463.65
2021,Killarney,2021A00053552036,2791,1469.4
2021,Dysart et al,2021A00053546024,2408,1474.22
2021,Lac-Ministuk,2021A00052494928,1583,1478.79
2021,Fisher,2021A00054618068,3057,1486.17
2021,Dufferin,2021A00033522,2344,1486.77
2021,Bathurst,2021A00051315008,656,1502.74
2021,Mount Waddington C,2021A00055943031,5049,1505.03
2021,Central Kootenay G,2021A00055903047,4763,1509.14
2021,Dauphin,2021A00054617048,3037,1512.79
2021,Argyle,2021A00051202001,598,1526.07
2021,Columbia-Shuswap E,2021A00055939043,4793,1530.03
2021,Lac-De La Bidière,2021A00052479912,948,1530.44
2021,Lac-Bazinet,2021A00052479910,947,1536.22
2021,Thompson-Nicola P (Rivers and the Peaks),2021A00055933044,5340,1546.56
2021,Tumbler Ridge,2021A00055955003,5142,1557.41
2021,Alexander,2021A00054601071,2894,1560.05
2021,Biggar No. 347,2021A00054712042,3740,1576.09
2021,Mervin No. 499,2021A00054717045,4044,1581.66
2021,Strathcona D (Oyster Bay - Buttle Lake),2021A00055924042,5237,1584.07
2021,Monet No. 257,2021A00054708092,3554,1587.99
2021,Norfolk County,2021A00053528052,2404,1597.68
2021,Drummond,2021A00032449,1173,1599.1
2021,"Victoria, Subd. A",2021A00051218006,594,1603.85
2021,Central Kootenay B,2021A00055903013,4758,1615.1
2021,Mountain (South),2021A00054620032,3093,1615.42
2021,Snipe Lake No. 259,2021A00054708074,3563,1615.91
2021,Alberni-Clayoquot A,2021A00055923047,4572,1619.77
2021,Mount Hope No. 279,2021A00054710024,3644,1624.57
2021,Riding Mountain West,2021A00054616020,3030,1624.99
2021,Frontier No. 19,2021A00054704011,3302,1631.39
2021,"Division No.  7, Subd. E",2021A00051007031,229,1631.51
2021,Lorne,2021A00051312011,832,1632.21
2021,Bifrost-Riverton,2021A00054618076,3051,1643.14
2021,West Interlake,2021A00054618056,3063,1643.72
2021,Brome-Missisquoi,2021A00032446,1078,1650.2
2021,Digby,2021A00051203004,524,1654.59
2021,Lotbinière,2021A00032433,1751,1662.26
2021,Division No. 13,2021A00034613,2996,1662.28
2021,Lac-Oscar,2021A00052479914,952,1667.85
2021,Lac-Croche,2021A00052422902,1331,1679.99
2021,Rivière-Bonjour,2021A00052408902,1344,1682.5
2021,Kings,2021A00031101,387,1687.58
2021,Eldon,2021A00051314016,799,1688.58
2021,Central Kootenay A,2021A00055903010,4757,1689.12
2021,Central Kootenay J,2021A00055903058,4766,1693.07
2021,Mankota No. 45,2021A00054703018,3273,1693.17
2021,Prairie View,2021A00054615056,3022,1694.69
2021,Hillsburg-Roblin-Shell River,2021A00054616048,3029,1694.95
2021,Montmagny,2021A00032418,1903,1695.09
2021,Comox Valley,2021A00035926,4807,1697.03
2021,Swan Valley West,2021A00054620042,3095,1716.84
2021,"Division No.  9, Subd. A",2021A00051009009,329,1726.94
2021,Sept-Îles,2021A00052497007,2181,1742.88
2021,"Division No. 20, Unorganized, North Part",2021A00054620069,3089,1744.71
2021,Cariboo E,2021A00055941012,4698,1745.18
2021,Rivière-Saint-Jean,2021A00052403902,1296,1748.14
2021,Bellechasse,2021A00032419,1042,1749.91
2021,Old Post No. 43,2021A00054703011,3276,1757.5
2021,Lunenburg,2021A00051206001,561,1757.79
2021,York,2021A00033519,2881,1758.27
2021,North Cypress-Langford,2021A00054607066,2963,1762.3
2021,North Okanagan F,2021A00055937041,5087,1767.29
2021,East Hants,2021A00051208008,537,1786.53
2021,North Okanagan D,2021A00055937022,5085,1790.98
2021,Cowichan Valley F,2021A00055919033,4825,1791.88
2021,Mont-Alexandre,2021A00052402902,1575,1800.87
2021,Albert,2021A00031306,603,1806.23
2021,"Division No.  4, Subd. B",2021A00051004006,166,1809.34
2021,Les Etchemins,2021A00032428,1657,1809.61
2021,Shelburne,2021A00051201006,591,1816.71
2021,Upper Miramichi,2021A00051309027,769,1832.97
2021,Macpherson-Grizzly Valley,2021A00056001059,5366,1834.28
2021,"Division No.  9, Subd. C",2021A00051009021,330,1842.14
2021,Essex,2021A00033537,2372,1844.21
2021,Lac-Despinassy,2021A00052488902,894,1848.65
2021,Division No. 12,2021A00034612,2992,1851.28
2021,Niagara,2021A00033526,2590,1852.82
2021,Armstrong,2021A00054618037,3050,1868.24
2021,Temagami,2021A00053548069,2617,1878.12
2021,Elgin,2021A00033534,2363,1878.57
2021,Arthabaska,2021A00032439,978,1887.09
2021,Corman Park No. 344,2021A00054711065,3685,1893.24
2021,Lacadena No. 228,2021A00054708042,3549,1896.92
2021,Sunshine Coast A,2021A00055929018,5249,1898.02
2021,Frenchman Butte No. 501,2021A00054717032,4021,1902.15
2021,St. Mary's,2021A00051213001,529,1904.08
2021,Northumberland,2021A00033514,2619,1907.4
2021,WestLake-Gladstone,2021A00054608060,2976,1909.82
2021,Les Appalaches,2021A00032431,1616,1911.83
2021,Thompson-Nicola L (Grasslands),2021A00055933060,5336,1912.94
2021,Division No. 10,2021A00034610,2985,1914.19
2021,Canwood No. 494,2021A00054716051,3957,1919.39
2021,Lac-Lenôtre,2021A00052483906,1449,1934.31
2021,Baie-de-la-Bouteille,2021A00052462906,1826,1938.18
2021,Piapot No. 110,2021A00054704050,3309,1942.87
2021,Beauce-Sartigan,2021A00032429,1017,1952.73
2021,West Nipissing / Nipissing Ouest,2021A00053548055,2618,1956.27
2021,Lac-Douaire,2021A00052479922,949,1957.99
2021,Chesterfield No. 261,2021A00054708065,3534,1962.21
2021,Portage la Prairie,2021A00054609024,2983,1973.45
2021,"Annapolis, Subd. D",2021A00051205001,494,1976.25
2021,Wallace-Woodworth,2021A00054606031,2956,1977.43
2021,Queens,2021A00031102,446,1987.32
2021,Gillam,2021A00054623022,3146,1994.44
2021,Thorhild County,2021A00054813036,4443,1997.17
2021,Nisga'a,2021A00055949035,5018,2001.25
2021,White Valley No. 49,2021A00054704024,3314,2001.56
2021,Prescott and Russell,2021A00033502,2694,2004.27
2021,Prince,2021A00031103,407,2006.27
2021,Fraser Valley F,2021A00055909060,4886,2015.06
2021,Lac-Normand,2021A00052435904,1940,2016.35
2021,"Inverness, Subd. A",2021A00051215011,541,2017.79
2021,Les Collines-de-l'Outaouais,2021A00032482,1649,2025.38
2021,Nanaimo,2021A00035921,5060,2035.93
2021,Oxford,2021A00033532,2630,2038.18
2021,Sturgeon County,2021A00054811059,4378,2084.24
2021,"Division No.  9, Subd. H",2021A00051009041,334,2096.29
2021,L'Islet,2021A00032417,1243,2097.09
2021,Okanagan-Similkameen G,2021A00055907053,5113,2110.68
2021,Guysborough,2021A00051213004,527,2115.25
2021,Kootenay Boundary D / Rural Grand Forks,2021A00055905052,5031,2117.85
2021,Kings,2021A00031207,547,2120.31
2021,"Division No.  3, Subd. I",2021A00051003038,147,2121.16
2021,Yarmouth,2021A00031202,597,2121.64
2021,"Division No. 17, Unorganized",2021A00054617092,3039,2147.09
2021,Kindersley No. 290,2021A00054713006,3790,2164.53
2021,Perth,2021A00033531,2675,2218.24
2021,Kamouraska,2021A00032414,1217,2241.05
2021,Le Haut-Saint-François,2021A00032441,1542,2269.68
2021,"Division No.  8, Subd. A",2021A00051008074,277,2270.17
2021,La Mitis,2021A00032409,1378,2275.56
2021,Charlevoix-Est,2021A00032415,1122,2288.97
2021,"Division No.  6, Subd. E",2021A00051006008,214,2294.74
2021,Porcupine No. 395,2021A00054714006,3850,2316.38
2021,Two Borders,2021A00054605056,2949,2321.73
2021,Fraser Valley A,2021A00055909014,4881,2325.06
2021,Capital,2021A00035917,4648,2338.22
2021,Thompson-Nicola N (Beautiful Nicola Valley - South),2021A00055933012,5338,2341.58
2021,Beaver River No. 622,2021A00054717062,4009,2356.32
2021,"Division No.  4, Subd. C",2021A00051004011,167,2365.45
2021,Grahamdale,2021A00054618060,3059,2365.94
2021,Maskinongé,2021A00032451,1805,2367.08
2021,Spiritwood No. 496,2021A00054716056,4003,2371.04
2021,Parkland County,2021A00054811034,4366,2375.67
2021,Barrhead County No. 11,2021A00054813018,4421,2385.28
2021,Lamont County,2021A00054810058,4318,2385.58
2021,Queens,2021A00051204010,580,2387.52
2021,Queens,2021A00031204,577,2393.44
2021,"Division No.  5, Subd. A",2021A00051005001,183,2412.93
2021,Cape Breton,2021A00051217030,504,2419.7
2021,Moose Range No. 486,2021A00054714067,3842,2423.98
2021,Piney,2021A00054601039,2900,2430.32
2021,Lac-Pikauba,2021A00052416902,1117,2440.54
2021,Paddockwood No. 520,2021A00054715099,3923,2450.94
2021,Chatham-Kent,2021A00053536020,2318,2451.9
2021,Cape Breton,2021A00031217,503,2457.21
2021,Les Laurentides,2021A00032478,1683,2457.53
2021,"Division No.  7, Subd. D",2021A00051007038,228,2457.85
2021,Shelburne,2021A00031201,587,2462.58
2021,Southesk,2021A00051309026,767,2462.6
2021,Chatham-Kent,2021A00033536,2317,2464.53
2021,"Division No.  3, Subd. E",2021A00051003021,144,2468.1
2021,Saint-Quentin,2021A00051314021,802,2474.01
2021,Big River No. 555,2021A00054716075,3951,2484.13
2021,Leduc County,2021A00054811012,4359,2502.59
2021,Digby,2021A00031203,521,2512.28
2021,Durham,2021A00033518,2353,2521.11
2021,Starland County,2021A00054805031,4204,2540.85
2021,"Division No.  3, Subd. F",2021A00051003024,145,2548.59
2021,"Division No. 20, Unorganized, South Part",2021A00054620066,3090,2553.98
2021,Havre-Saint-Pierre,2021A00052498040,1877,2570.09
2021,Mount Waddington B,2021A00055943027,5048,2579.6
2021,"Parry Sound, Unorganized, Centre Part",2021A00053549096,2659,2587.29
2021,Cariboo H,2021A00055941016,4701,2593.68
2021,Côte-Nord-du-Golfe-du-Saint-Laurent,2021A00052498015,1875,2597.05
2021,Two Hills County No. 21,2021A00054810048,4331,2600.15
2021,North Okanagan E,2021A00055937023,5086,2604.05
2021,Ranchland No. 66,2021A00054815045,4468,2636.75
2021,Cariboo G,2021A00055941015,4700,2646.03
2021,Columbia-Shuswap F,2021A00055939044,4794,2652.05
2021,Wellington,2021A00033523,2872,2665.36
2021,Bighorn No. 8,2021A00054815015,4460,2678.8
2021,Sunbury,2021A00031303,811,2692.97
2021,Rimouski-Neigette,2021A00032410,2107,2703.99
2021,Greenstone,2021A00053558075,2807,2727.04
2021,Le Granit,2021A00032430,1506,2731.55
2021,Lacombe County,2021A00054808022,4279,2759.12
2021,Lac-Saint-Jean-Est,2021A00032493,1473,2767.51
2021,East Kootenay B,2021A00055901019,4853,2781.15
2021,Ottawa,2021A00033506,2628,2788.2
2021,Ottawa,2021A00053506008,2629,2788.2
2021,Lennox and Addington,2021A00033511,2545,2792.72
2021,Fraser-Fort George C,2021A00055953042,4938,2802.33
2021,Ponoka County,2021A00054808038,4285,2807.99
2021,Lethbridge County,2021A00054802011,4143,2815.66
2021,Division No. 14,2021A00034614,3004,2833.41
2021,Smoky River No. 130,2021A00054819041,4564,2834.18
2021,Victoria,2021A00031218,593,2836.19
2021,Pictou,2021A00031212,566,2844.1
2021,Lac Ste. Anne County,2021A00054813001,4429,2845.84
2021,Birch Hills County,2021A00054819049,4546,2848.75
2021,Minburn County No. 27,2021A00054810026,4323,2850.37
2021,Lac-Juillet,2021A00052497912,2172,2865.5
2021,Greater Vancouver,2021A00035915,4949,2878.93
2021,Haldimand-Norfolk,2021A00033528,2401,2883.8
2021,Central Okanagan,2021A00035935,4777,2902.45
2021,Papineau,2021A00032480,2021,2903.45
2021,Lunenburg,2021A00031206,557,2906.47
2021,North Coast A,2021A00055947016,5160,2928.16
2021,"Division No.  3, Subd. A",2021A00051003001,140,2940.14
2021,Timmins,2021A00053556027,2342,2955.33
2021,Lanark,2021A00033509,2521,2986.71
2021,Lambton,2021A00033538,2506,2999.93
2021,Brazeau County,2021A00054811032,4342,3000.14
2021,Alonsa,2021A00054617026,3036,3006.17
2021,Division No.  9,2021A00034609,2977,3009.17
2021,Kawartha Lakes,2021A00033516,2446,3033.66
2021,Kawartha Lakes,2021A00053516010,2447,3033.66
2021,Squamish-Lillooet D,2021A00055931021,5205,3040.2
2021,Hants,2021A00031208,536,3049.18
2021,Rivière-Bonaventure,2021A00052405902,1072,3054.37
