DGUID,GEO_LEVEL,CENSUS_YEAR,GEO_NAME,TOTAL_GENDER (1),CHARACTERISTIC_NAME,AGE
2021A00052467015,Census subdivision,2021,La Prairie,4285,  65 years and over,Total - Age
2021A00052467020,Census subdivision,2021,Candiac,4565,  0 to 14 years,Total - Age
2021A00052467020,Census subdivision,2021,Candiac,14580,  15 to 64 years,Total - Age
2021A00052467020,Census subdivision,2021,Candiac,3390,  65 years and over,Total - Age
2021A00052467030,Census subdivision,2021,Sainte-Catherine,2910,  0 to 14 years,Total - Age
2021A00052467030,Census subdivision,2021,Sainte-Catherine,11200,  15 to 64 years,Total - Age
2021A00052467030,Census subdivision,2021,Sainte-Catherine,2490,  65 years and over,Total - Age
2021A00052467035,Census subdivision,2021,Saint-Constant,5980,  0 to 14 years,Total - Age
2021A00052467035,Census subdivision,2021,Saint-Constant,19800,  15 to 64 years,Total - Age
2021A00052467035,Census subdivision,2021,Saint-Constant,3975,  65 years and over,Total - Age
2021A00052467045,Census subdivision,2021,Mercier,3240,  0 to 14 years,Total - Age
2021A00052467045,Census subdivision,2021,Mercier,9330,  15 to 64 years,Total - Age
2021A00052467045,Census subdivision,2021,Mercier,2000,  65 years and over,Total - Age
2021A00052467050,Census subdivision,2021,Châteauguay,9330,  0 to 14 years,Total - Age
2021A00052467050,Census subdivision,2021,Châteauguay,31435,  15 to 64 years,Total - Age
2021A00052467050,Census subdivision,2021,Châteauguay,9230,  65 years and over,Total - Age
2021A00052470022,Census subdivision,2021,Beauharnois,2225,  0 to 14 years,Total - Age
2021A00052470022,Census subdivision,2021,Beauharnois,8505,  15 to 64 years,Total - Age
2021A00052470022,Census subdivision,2021,Beauharnois,2790,  65 years and over,Total - Age
2021A00052470052,Census subdivision,2021,Salaberry-de-Valleyfield,6240,  0 to 14 years,Total - Age
2021A00052470052,Census subdivision,2021,Salaberry-de-Valleyfield,25315,  15 to 64 years,Total - Age
2021A00052470052,Census subdivision,2021,Salaberry-de-Valleyfield,9645,  65 years and over,Total - Age
2021A00052471060,Census subdivision,2021,L'Île-Perrot,1820,  0 to 14 years,Total - Age
2021A00052471060,Census subdivision,2021,L'Île-Perrot,7505,  15 to 64 years,Total - Age
2021A00052471060,Census subdivision,2021,L'Île-Perrot,1855,  65 years and over,Total - Age
2021A00052471065,Census subdivision,2021,Notre-Dame-de-l'Île-Perrot,2110,  0 to 14 years,Total - Age
2021A00052471065,Census subdivision,2021,Notre-Dame-de-l'Île-Perrot,7735,  15 to 64 years,Total - Age
2021A00052471065,Census subdivision,2021,Notre-Dame-de-l'Île-Perrot,1575,  65 years and over,Total - Age
2021A00052471070,Census subdivision,2021,Pincourt,2840,  0 to 14 years,Total - Age
2021A00052471070,Census subdivision,2021,Pincourt,9405,  15 to 64 years,Total - Age
2021A00052471070,Census subdivision,2021,Pincourt,2455,  65 years and over,Total - Age
2021A00052471083,Census subdivision,2021,Vaudreuil-Dorion,8545,  0 to 14 years,Total - Age
2021A00052471083,Census subdivision,2021,Vaudreuil-Dorion,27295,  15 to 64 years,Total - Age
2021A00052471083,Census subdivision,2021,Vaudreuil-Dorion,6335,  65 years and over,Total - Age
2021A00052471105,Census subdivision,2021,Saint-Lazare,4525,  0 to 14 years,Total - Age
2021A00052471105,Census subdivision,2021,Saint-Lazare,14890,  15 to 64 years,Total - Age
2021A00052471105,Census subdivision,2021,Saint-Lazare,2935,  65 years and over,Total - Age
2021A00052472005,Census subdivision,2021,Saint-Eustache,7550,  0 to 14 years,Total - Age
2021A00052472005,Census subdivision,2021,Saint-Eustache,27835,  15 to 64 years,Total - Age
2021A00052472005,Census subdivision,2021,Saint-Eustache,8885,  65 years and over,Total - Age
2021A00052472010,Census subdivision,2021,Deux-Montagnes,3260,  0 to 14 years,Total - Age
2021A00052472010,Census subdivision,2021,Deux-Montagnes,11620,  15 to 64 years,Total - Age
2021A00052472010,Census subdivision,2021,Deux-Montagnes,2715,  65 years and over,Total - Age
2021A00052472015,Census subdivision,2021,Sainte-Marthe-sur-le-Lac,4660,  0 to 14 years,Total - Age
2021A00052472015,Census subdivision,2021,Sainte-Marthe-sur-le-Lac,12595,  15 to 64 years,Total - Age
2021A00052472015,Census subdivision,2021,Sainte-Marthe-sur-le-Lac,2500,  65 years and over,Total - Age
2021A00052473005,Census subdivision,2021,Boisbriand,5545,  0 to 14 years,Total - Age
2021A00052473005,Census subdivision,2021,Boisbriand,18430,  15 to 64 years,Total - Age
2021A00052473005,Census subdivision,2021,Boisbriand,4300,  65 years and over,Total - Age
2021A00052473010,Census subdivision,2021,Sainte-Thérèse,3285,  0 to 14 years,Total - Age
2021A00052473010,Census subdivision,2021,Sainte-Thérèse,16085,  15 to 64 years,Total - Age
2021A00052473010,Census subdivision,2021,Sainte-Thérèse,5485,  65 years and over,Total - Age
2021A00052473015,Census subdivision,2021,Blainville,10995,  0 to 14 years,Total - Age
2021A00052473015,Census subdivision,2021,Blainville,39910,  15 to 64 years,Total - Age
2021A00052473015,Census subdivision,2021,Blainville,8105,  65 years and over,Total - Age
2021A00052473020,Census subdivision,2021,Rosemère,2470,  0 to 14 years,Total - Age
2021A00052473020,Census subdivision,2021,Rosemère,8800,  15 to 64 years,Total - Age
2021A00052473020,Census subdivision,2021,Rosemère,2800,  65 years and over,Total - Age
2021A00052473030,Census subdivision,2021,Bois-des-Filion,1920,  0 to 14 years,Total - Age
2021A00052473030,Census subdivision,2021,Bois-des-Filion,6685,  15 to 64 years,Total - Age
2021A00052473030,Census subdivision,2021,Bois-des-Filion,1435,  65 years and over,Total - Age
2021A00052473035,Census subdivision,2021,Sainte-Anne-des-Plaines,2855,  0 to 14 years,Total - Age
2021A00052473035,Census subdivision,2021,Sainte-Anne-des-Plaines,9465,  15 to 64 years,Total - Age
2021A00052473035,Census subdivision,2021,Sainte-Anne-des-Plaines,2190,  65 years and over,Total - Age
2021A00052474005,Census subdivision,2021,Mirabel,12605,  0 to 14 years,Total - Age
2021A00052474005,Census subdivision,2021,Mirabel,40650,  15 to 64 years,Total - Age
2021A00052474005,Census subdivision,2021,Mirabel,7590,  65 years and over,Total - Age
2021A00052475005,Census subdivision,2021,Saint-Colomban,4080,  0 to 14 years,Total - Age
2021A00052475005,Census subdivision,2021,Saint-Colomban,11815,  15 to 64 years,Total - Age
2021A00052475005,Census subdivision,2021,Saint-Colomban,1830,  65 years and over,Total - Age
2021A00052475017,Census subdivision,2021,Saint-Jérôme,12405,  0 to 14 years,Total - Age
2021A00052475017,Census subdivision,2021,Saint-Jérôme,48210,  15 to 64 years,Total - Age
2021A00052475017,Census subdivision,2021,Saint-Jérôme,17260,  65 years and over,Total - Age
2021A00052475028,Census subdivision,2021,Sainte-Sophie,3890,  0 to 14 years,Total - Age
2021A00052475028,Census subdivision,2021,Sainte-Sophie,12075,  15 to 64 years,Total - Age
2021A00052475028,Census subdivision,2021,Sainte-Sophie,2015,  65 years and over,Total - Age
2021A00052475040,Census subdivision,2021,Prévost,2480,  0 to 14 years,Total - Age
2021A00052475040,Census subdivision,2021,Prévost,8640,  15 to 64 years,Total - Age
2021A00052475040,Census subdivision,2021,Prévost,2500,  65 years and over,Total - Age
2021A00052475045,Census subdivision,2021,Saint-Hippolyte,1770,  0 to 14 years,Total - Age
2021A00052475045,Census subdivision,2021,Saint-Hippolyte,7120,  15 to 64 years,Total - Age
2021A00052475045,Census subdivision,2021,Saint-Hippolyte,1755,  65 years and over,Total - Age
2021A00052476020,Census subdivision,2021,Lachute,1995,  0 to 14 years,Total - Age
2021A00052476020,Census subdivision,2021,Lachute,8020,  15 to 64 years,Total - Age
2021A00052476020,Census subdivision,2021,Lachute,3345,  65 years and over,Total - Age
2021A00052477022,Census subdivision,2021,Sainte-Adèle,1715,  0 to 14 years,Total - Age
2021A00052477022,Census subdivision,2021,Sainte-Adèle,8415,  15 to 64 years,Total - Age
2021A00052477022,Census subdivision,2021,Sainte-Adèle,3635,  65 years and over,Total - Age
2021A00052477043,Census subdivision,2021,Saint-Sauveur,1150,  0 to 14 years,Total - Age
2021A00052477043,Census subdivision,2021,Saint-Sauveur,6335,  15 to 64 years,Total - Age
2021A00052477043,Census subdivision,2021,Saint-Sauveur,3925,  65 years and over,Total - Age
2021A00052478032,Census subdivision,2021,Sainte-Agathe-des-Monts,1385,  0 to 14 years,Total - Age
2021A00052478032,Census subdivision,2021,Sainte-Agathe-des-Monts,6290,  15 to 64 years,Total - Age
2021A00052478032,Census subdivision,2021,Sainte-Agathe-des-Monts,3175,  65 years and over,Total - Age
2021A00052478102,Census subdivision,2021,Mont-Tremblant,1300,  0 to 14 years,Total - Age
2021A00052478102,Census subdivision,2021,Mont-Tremblant,6380,  15 to 64 years,Total - Age
2021A00052478102,Census subdivision,2021,Mont-Tremblant,2875,  65 years and over,Total - Age
2021A00052479088,Census subdivision,2021,Mont-Laurier,2015,  0 to 14 years,Total - Age
2021A00052479088,Census subdivision,2021,Mont-Laurier,8320,  15 to 64 years,Total - Age
2021A00052479088,Census subdivision,2021,Mont-Laurier,3360,  65 years and over,Total - Age
2021A00052481017,Census subdivision,2021,Gatineau,52580,  0 to 14 years,Total - Age
2021A00052481017,Census subdivision,2021,Gatineau,189730,  15 to 64 years,Total - Age
2021A00052481017,Census subdivision,2021,Gatineau,43405,  65 years and over,Total - Age
2021A00052482015,Census subdivision,2021,Val-des-Monts,2570,  0 to 14 years,Total - Age
2021A00052482015,Census subdivision,2021,Val-des-Monts,9005,  15 to 64 years,Total - Age
2021A00052482015,Census subdivision,2021,Val-des-Monts,1745,  65 years and over,Total - Age
2021A00052482020,Census subdivision,2021,Cantley,2445,  0 to 14 years,Total - Age
2021A00052482020,Census subdivision,2021,Cantley,7780,  15 to 64 years,Total - Age
2021A00052482020,Census subdivision,2021,Cantley,1210,  65 years and over,Total - Age
2021A00052486042,Census subdivision,2021,Rouyn-Noranda,7295,  0 to 14 years,Total - Age
2021A00052486042,Census subdivision,2021,Rouyn-Noranda,26565,  15 to 64 years,Total - Age
2021A00052486042,Census subdivision,2021,Rouyn-Noranda,7430,  65 years and over,Total - Age
2021A00052488055,Census subdivision,2021,Amos,2000,  0 to 14 years,Total - Age
2021A00052488055,Census subdivision,2021,Amos,7540,  15 to 64 years,Total - Age
2021A00052488055,Census subdivision,2021,Amos,2565,  65 years and over,Total - Age
2021A00052489008,Census subdivision,2021,Val-d'Or,5625,  0 to 14 years,Total - Age
2021A00052489008,Census subdivision,2021,Val-d'Or,20565,  15 to 64 years,Total - Age
2021A00052489008,Census subdivision,2021,Val-d'Or,5955,  65 years and over,Total - Age
2021A00052490012,Census subdivision,2021,La Tuque,1575,  0 to 14 years,Total - Age
2021A00052490012,Census subdivision,2021,La Tuque,6525,  15 to 64 years,Total - Age
2021A00052490012,Census subdivision,2021,La Tuque,2820,  65 years and over,Total - Age
2021A00052491042,Census subdivision,2021,Saint-Félicien,1555,  0 to 14 years,Total - Age
2021A00052491042,Census subdivision,2021,Saint-Félicien,5945,  15 to 64 years,Total - Age
2021A00052491042,Census subdivision,2021,Saint-Félicien,2370,  65 years and over,Total - Age
2021A00052492022,Census subdivision,2021,Dolbeau-Mistassini,2065,  0 to 14 years,Total - Age
2021A00052492022,Census subdivision,2021,Dolbeau-Mistassini,7725,  15 to 64 years,Total - Age
2021A00052492022,Census subdivision,2021,Dolbeau-Mistassini,3335,  65 years and over,Total - Age
2021A00052493042,Census subdivision,2021,Alma,4635,  0 to 14 years,Total - Age
2021A00052493042,Census subdivision,2021,Alma,17950,  15 to 64 years,Total - Age
2021A00052493042,Census subdivision,2021,Alma,6735,  65 years and over,Total - Age
2021A00052494068,Census subdivision,2021,Saguenay,21530,  0 to 14 years,Total - Age
2021A00052494068,Census subdivision,2021,Saguenay,86625,  15 to 64 years,Total - Age
2021A00052494068,Census subdivision,2021,Saguenay,32960,  65 years and over,Total - Age
2021A00052496020,Census subdivision,2021,Baie-Comeau,2950,  0 to 14 years,Total - Age
2021A00052496020,Census subdivision,2021,Baie-Comeau,12575,  15 to 64 years,Total - Age
2021A00052496020,Census subdivision,2021,Baie-Comeau,4270,  65 years and over,Total - Age
2021A00052497007,Census subdivision,2021,Sept-Îles,4005,  0 to 14 years,Total - Age
2021A00052497007,Census subdivision,2021,Sept-Îles,15330,  15 to 64 years,Total - Age
2021A00052497007,Census subdivision,2021,Sept-Îles,4690,  65 years and over,Total - Age
2021C30052499999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Quebec",303915,  0 to 14 years,Total - Age
2021C30052499999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Quebec",1088590,  15 to 64 years,Total - Age
2021C30052499999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Quebec",393330,  65 years and over,Total - Age
2021A00053501005,Census subdivision,2021,South Glengarry,2000,  0 to 14 years,Total - Age
2021A00053501005,Census subdivision,2021,South Glengarry,7965,  15 to 64 years,Total - Age
2021A00053501005,Census subdivision,2021,South Glengarry,3250,  65 years and over,Total - Age
2021A00053501011,Census subdivision,2021,South Stormont,2125,  0 to 14 years,Total - Age
2021A00053501011,Census subdivision,2021,South Stormont,8310,  15 to 64 years,Total - Age
2021A00053501011,Census subdivision,2021,South Stormont,2970,  65 years and over,Total - Age
2021A00053501012,Census subdivision,2021,Cornwall,7505,  0 to 14 years,Total - Age
2021A00053501012,Census subdivision,2021,Cornwall,27930,  15 to 64 years,Total - Age
2021A00053501012,Census subdivision,2021,Cornwall,10910,  65 years and over,Total - Age
2021A00053501020,Census subdivision,2021,South Dundas,1655,  0 to 14 years,Total - Age
2021A00053501020,Census subdivision,2021,South Dundas,6365,  15 to 64 years,Total - Age
2021A00053501020,Census subdivision,2021,South Dundas,2925,  65 years and over,Total - Age
2021A00053501030,Census subdivision,2021,North Dundas,1915,  0 to 14 years,Total - Age
2021A00053501030,Census subdivision,2021,North Dundas,7030,  15 to 64 years,Total - Age
2021A00053501030,Census subdivision,2021,North Dundas,2160,  65 years and over,Total - Age
2021A00053501050,Census subdivision,2021,North Glengarry,1385,  0 to 14 years,Total - Age
2021A00053501050,Census subdivision,2021,North Glengarry,5975,  15 to 64 years,Total - Age
2021A00053501050,Census subdivision,2021,North Glengarry,2535,  65 years and over,Total - Age
2021A00053502008,Census subdivision,2021,Hawkesbury,1200,  0 to 14 years,Total - Age
2021A00053502008,Census subdivision,2021,Hawkesbury,5670,  15 to 64 years,Total - Age
2021A00053502008,Census subdivision,2021,Hawkesbury,2960,  65 years and over,Total - Age
2021A00053502025,Census subdivision,2021,The Nation / La Nation,2420,  0 to 14 years,Total - Age
2021A00053502025,Census subdivision,2021,The Nation / La Nation,8790,  15 to 64 years,Total - Age
2021A00053502025,Census subdivision,2021,The Nation / La Nation,1945,  65 years and over,Total - Age
2021A00053502036,Census subdivision,2021,Clarence-Rockland,4705,  0 to 14 years,Total - Age
2021A00053502036,Census subdivision,2021,Clarence-Rockland,16750,  15 to 64 years,Total - Age
2021A00053502036,Census subdivision,2021,Clarence-Rockland,4490,  65 years and over,Total - Age
2021A00053502048,Census subdivision,2021,Russell,3855,  0 to 14 years,Total - Age
2021A00053502048,Census subdivision,2021,Russell,12895,  15 to 64 years,Total - Age
2021A00053502048,Census subdivision,2021,Russell,2690,  65 years and over,Total - Age
2021A00053506008,Census subdivision,2021,Ottawa,166800,  0 to 14 years,Total - Age
2021A00053506008,Census subdivision,2021,Ottawa,673700,  15 to 64 years,Total - Age
2021A00053506008,Census subdivision,2021,Ottawa,160435,  65 years and over,Total - Age
2021A00053507015,Census subdivision,2021,Brockville,2655,  0 to 14 years,Total - Age
2021A00053507015,Census subdivision,2021,Brockville,12665,  15 to 64 years,Total - Age
2021A00053507015,Census subdivision,2021,Brockville,6195,  65 years and over,Total - Age
2021A00053507040,Census subdivision,2021,Rideau Lakes,1355,  0 to 14 years,Total - Age
2021A00053507040,Census subdivision,2021,Rideau Lakes,6125,  15 to 64 years,Total - Age
2021A00053507040,Census subdivision,2021,Rideau Lakes,3310,  65 years and over,Total - Age
2021A00053507065,Census subdivision,2021,North Grenville,2930,  0 to 14 years,Total - Age
2021A00053507065,Census subdivision,2021,North Grenville,11165,  15 to 64 years,Total - Age
2021A00053507065,Census subdivision,2021,North Grenville,3710,  65 years and over,Total - Age
2021A00053509028,Census subdivision,2021,Carleton Place,2235,  0 to 14 years,Total - Age
2021A00053509028,Census subdivision,2021,Carleton Place,7660,  15 to 64 years,Total - Age
2021A00053509028,Census subdivision,2021,Carleton Place,2375,  65 years and over,Total - Age
2021A00053509030,Census subdivision,2021,Mississippi Mills,2175,  0 to 14 years,Total - Age
2021A00053509030,Census subdivision,2021,Mississippi Mills,8610,  15 to 64 years,Total - Age
2021A00053509030,Census subdivision,2021,Mississippi Mills,3605,  65 years and over,Total - Age
2021A00053510010,Census subdivision,2021,Kingston,18710,  0 to 14 years,Total - Age
2021A00053510010,Census subdivision,2021,Kingston,84210,  15 to 64 years,Total - Age
2021A00053510010,Census subdivision,2021,Kingston,26190,  65 years and over,Total - Age
2021A00053510020,Census subdivision,2021,South Frontenac,3110,  0 to 14 years,Total - Age
2021A00053510020,Census subdivision,2021,South Frontenac,12705,  15 to 64 years,Total - Age
2021A00053510020,Census subdivision,2021,South Frontenac,4320,  65 years and over,Total - Age
2021A00053511005,Census subdivision,2021,Loyalist,2800,  0 to 14 years,Total - Age
2021A00053511005,Census subdivision,2021,Loyalist,10365,  15 to 64 years,Total - Age
2021A00053511005,Census subdivision,2021,Loyalist,3730,  65 years and over,Total - Age
2021A00053511015,Census subdivision,2021,Greater Napanee,2285,  0 to 14 years,Total - Age
2021A00053511015,Census subdivision,2021,Greater Napanee,9535,  15 to 64 years,Total - Age
2021A00053511015,Census subdivision,2021,Greater Napanee,4145,  65 years and over,Total - Age
2021A00053512005,Census subdivision,2021,Belleville,8220,  0 to 14 years,Total - Age
2021A00053512005,Census subdivision,2021,Belleville,33505,  15 to 64 years,Total - Age
2021A00053512005,Census subdivision,2021,Belleville,12065,  65 years and over,Total - Age
2021A00053512015,Census subdivision,2021,Quinte West,7345,  0 to 14 years,Total - Age
2021A00053512015,Census subdivision,2021,Quinte West,28640,  15 to 64 years,Total - Age
2021A00053512015,Census subdivision,2021,Quinte West,9990,  65 years and over,Total - Age
2021A00053513020,Census subdivision,2021,Prince Edward County,2960,  0 to 14 years,Total - Age
2021A00053513020,Census subdivision,2021,Prince Edward County,13950,  15 to 64 years,Total - Age
2021A00053513020,Census subdivision,2021,Prince Edward County,8280,  65 years and over,Total - Age
2021A00053514004,Census subdivision,2021,Brighton,1360,  0 to 14 years,Total - Age
2021A00053514004,Census subdivision,2021,Brighton,6260,  15 to 64 years,Total - Age
2021A00053514004,Census subdivision,2021,Brighton,3875,  65 years and over,Total - Age
2021A00053514019,Census subdivision,2021,Hamilton,1535,  0 to 14 years,Total - Age
2021A00053514019,Census subdivision,2021,Hamilton,6990,  15 to 64 years,Total - Age
2021A00053514019,Census subdivision,2021,Hamilton,2505,  65 years and over,Total - Age
2021A00053514020,Census subdivision,2021,Port Hope,2215,  0 to 14 years,Total - Age
2021A00053514020,Census subdivision,2021,Port Hope,10165,  15 to 64 years,Total - Age
2021A00053514020,Census subdivision,2021,Port Hope,4505,  65 years and over,Total - Age
2021A00053514021,Census subdivision,2021,Cobourg,2535,  0 to 14 years,Total - Age
2021A00053514021,Census subdivision,2021,Cobourg,10935,  15 to 64 years,Total - Age
2021A00053514021,Census subdivision,2021,Cobourg,6310,  65 years and over,Total - Age
2021A00053514045,Census subdivision,2021,Trent Hills,1720,  0 to 14 years,Total - Age
2021A00053514045,Census subdivision,2021,Trent Hills,7790,  15 to 64 years,Total - Age
2021A00053514045,Census subdivision,2021,Trent Hills,4105,  65 years and over,Total - Age
2021A00053515013,Census subdivision,2021,Cavan Monaghan,1785,  0 to 14 years,Total - Age
2021A00053515013,Census subdivision,2021,Cavan Monaghan,6095,  15 to 64 years,Total - Age
2021A00053515013,Census subdivision,2021,Cavan Monaghan,1885,  65 years and over,Total - Age
2021A00053515014,Census subdivision,2021,Peterborough,11960,  0 to 14 years,Total - Age
2021A00053515014,Census subdivision,2021,Peterborough,51000,  15 to 64 years,Total - Age
2021A00053515014,Census subdivision,2021,Peterborough,18640,  65 years and over,Total - Age
2021A00053515015,Census subdivision,2021,Selwyn,2595,  0 to 14 years,Total - Age
2021A00053515015,Census subdivision,2021,Selwyn,10705,  15 to 64 years,Total - Age
2021A00053515015,Census subdivision,2021,Selwyn,5160,  65 years and over,Total - Age
2021A00053516010,Census subdivision,2021,Kawartha Lakes,10530,  0 to 14 years,Total - Age
2021A00053516010,Census subdivision,2021,Kawartha Lakes,45440,  15 to 64 years,Total - Age
2021A00053516010,Census subdivision,2021,Kawartha Lakes,21260,  65 years and over,Total - Age
2021A00053518001,Census subdivision,2021,Pickering,16390,  0 to 14 years,Total - Age
2021A00053518001,Census subdivision,2021,Pickering,66265,  15 to 64 years,Total - Age
2021A00053518001,Census subdivision,2021,Pickering,15930,  65 years and over,Total - Age
2021A00053518005,Census subdivision,2021,Ajax,23790,  0 to 14 years,Total - Age
2021A00053518005,Census subdivision,2021,Ajax,86175,  15 to 64 years,Total - Age
2021A00053518005,Census subdivision,2021,Ajax,16285,  65 years and over,Total - Age
2021A00053518009,Census subdivision,2021,Whitby,26400,  0 to 14 years,Total - Age
2021A00053518009,Census subdivision,2021,Whitby,91185,  15 to 64 years,Total - Age
2021A00053518009,Census subdivision,2021,Whitby,19080,  65 years and over,Total - Age
2021A00053518013,Census subdivision,2021,Oshawa,30770,  0 to 14 years,Total - Age
2021A00053518013,Census subdivision,2021,Oshawa,114935,  15 to 64 years,Total - Age
2021A00053518013,Census subdivision,2021,Oshawa,28300,  65 years and over,Total - Age
2021A00053518017,Census subdivision,2021,Clarington,19600,  0 to 14 years,Total - Age
2021A00053518017,Census subdivision,2021,Clarington,66000,  15 to 64 years,Total - Age
2021A00053518017,Census subdivision,2021,Clarington,15130,  65 years and over,Total - Age
2021A00053518020,Census subdivision,2021,Scugog,3015,  0 to 14 years,Total - Age
2021A00053518020,Census subdivision,2021,Scugog,13255,  15 to 64 years,Total - Age
2021A00053518020,Census subdivision,2021,Scugog,5010,  65 years and over,Total - Age
2021A00053518029,Census subdivision,2021,Uxbridge,3265,  0 to 14 years,Total - Age
2021A00053518029,Census subdivision,2021,Uxbridge,13650,  15 to 64 years,Total - Age
2021A00053518029,Census subdivision,2021,Uxbridge,4495,  65 years and over,Total - Age
2021A00053518039,Census subdivision,2021,Brock,2130,  0 to 14 years,Total - Age
2021A00053518039,Census subdivision,2021,Brock,7610,  15 to 64 years,Total - Age
2021A00053518039,Census subdivision,2021,Brock,2565,  65 years and over,Total - Age
2021A00053519028,Census subdivision,2021,Vaughan,53260,  0 to 14 years,Total - Age
2021A00053519028,Census subdivision,2021,Vaughan,216920,  15 to 64 years,Total - Age
2021A00053519028,Census subdivision,2021,Vaughan,51130,  65 years and over,Total - Age
2021A00053519036,Census subdivision,2021,Markham,53850,  0 to 14 years,Total - Age
2021A00053519036,Census subdivision,2021,Markham,222425,  15 to 64 years,Total - Age
2021A00053519036,Census subdivision,2021,Markham,60980,  65 years and over,Total - Age
2021A00053519038,Census subdivision,2021,Richmond Hill,29950,  0 to 14 years,Total - Age
2021A00053519038,Census subdivision,2021,Richmond Hill,137175,  15 to 64 years,Total - Age
2021A00053519038,Census subdivision,2021,Richmond Hill,33805,  65 years and over,Total - Age
2021A00053519044,Census subdivision,2021,Whitchurch-Stouffville,9650,  0 to 14 years,Total - Age
2021A00053519044,Census subdivision,2021,Whitchurch-Stouffville,31205,  15 to 64 years,Total - Age
2021A00053519044,Census subdivision,2021,Whitchurch-Stouffville,8570,  65 years and over,Total - Age
2021A00053519046,Census subdivision,2021,Aurora,10560,  0 to 14 years,Total - Age
2021A00053519046,Census subdivision,2021,Aurora,41790,  15 to 64 years,Total - Age
2021A00053519046,Census subdivision,2021,Aurora,9040,  65 years and over,Total - Age
2021A00053519048,Census subdivision,2021,Newmarket,14510,  0 to 14 years,Total - Age
2021A00053519048,Census subdivision,2021,Newmarket,59185,  15 to 64 years,Total - Age
2021A00053519048,Census subdivision,2021,Newmarket,12915,  65 years and over,Total - Age
2021A00053519049,Census subdivision,2021,King,4875,  0 to 14 years,Total - Age
2021A00053519049,Census subdivision,2021,King,17915,  15 to 64 years,Total - Age
2021A00053519049,Census subdivision,2021,King,4415,  65 years and over,Total - Age
2021A00053519054,Census subdivision,2021,East Gwillimbury,6615,  0 to 14 years,Total - Age
2021A00053519054,Census subdivision,2021,East Gwillimbury,22825,  15 to 64 years,Total - Age
2021A00053519054,Census subdivision,2021,East Gwillimbury,4680,  65 years and over,Total - Age
2021A00053519070,Census subdivision,2021,Georgina,7770,  0 to 14 years,Total - Age
2021A00053519070,Census subdivision,2021,Georgina,31620,  15 to 64 years,Total - Age
2021A00053519070,Census subdivision,2021,Georgina,7735,  65 years and over,Total - Age
2021A00053520005,Census subdivision,2021,Toronto,383340,  0 to 14 years,Total - Age
2021A00053520005,Census subdivision,2021,Toronto,1921010,  15 to 64 years,Total - Age
2021A00053520005,Census subdivision,2021,Toronto,456940,  65 years and over,Total - Age
2021A00053521005,Census subdivision,2021,Mississauga,109230,  0 to 14 years,Total - Age
2021A00053521005,Census subdivision,2021,Mississauga,488510,  15 to 64 years,Total - Age
2021A00053521005,Census subdivision,2021,Mississauga,115080,  65 years and over,Total - Age
2021A00053521010,Census subdivision,2021,Brampton,117620,  0 to 14 years,Total - Age
2021A00053521010,Census subdivision,2021,Brampton,452810,  15 to 64 years,Total - Age
2021A00053521010,Census subdivision,2021,Brampton,79730,  65 years and over,Total - Age
2021A00053521024,Census subdivision,2021,Caledon,13150,  0 to 14 years,Total - Age
2021A00053521024,Census subdivision,2021,Caledon,51670,  15 to 64 years,Total - Age
2021A00053521024,Census subdivision,2021,Caledon,11265,  65 years and over,Total - Age
2021A00053522014,Census subdivision,2021,Orangeville,5720,  0 to 14 years,Total - Age
2021A00053522014,Census subdivision,2021,Orangeville,19750,  15 to 64 years,Total - Age
2021A00053522014,Census subdivision,2021,Orangeville,4225,  65 years and over,Total - Age
2021A00053523008,Census subdivision,2021,Guelph,23480,  0 to 14 years,Total - Age
2021A00053523008,Census subdivision,2021,Guelph,96380,  15 to 64 years,Total - Age
2021A00053523008,Census subdivision,2021,Guelph,21970,  65 years and over,Total - Age
2021A00053523009,Census subdivision,2021,Guelph/Eramosa,2310,  0 to 14 years,Total - Age
2021A00053523009,Census subdivision,2021,Guelph/Eramosa,8925,  15 to 64 years,Total - Age
2021A00053523009,Census subdivision,2021,Guelph/Eramosa,2510,  65 years and over,Total - Age
2021A00053523017,Census subdivision,2021,Erin,1810,  0 to 14 years,Total - Age
2021A00053523017,Census subdivision,2021,Erin,8065,  15 to 64 years,Total - Age
2021A00053523017,Census subdivision,2021,Erin,2080,  65 years and over,Total - Age
2021A00053523025,Census subdivision,2021,Centre Wellington,5335,  0 to 14 years,Total - Age
2021A00053523025,Census subdivision,2021,Centre Wellington,18760,  15 to 64 years,Total - Age
2021A00053523025,Census subdivision,2021,Centre Wellington,6550,  65 years and over,Total - Age
2021A00053523033,Census subdivision,2021,Mapleton,2930,  0 to 14 years,Total - Age
2021A00053523033,Census subdivision,2021,Mapleton,6570,  15 to 64 years,Total - Age
2021A00053523033,Census subdivision,2021,Mapleton,1325,  65 years and over,Total - Age
2021A00053523050,Census subdivision,2021,Wellington North,2340,  0 to 14 years,Total - Age
2021A00053523050,Census subdivision,2021,Wellington North,7325,  15 to 64 years,Total - Age
2021A00053523050,Census subdivision,2021,Wellington North,2435,  65 years and over,Total - Age
