DGUID,GEO_LEVEL,CENSUS_YEAR,GEO_NAME,TOTAL_GENDER (1),CHARACTERISTIC_NAME,AGE
2021A00054707039,Census subdivision,2021,Moose Jaw,6540,  65 years and over,Total - Age
2021A00054708004,Census subdivision,2021,Swift Current,2765,  0 to 14 years,Total - Age
2021A00054708004,Census subdivision,2021,Swift Current,10185,  15 to 64 years,Total - Age
2021A00054708004,Census subdivision,2021,Swift Current,3185,  65 years and over,Total - Age
2021A00054709012,Census subdivision,2021,Yorkton,2935,  0 to 14 years,Total - Age
2021A00054709012,Census subdivision,2021,Yorkton,9850,  15 to 64 years,Total - Age
2021A00054709012,Census subdivision,2021,Yorkton,3135,  65 years and over,Total - Age
2021A00054711066,Census subdivision,2021,Saskatoon,48440,  0 to 14 years,Total - Age
2021A00054711066,Census subdivision,2021,Saskatoon,175030,  15 to 64 years,Total - Age
2021A00054711066,Census subdivision,2021,Saskatoon,37480,  65 years and over,Total - Age
2021A00054711068,Census subdivision,2021,Warman,3280,  0 to 14 years,Total - Age
2021A00054711068,Census subdivision,2021,Warman,7640,  15 to 64 years,Total - Age
2021A00054711068,Census subdivision,2021,Warman,1255,  65 years and over,Total - Age
2021A00054711070,Census subdivision,2021,Martensville,2735,  0 to 14 years,Total - Age
2021A00054711070,Census subdivision,2021,Martensville,7040,  15 to 64 years,Total - Age
2021A00054711070,Census subdivision,2021,Martensville,750,  65 years and over,Total - Age
2021A00054715066,Census subdivision,2021,Prince Albert,8130,  0 to 14 years,Total - Age
2021A00054715066,Census subdivision,2021,Prince Albert,22510,  15 to 64 years,Total - Age
2021A00054715066,Census subdivision,2021,Prince Albert,5470,  65 years and over,Total - Age
2021A00054716029,Census subdivision,2021,North Battleford,2730,  0 to 14 years,Total - Age
2021A00054716029,Census subdivision,2021,North Battleford,8440,  15 to 64 years,Total - Age
2021A00054716029,Census subdivision,2021,North Battleford,2320,  65 years and over,Total - Age
2021A00054717029,Census subdivision,2021,Lloydminster (Part),2810,  0 to 14 years,Total - Age
2021A00054717029,Census subdivision,2021,Lloydminster (Part),8165,  15 to 64 years,Total - Age
2021A00054717029,Census subdivision,2021,Lloydminster (Part),785,  65 years and over,Total - Age
2021C30054799999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Saskatchewan",94010,  0 to 14 years,Total - Age
2021C30054799999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Saskatchewan",268710,  15 to 64 years,Total - Age
2021C30054799999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Saskatchewan",86160,  65 years and over,Total - Age
2021A00054801006,Census subdivision,2021,Medicine Hat,10605,  0 to 14 years,Total - Age
2021A00054801006,Census subdivision,2021,Medicine Hat,39060,  15 to 64 years,Total - Age
2021A00054801006,Census subdivision,2021,Medicine Hat,12165,  65 years and over,Total - Age
2021A00054802011,Census subdivision,2021,Lethbridge County,2490,  0 to 14 years,Total - Age
2021A00054802011,Census subdivision,2021,Lethbridge County,5460,  15 to 64 years,Total - Age
2021A00054802011,Census subdivision,2021,Lethbridge County,1150,  65 years and over,Total - Age
2021A00054802012,Census subdivision,2021,Lethbridge,17055,  0 to 14 years,Total - Age
2021A00054802012,Census subdivision,2021,Lethbridge,62990,  15 to 64 years,Total - Age
2021A00054802012,Census subdivision,2021,Lethbridge,16230,  65 years and over,Total - Age
2021A00054802034,Census subdivision,2021,Brooks,3410,  0 to 14 years,Total - Age
2021A00054802034,Census subdivision,2021,Brooks,9800,  15 to 64 years,Total - Age
2021A00054802034,Census subdivision,2021,Brooks,1435,  65 years and over,Total - Age
2021A00054805018,Census subdivision,2021,Strathmore,2830,  0 to 14 years,Total - Age
2021A00054805018,Census subdivision,2021,Strathmore,8925,  15 to 64 years,Total - Age
2021A00054805018,Census subdivision,2021,Strathmore,2355,  65 years and over,Total - Age
2021A00054806001,Census subdivision,2021,Foothills County,3590,  0 to 14 years,Total - Age
2021A00054806001,Census subdivision,2021,Foothills County,14495,  15 to 64 years,Total - Age
2021A00054806001,Census subdivision,2021,Foothills County,4590,  65 years and over,Total - Age
2021A00054806006,Census subdivision,2021,High River,2450,  0 to 14 years,Total - Age
2021A00054806006,Census subdivision,2021,High River,8330,  15 to 64 years,Total - Age
2021A00054806006,Census subdivision,2021,High River,3330,  65 years and over,Total - Age
2021A00054806012,Census subdivision,2021,Okotoks,6575,  0 to 14 years,Total - Age
2021A00054806012,Census subdivision,2021,Okotoks,19330,  15 to 64 years,Total - Age
2021A00054806012,Census subdivision,2021,Okotoks,4120,  65 years and over,Total - Age
2021A00054806014,Census subdivision,2021,Rocky View County,7020,  0 to 14 years,Total - Age
2021A00054806014,Census subdivision,2021,Rocky View County,26425,  15 to 64 years,Total - Age
2021A00054806014,Census subdivision,2021,Rocky View County,7015,  65 years and over,Total - Age
2021A00054806016,Census subdivision,2021,Calgary,235540,  0 to 14 years,Total - Age
2021A00054806016,Census subdivision,2021,Calgary,888975,  15 to 64 years,Total - Age
2021A00054806016,Census subdivision,2021,Calgary,167255,  65 years and over,Total - Age
2021A00054806017,Census subdivision,2021,Chestermere,5035,  0 to 14 years,Total - Age
2021A00054806017,Census subdivision,2021,Chestermere,14825,  15 to 64 years,Total - Age
2021A00054806017,Census subdivision,2021,Chestermere,2290,  65 years and over,Total - Age
2021A00054806019,Census subdivision,2021,Cochrane,6835,  0 to 14 years,Total - Age
2021A00054806019,Census subdivision,2021,Cochrane,20105,  15 to 64 years,Total - Age
2021A00054806019,Census subdivision,2021,Cochrane,4525,  65 years and over,Total - Age
2021A00054806021,Census subdivision,2021,Airdrie,18250,  0 to 14 years,Total - Age
2021A00054806021,Census subdivision,2021,Airdrie,48930,  15 to 64 years,Total - Age
2021A00054806021,Census subdivision,2021,Airdrie,6615,  65 years and over,Total - Age
2021A00054806028,Census subdivision,2021,Mountain View County,2270,  0 to 14 years,Total - Age
2021A00054806028,Census subdivision,2021,Mountain View County,7885,  15 to 64 years,Total - Age
2021A00054806028,Census subdivision,2021,Mountain View County,2610,  65 years and over,Total - Age
2021A00054808001,Census subdivision,2021,Red Deer County,3190,  0 to 14 years,Total - Age
2021A00054808001,Census subdivision,2021,Red Deer County,11865,  15 to 64 years,Total - Age
2021A00054808001,Census subdivision,2021,Red Deer County,3710,  65 years and over,Total - Age
2021A00054808011,Census subdivision,2021,Red Deer,18330,  0 to 14 years,Total - Age
2021A00054808011,Census subdivision,2021,Red Deer,65720,  15 to 64 years,Total - Age
2021A00054808011,Census subdivision,2021,Red Deer,13995,  65 years and over,Total - Age
2021A00054808012,Census subdivision,2021,Sylvan Lake,3450,  0 to 14 years,Total - Age
2021A00054808012,Census subdivision,2021,Sylvan Lake,10820,  15 to 64 years,Total - Age
2021A00054808012,Census subdivision,2021,Sylvan Lake,1685,  65 years and over,Total - Age
2021A00054808022,Census subdivision,2021,Lacombe County,1815,  0 to 14 years,Total - Age
2021A00054808022,Census subdivision,2021,Lacombe County,6150,  15 to 64 years,Total - Age
2021A00054808022,Census subdivision,2021,Lacombe County,1970,  65 years and over,Total - Age
2021A00054808029,Census subdivision,2021,Blackfalds,2790,  0 to 14 years,Total - Age
2021A00054808029,Census subdivision,2021,Blackfalds,7040,  15 to 64 years,Total - Age
2021A00054808029,Census subdivision,2021,Blackfalds,645,  65 years and over,Total - Age
2021A00054808031,Census subdivision,2021,Lacombe,2635,  0 to 14 years,Total - Age
2021A00054808031,Census subdivision,2021,Lacombe,8205,  15 to 64 years,Total - Age
2021A00054808031,Census subdivision,2021,Lacombe,2230,  65 years and over,Total - Age
2021A00054809002,Census subdivision,2021,Clearwater County,2085,  0 to 14 years,Total - Age
2021A00054809002,Census subdivision,2021,Clearwater County,7340,  15 to 64 years,Total - Age
2021A00054809002,Census subdivision,2021,Clearwater County,2335,  65 years and over,Total - Age
2021A00054810011,Census subdivision,2021,Camrose,3175,  0 to 14 years,Total - Age
2021A00054810011,Census subdivision,2021,Camrose,10950,  15 to 64 years,Total - Age
2021A00054810011,Census subdivision,2021,Camrose,4065,  65 years and over,Total - Age
2021A00054810039,Census subdivision,2021,Lloydminster (Part),4170,  0 to 14 years,Total - Age
2021A00054810039,Census subdivision,2021,Lloydminster (Part),12745,  15 to 64 years,Total - Age
2021A00054810039,Census subdivision,2021,Lloydminster (Part),2315,  65 years and over,Total - Age
2021A00054811001,Census subdivision,2021,Wetaskiwin County No. 10,1800,  0 to 14 years,Total - Age
2021A00054811001,Census subdivision,2021,Wetaskiwin County No. 10,6670,  15 to 64 years,Total - Age
2021A00054811001,Census subdivision,2021,Wetaskiwin County No. 10,2495,  65 years and over,Total - Age
2021A00054811002,Census subdivision,2021,Wetaskiwin,2285,  0 to 14 years,Total - Age
2021A00054811002,Census subdivision,2021,Wetaskiwin,7500,  15 to 64 years,Total - Age
2021A00054811002,Census subdivision,2021,Wetaskiwin,2325,  65 years and over,Total - Age
2021A00054811012,Census subdivision,2021,Leduc County,2630,  0 to 14 years,Total - Age
2021A00054811012,Census subdivision,2021,Leduc County,9255,  15 to 64 years,Total - Age
2021A00054811012,Census subdivision,2021,Leduc County,2455,  65 years and over,Total - Age
2021A00054811013,Census subdivision,2021,Beaumont,5325,  0 to 14 years,Total - Age
2021A00054811013,Census subdivision,2021,Beaumont,13615,  15 to 64 years,Total - Age
2021A00054811013,Census subdivision,2021,Beaumont,1910,  65 years and over,Total - Age
2021A00054811016,Census subdivision,2021,Leduc,7435,  0 to 14 years,Total - Age
2021A00054811016,Census subdivision,2021,Leduc,21795,  15 to 64 years,Total - Age
2021A00054811016,Census subdivision,2021,Leduc,4435,  65 years and over,Total - Age
2021A00054811034,Census subdivision,2021,Parkland County,5690,  0 to 14 years,Total - Age
2021A00054811034,Census subdivision,2021,Parkland County,20495,  15 to 64 years,Total - Age
2021A00054811034,Census subdivision,2021,Parkland County,5830,  65 years and over,Total - Age
2021A00054811048,Census subdivision,2021,Stony Plain,3385,  0 to 14 years,Total - Age
2021A00054811048,Census subdivision,2021,Stony Plain,10670,  15 to 64 years,Total - Age
2021A00054811048,Census subdivision,2021,Stony Plain,3305,  65 years and over,Total - Age
2021A00054811049,Census subdivision,2021,Spruce Grove,8140,  0 to 14 years,Total - Age
2021A00054811049,Census subdivision,2021,Spruce Grove,24660,  15 to 64 years,Total - Age
2021A00054811049,Census subdivision,2021,Spruce Grove,4665,  65 years and over,Total - Age
2021A00054811052,Census subdivision,2021,Strathcona County,17405,  0 to 14 years,Total - Age
2021A00054811052,Census subdivision,2021,Strathcona County,63960,  15 to 64 years,Total - Age
2021A00054811052,Census subdivision,2021,Strathcona County,16360,  65 years and over,Total - Age
2021A00054811056,Census subdivision,2021,Fort Saskatchewan,5620,  0 to 14 years,Total - Age
2021A00054811056,Census subdivision,2021,Fort Saskatchewan,17590,  15 to 64 years,Total - Age
2021A00054811056,Census subdivision,2021,Fort Saskatchewan,3360,  65 years and over,Total - Age
2021A00054811059,Census subdivision,2021,Sturgeon County,3725,  0 to 14 years,Total - Age
2021A00054811059,Census subdivision,2021,Sturgeon County,12815,  15 to 64 years,Total - Age
2021A00054811059,Census subdivision,2021,Sturgeon County,2990,  65 years and over,Total - Age
2021A00054811061,Census subdivision,2021,Edmonton,183875,  0 to 14 years,Total - Age
2021A00054811061,Census subdivision,2021,Edmonton,682840,  15 to 64 years,Total - Age
2021A00054811061,Census subdivision,2021,Edmonton,129765,  65 years and over,Total - Age
2021A00054811062,Census subdivision,2021,St. Albert,12265,  0 to 14 years,Total - Age
2021A00054811062,Census subdivision,2021,St. Albert,42665,  15 to 64 years,Total - Age
2021A00054811062,Census subdivision,2021,St. Albert,12010,  65 years and over,Total - Age
2021A00054811068,Census subdivision,2021,Morinville,2420,  0 to 14 years,Total - Age
2021A00054811068,Census subdivision,2021,Morinville,6615,  15 to 64 years,Total - Age
2021A00054811068,Census subdivision,2021,Morinville,1100,  65 years and over,Total - Age
2021A00054812002,Census subdivision,2021,Cold Lake,3565,  0 to 14 years,Total - Age
2021A00054812002,Census subdivision,2021,Cold Lake,10615,  15 to 64 years,Total - Age
2021A00054812002,Census subdivision,2021,Cold Lake,1160,  65 years and over,Total - Age
2021A00054812004,Census subdivision,2021,Bonnyville No. 87,2640,  0 to 14 years,Total - Age
2021A00054812004,Census subdivision,2021,Bonnyville No. 87,8320,  15 to 64 years,Total - Age
2021A00054812004,Census subdivision,2021,Bonnyville No. 87,1730,  65 years and over,Total - Age
2021A00054813001,Census subdivision,2021,Lac Ste. Anne County,1975,  0 to 14 years,Total - Age
2021A00054813001,Census subdivision,2021,Lac Ste. Anne County,6675,  15 to 64 years,Total - Age
2021A00054813001,Census subdivision,2021,Lac Ste. Anne County,2090,  65 years and over,Total - Age
2021A00054814003,Census subdivision,2021,Yellowhead County,1945,  0 to 14 years,Total - Age
2021A00054814003,Census subdivision,2021,Yellowhead County,6455,  15 to 64 years,Total - Age
2021A00054814003,Census subdivision,2021,Yellowhead County,1960,  65 years and over,Total - Age
2021A00054815023,Census subdivision,2021,Canmore,2040,  0 to 14 years,Total - Age
2021A00054815023,Census subdivision,2021,Canmore,10965,  15 to 64 years,Total - Age
2021A00054815023,Census subdivision,2021,Canmore,2520,  65 years and over,Total - Age
2021A00054816037,Census subdivision,2021,Wood Buffalo,16535,  0 to 14 years,Total - Age
2021A00054816037,Census subdivision,2021,Wood Buffalo,52265,  15 to 64 years,Total - Age
2021A00054816037,Census subdivision,2021,Wood Buffalo,2980,  65 years and over,Total - Age
2021A00054817095,Census subdivision,2021,Mackenzie County,4535,  0 to 14 years,Total - Age
2021A00054817095,Census subdivision,2021,Mackenzie County,7190,  15 to 64 years,Total - Age
2021A00054817095,Census subdivision,2021,Mackenzie County,960,  65 years and over,Total - Age
2021A00054819006,Census subdivision,2021,Grande Prairie County No. 1,5305,  0 to 14 years,Total - Age
2021A00054819006,Census subdivision,2021,Grande Prairie County No. 1,15315,  15 to 64 years,Total - Age
2021A00054819006,Census subdivision,2021,Grande Prairie County No. 1,2685,  65 years and over,Total - Age
2021A00054819012,Census subdivision,2021,Grande Prairie,13950,  0 to 14 years,Total - Age
2021A00054819012,Census subdivision,2021,Grande Prairie,43955,  15 to 64 years,Total - Age
2021A00054819012,Census subdivision,2021,Grande Prairie,5270,  65 years and over,Total - Age
2021C30054899999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Alberta",122490,  0 to 14 years,Total - Age
2021C30054899999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Alberta",371040,  15 to 64 years,Total - Age
2021C30054899999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Alberta",101815,  65 years and over,Total - Age
2021A00055901022,Census subdivision,2021,Cranbrook,3000,  0 to 14 years,Total - Age
2021A00055901022,Census subdivision,2021,Cranbrook,12355,  15 to 64 years,Total - Age
2021A00055901022,Census subdivision,2021,Cranbrook,4485,  65 years and over,Total - Age
2021A00055903015,Census subdivision,2021,Nelson,1540,  0 to 14 years,Total - Age
2021A00055903015,Census subdivision,2021,Nelson,7165,  15 to 64 years,Total - Age
2021A00055903015,Census subdivision,2021,Nelson,2020,  65 years and over,Total - Age
2021A00055907035,Census subdivision,2021,Summerland,1570,  0 to 14 years,Total - Age
2021A00055907035,Census subdivision,2021,Summerland,6535,  15 to 64 years,Total - Age
2021A00055907035,Census subdivision,2021,Summerland,3595,  65 years and over,Total - Age
2021A00055907041,Census subdivision,2021,Penticton,4385,  0 to 14 years,Total - Age
2021A00055907041,Census subdivision,2021,Penticton,21065,  15 to 64 years,Total - Age
2021A00055907041,Census subdivision,2021,Penticton,10275,  65 years and over,Total - Age
2021A00055909020,Census subdivision,2021,Chilliwack,17695,  0 to 14 years,Total - Age
2021A00055909020,Census subdivision,2021,Chilliwack,57565,  15 to 64 years,Total - Age
2021A00055909020,Census subdivision,2021,Chilliwack,16730,  65 years and over,Total - Age
2021A00055909052,Census subdivision,2021,Abbotsford,26650,  0 to 14 years,Total - Age
2021A00055909052,Census subdivision,2021,Abbotsford,97615,  15 to 64 years,Total - Age
2021A00055909052,Census subdivision,2021,Abbotsford,26530,  65 years and over,Total - Age
2021A00055909056,Census subdivision,2021,Mission,7800,  0 to 14 years,Total - Age
2021A00055909056,Census subdivision,2021,Mission,26655,  15 to 64 years,Total - Age
2021A00055909056,Census subdivision,2021,Mission,6170,  65 years and over,Total - Age
2021A00055915001,Census subdivision,2021,Langley,24085,  0 to 14 years,Total - Age
2021A00055915001,Census subdivision,2021,Langley,85165,  15 to 64 years,Total - Age
2021A00055915001,Census subdivision,2021,Langley,21710,  65 years and over,Total - Age
2021A00055915002,Census subdivision,2021,Langley,4415,  0 to 14 years,Total - Age
2021A00055915002,Census subdivision,2021,Langley,18465,  15 to 64 years,Total - Age
2021A00055915002,Census subdivision,2021,Langley,5150,  65 years and over,Total - Age
2021A00055915004,Census subdivision,2021,Surrey,93945,  0 to 14 years,Total - Age
2021A00055915004,Census subdivision,2021,Surrey,385035,  15 to 64 years,Total - Age
2021A00055915004,Census subdivision,2021,Surrey,83580,  65 years and over,Total - Age
2021A00055915007,Census subdivision,2021,White Rock,1980,  0 to 14 years,Total - Age
2021A00055915007,Census subdivision,2021,White Rock,11685,  15 to 64 years,Total - Age
2021A00055915007,Census subdivision,2021,White Rock,7060,  65 years and over,Total - Age
2021A00055915011,Census subdivision,2021,Delta,16410,  0 to 14 years,Total - Age
2021A00055915011,Census subdivision,2021,Delta,69520,  15 to 64 years,Total - Age
2021A00055915011,Census subdivision,2021,Delta,21340,  65 years and over,Total - Age
2021A00055915015,Census subdivision,2021,Richmond,27925,  0 to 14 years,Total - Age
2021A00055915015,Census subdivision,2021,Richmond,139745,  15 to 64 years,Total - Age
2021A00055915015,Census subdivision,2021,Richmond,40730,  65 years and over,Total - Age
2021A00055915020,Census subdivision,2021,Metro Vancouver A,2735,  0 to 14 years,Total - Age
2021A00055915020,Census subdivision,2021,Metro Vancouver A,12570,  15 to 64 years,Total - Age
2021A00055915020,Census subdivision,2021,Metro Vancouver A,1775,  65 years and over,Total - Age
2021A00055915022,Census subdivision,2021,Vancouver,70370,  0 to 14 years,Total - Age
2021A00055915022,Census subdivision,2021,Vancouver,473255,  15 to 64 years,Total - Age
2021A00055915022,Census subdivision,2021,Vancouver,106760,  65 years and over,Total - Age
2021A00055915025,Census subdivision,2021,Burnaby,32250,  0 to 14 years,Total - Age
2021A00055915025,Census subdivision,2021,Burnaby,171775,  15 to 64 years,Total - Age
2021A00055915025,Census subdivision,2021,Burnaby,41700,  65 years and over,Total - Age
2021A00055915029,Census subdivision,2021,New Westminster,9925,  0 to 14 years,Total - Age
2021A00055915029,Census subdivision,2021,New Westminster,56020,  15 to 64 years,Total - Age
2021A00055915029,Census subdivision,2021,New Westminster,12110,  65 years and over,Total - Age
2021A00055915034,Census subdivision,2021,Coquitlam,22395,  0 to 14 years,Total - Age
2021A00055915034,Census subdivision,2021,Coquitlam,101620,  15 to 64 years,Total - Age
2021A00055915034,Census subdivision,2021,Coquitlam,23455,  65 years and over,Total - Age
2021A00055915039,Census subdivision,2021,Port Coquitlam,9620,  0 to 14 years,Total - Age
2021A00055915039,Census subdivision,2021,Port Coquitlam,41775,  15 to 64 years,Total - Age
2021A00055915039,Census subdivision,2021,Port Coquitlam,8995,  65 years and over,Total - Age
2021A00055915043,Census subdivision,2021,Port Moody,5515,  0 to 14 years,Total - Age
2021A00055915043,Census subdivision,2021,Port Moody,23165,  15 to 64 years,Total - Age
2021A00055915043,Census subdivision,2021,Port Moody,4775,  65 years and over,Total - Age
2021A00055915046,Census subdivision,2021,North Vancouver,14570,  0 to 14 years,Total - Age
2021A00055915046,Census subdivision,2021,North Vancouver,56530,  15 to 64 years,Total - Age
2021A00055915046,Census subdivision,2021,North Vancouver,16285,  65 years and over,Total - Age
2021A00055915051,Census subdivision,2021,North Vancouver,7300,  0 to 14 years,Total - Age
2021A00055915051,Census subdivision,2021,North Vancouver,40225,  15 to 64 years,Total - Age
2021A00055915051,Census subdivision,2021,North Vancouver,9980,  65 years and over,Total - Age
2021A00055915055,Census subdivision,2021,West Vancouver,6155,  0 to 14 years,Total - Age
2021A00055915055,Census subdivision,2021,West Vancouver,25315,  15 to 64 years,Total - Age
2021A00055915055,Census subdivision,2021,West Vancouver,11910,  65 years and over,Total - Age
2021A00055915070,Census subdivision,2021,Pitt Meadows,3275,  0 to 14 years,Total - Age
2021A00055915070,Census subdivision,2021,Pitt Meadows,12370,  15 to 64 years,Total - Age
2021A00055915070,Census subdivision,2021,Pitt Meadows,3380,  65 years and over,Total - Age
2021A00055915075,Census subdivision,2021,Maple Ridge,16055,  0 to 14 years,Total - Age
2021A00055915075,Census subdivision,2021,Maple Ridge,59970,  15 to 64 years,Total - Age
2021A00055915075,Census subdivision,2021,Maple Ridge,13835,  65 years and over,Total - Age
2021A00055917005,Census subdivision,2021,North Saanich,1395,  0 to 14 years,Total - Age
2021A00055917005,Census subdivision,2021,North Saanich,6565,  15 to 64 years,Total - Age
2021A00055917005,Census subdivision,2021,North Saanich,4235,  65 years and over,Total - Age
2021A00055917010,Census subdivision,2021,Sidney,1085,  0 to 14 years,Total - Age
2021A00055917010,Census subdivision,2021,Sidney,5615,  15 to 64 years,Total - Age
2021A00055917010,Census subdivision,2021,Sidney,5080,  65 years and over,Total - Age
2021A00055917015,Census subdivision,2021,Central Saanich,2445,  0 to 14 years,Total - Age
2021A00055917015,Census subdivision,2021,Central Saanich,10200,  15 to 64 years,Total - Age
2021A00055917015,Census subdivision,2021,Central Saanich,4525,  65 years and over,Total - Age
2021A00055917021,Census subdivision,2021,Saanich,15195,  0 to 14 years,Total - Age
2021A00055917021,Census subdivision,2021,Saanich,74735,  15 to 64 years,Total - Age
2021A00055917021,Census subdivision,2021,Saanich,25580,  65 years and over,Total - Age
2021A00055917027,Census subdivision,2021,Saltspring Island,1355,  0 to 14 years,Total - Age
2021A00055917027,Census subdivision,2021,Saltspring Island,6180,  15 to 64 years,Total - Age
2021A00055917027,Census subdivision,2021,Saltspring Island,3735,  65 years and over,Total - Age
2021A00055917030,Census subdivision,2021,Oak Bay,2295,  0 to 14 years,Total - Age
2021A00055917030,Census subdivision,2021,Oak Bay,9520,  15 to 64 years,Total - Age
2021A00055917030,Census subdivision,2021,Oak Bay,5820,  65 years and over,Total - Age
2021A00055917034,Census subdivision,2021,Victoria,8420,  0 to 14 years,Total - Age
2021A00055917034,Census subdivision,2021,Victoria,60675,  15 to 64 years,Total - Age
2021A00055917034,Census subdivision,2021,Victoria,18795,  65 years and over,Total - Age
2021A00055917040,Census subdivision,2021,Esquimalt,2140,  0 to 14 years,Total - Age
2021A00055917040,Census subdivision,2021,Esquimalt,11680,  15 to 64 years,Total - Age
2021A00055917040,Census subdivision,2021,Esquimalt,3475,  65 years and over,Total - Age
2021A00055917041,Census subdivision,2021,Colwood,3150,  0 to 14 years,Total - Age
2021A00055917041,Census subdivision,2021,Colwood,12130,  15 to 64 years,Total - Age
2021A00055917041,Census subdivision,2021,Colwood,3515,  65 years and over,Total - Age
2021A00055917044,Census subdivision,2021,Langford,7995,  0 to 14 years,Total - Age
2021A00055917044,Census subdivision,2021,Langford,32125,  15 to 64 years,Total - Age
2021A00055917044,Census subdivision,2021,Langford,6070,  65 years and over,Total - Age
2021A00055917047,Census subdivision,2021,View Royal,1615,  0 to 14 years,Total - Age
2021A00055917047,Census subdivision,2021,View Royal,7320,  15 to 64 years,Total - Age
2021A00055917047,Census subdivision,2021,View Royal,2330,  65 years and over,Total - Age
2021A00055917052,Census subdivision,2021,Sooke,2400,  0 to 14 years,Total - Age
2021A00055917052,Census subdivision,2021,Sooke,9585,  15 to 64 years,Total - Age
2021A00055917052,Census subdivision,2021,Sooke,2995,  65 years and over,Total - Age
2021A00055919008,Census subdivision,2021,North Cowichan,4415,  0 to 14 years,Total - Age
2021A00055919008,Census subdivision,2021,North Cowichan,18075,  15 to 64 years,Total - Age
2021A00055919008,Census subdivision,2021,North Cowichan,8935,  65 years and over,Total - Age
2021A00055921007,Census subdivision,2021,Nanaimo,14110,  0 to 14 years,Total - Age
2021A00055921007,Census subdivision,2021,Nanaimo,60415,  15 to 64 years,Total - Age
2021A00055921007,Census subdivision,2021,Nanaimo,22490,  65 years and over,Total - Age
2021A00055921018,Census subdivision,2021,Parksville,1255,  0 to 14 years,Total - Age
2021A00055921018,Census subdivision,2021,Parksville,6200,  15 to 64 years,Total - Age
2021A00055921018,Census subdivision,2021,Parksville,5850,  65 years and over,Total - Age
2021A00055923008,Census subdivision,2021,Port Alberni,2580,  0 to 14 years,Total - Age
2021A00055923008,Census subdivision,2021,Port Alberni,10610,  15 to 64 years,Total - Age
2021A00055923008,Census subdivision,2021,Port Alberni,4780,  65 years and over,Total - Age
2021A00055924034,Census subdivision,2021,Campbell River,5175,  0 to 14 years,Total - Age
2021A00055924034,Census subdivision,2021,Campbell River,20950,  15 to 64 years,Total - Age
2021A00055924034,Census subdivision,2021,Campbell River,8755,  65 years and over,Total - Age
2021A00055926005,Census subdivision,2021,Comox,2050,  0 to 14 years,Total - Age
2021A00055926005,Census subdivision,2021,Comox,7915,  15 to 64 years,Total - Age
2021A00055926005,Census subdivision,2021,Comox,4370,  65 years and over,Total - Age
2021A00055926010,Census subdivision,2021,Courtenay,3835,  0 to 14 years,Total - Age
2021A00055926010,Census subdivision,2021,Courtenay,16380,  15 to 64 years,Total - Age
2021A00055926010,Census subdivision,2021,Courtenay,7600,  65 years and over,Total - Age
2021A00055927008,Census subdivision,2021,Powell River,1745,  0 to 14 years,Total - Age
2021A00055927008,Census subdivision,2021,Powell River,7915,  15 to 64 years,Total - Age
2021A00055927008,Census subdivision,2021,Powell River,3975,  65 years and over,Total - Age
2021A00055929011,Census subdivision,2021,Sechelt,1280,  0 to 14 years,Total - Age
2021A00055929011,Census subdivision,2021,Sechelt,5490,  15 to 64 years,Total - Age
2021A00055929011,Census subdivision,2021,Sechelt,3845,  65 years and over,Total - Age
2021A00055931006,Census subdivision,2021,Squamish,4450,  0 to 14 years,Total - Age
2021A00055931006,Census subdivision,2021,Squamish,16460,  15 to 64 years,Total - Age
2021A00055931006,Census subdivision,2021,Squamish,2635,  65 years and over,Total - Age
2021A00055931020,Census subdivision,2021,Whistler,1540,  0 to 14 years,Total - Age
2021A00055931020,Census subdivision,2021,Whistler,10695,  15 to 64 years,Total - Age
2021A00055931020,Census subdivision,2021,Whistler,1195,  65 years and over,Total - Age
2021A00055933042,Census subdivision,2021,Kamloops,14785,  0 to 14 years,Total - Age
2021A00055933042,Census subdivision,2021,Kamloops,62105,  15 to 64 years,Total - Age
2021A00055933042,Census subdivision,2021,Kamloops,17670,  65 years and over,Total - Age
2021A00055935010,Census subdivision,2021,Kelowna,19580,  0 to 14 years,Total - Age
2021A00055935010,Census subdivision,2021,Kelowna,93280,  15 to 64 years,Total - Age
2021A00055935010,Census subdivision,2021,Kelowna,28895,  65 years and over,Total - Age
2021A00055935016,Census subdivision,2021,Lake Country,2565,  0 to 14 years,Total - Age
2021A00055935016,Census subdivision,2021,Lake Country,10180,  15 to 64 years,Total - Age
2021A00055935016,Census subdivision,2021,Lake Country,2885,  65 years and over,Total - Age
2021A00055935029,Census subdivision,2021,West Kelowna,5875,  0 to 14 years,Total - Age
2021A00055935029,Census subdivision,2021,West Kelowna,22455,  15 to 64 years,Total - Age
2021A00055935029,Census subdivision,2021,West Kelowna,7415,  65 years and over,Total - Age
2021A00055937010,Census subdivision,2021,Coldstream,1815,  0 to 14 years,Total - Age
