DGUID,GEO,"Land area in square kilometres, 2021","National population rank, 2021","Population density per square kilometre, 2021","Population percentage change, 2016 to 2021","Population, 2016","Population, 2021","Private dwellings occupied by usual residents percentage change, 2016 to 2021","Private dwellings occupied by usual residents, 2016","Private dwellings occupied by usual residents, 2021","Province/territory population rank, 2021","Total private dwellings percentage change, 2016 to 2021","Total private dwellings, 2016","Total private dwellings, 2021"
2021A00051005019,"Division No.  5, Subd. D",1320.15,4592.0,0.0,-11.8,34.0,30.0,25.0,12.0,15.0,361.0,-24.3,230.0,174.0
2021A00051005020,Humber Arm South,65.14,1643.0,23.6,-3.9,1599.0,1537.0,1.9,675.0,688.0,56.0,3.7,721.0,748.0
2021A00051005022,McIvers,11.97,2768.0,48.0,6.9,538.0,575.0,12.7,213.0,240.0,135.0,11.9,236.0,264.0
2021A00051005023,Cox's Cove,7.23,2597.0,91.8,-3.5,688.0,664.0,2.7,294.0,302.0,115.0,-0.9,338.0,335.0
2021A00051005024,Lark Harbour,12.94,2920.0,39.3,-2.7,522.0,508.0,1.8,217.0,221.0,155.0,-2.4,297.0,290.0
2021A00051005025,Meadows,3.82,3167.0,105.7,-35.5,626.0,404.0,-24.3,235.0,178.0,182.0,-26.7,270.0,198.0
2021A00051005028,Hughes Brook,1.56,3728.0,151.3,-7.5,255.0,236.0,-2.2,91.0,89.0,249.0,3.2,94.0,97.0
2021A00051005030,Irishtown-Summerside,11.88,1840.0,106.0,-11.1,1418.0,1260.0,-6.8,571.0,532.0,65.0,-5.4,616.0,583.0
2021A00051005033,Mount Moriah,15.71,2523.0,44.6,-6.2,746.0,700.0,-5.3,301.0,285.0,106.0,0.3,308.0,309.0
2021A00051005035,York Harbour,13.88,3272.0,26.8,8.1,344.0,372.0,8.0,150.0,162.0,192.0,-0.8,246.0,244.0
2021A00051006001,"Division No.  6, Subd. D",4180.74,2722.0,0.1,5.9,563.0,596.0,10.7,253.0,280.0,126.0,21.5,671.0,815.0
2021A00051006003,Norris Arm,41.35,2504.0,17.1,-3.9,737.0,708.0,-4.0,348.0,334.0,105.0,11.0,392.0,435.0
2021A00051006008,"Division No.  6, Subd. E",2294.74,3954.0,0.1,-9.8,194.0,175.0,-4.5,89.0,85.0,281.0,-64.7,631.0,223.0
2021A00051006009,Gander,104.53,363.0,113.7,1.6,11688.0,11880.0,3.7,4887.0,5068.0,7.0,5.0,5167.0,5424.0
2021A00051006011,Appleton,6.33,2677.0,98.0,8.0,574.0,620.0,10.9,239.0,265.0,121.0,15.9,246.0,285.0
2021A00051006012,Glenwood,7.08,2462.0,104.4,-5.0,778.0,739.0,0.0,327.0,327.0,101.0,-0.3,362.0,361.0
2021A00051006014,"Division No.  6, Subd. C",4007.24,3334.0,0.1,-48.0,681.0,354.0,-42.5,299.0,172.0,200.0,-9.3,829.0,752.0
2021A00051006015,Northern Arm,24.94,3277.0,14.9,-12.9,426.0,371.0,-10.8,186.0,166.0,193.0,-2.3,218.0,213.0
2021A00051006017,Grand Falls-Windsor,54.84,315.0,252.6,-2.2,14171.0,13853.0,0.5,6091.0,6122.0,6.0,3.5,6406.0,6628.0
2021A00051006019,Bishop's Falls,26.38,1026.0,116.8,-2.3,3156.0,3082.0,1.9,1396.0,1422.0,23.0,2.5,1502.0,1540.0
2021A00051006021,Peterview,6.34,2482.0,114.1,-12.7,828.0,723.0,-9.4,308.0,279.0,103.0,-8.0,313.0,288.0
2021A00051006022,Botwood,14.56,1102.0,190.8,-3.4,2875.0,2778.0,1.8,1229.0,1251.0,27.0,6.7,1302.0,1389.0
2021A00051006026,Badger,1.89,2559.0,361.6,-3.1,704.0,682.0,3.6,302.0,313.0,110.0,9.8,325.0,357.0
2021A00051006028,Millertown,3.08,4317.0,28.3,7.4,81.0,87.0,5.3,38.0,40.0,330.0,-25.8,66.0,49.0
2021A00051006029,"Division No.  6, Subd. A",5264.73,4248.0,0.0,-21.1,128.0,101.0,-1.6,62.0,61.0,319.0,14.2,351.0,401.0
2021A00051006031,Buchans,4.63,2732.0,127.6,-8.1,642.0,590.0,-8.2,331.0,304.0,129.0,-18.9,417.0,338.0
2021A00051007001,"Division No.  7, Subd. M",450.25,1440.0,4.1,-5.6,1966.0,1856.0,-2.0,889.0,871.0,43.0,-7.5,1183.0,1094.0
2021A00051007006,"Division No.  7, Subd. L",242.89,1916.0,4.9,-4.0,1232.0,1183.0,-0.6,528.0,525.0,70.0,1.1,728.0,736.0
2021A00051007009,"Division No.  7, Subd. K",484.96,1942.0,2.4,-9.6,1275.0,1153.0,-4.1,532.0,510.0,72.0,-4.0,707.0,679.0
2021A00051007013,Clarenville,139.91,601.0,47.9,6.6,6291.0,6704.0,12.2,2500.0,2804.0,12.0,11.2,2809.0,3123.0
2021A00051007014,"Division No.  7, Subd. J",272.61,2762.0,2.1,25.7,459.0,577.0,32.1,218.0,288.0,134.0,26.1,440.0,555.0
2021A00051007015,Trinity (Trinity Bay),12.92,4369.0,5.9,-55.0,169.0,76.0,-56.1,82.0,36.0,337.0,-42.4,132.0,76.0
2021A00051007016,Port Rexton,11.64,3314.0,31.0,6.2,340.0,361.0,7.6,157.0,169.0,197.0,-2.4,250.0,244.0
2021A00051007018,"Division No.  7, Subd. I",170.8,4355.0,0.5,12.7,71.0,80.0,5.0,40.0,42.0,336.0,22.9,48.0,59.0
2021A00051007020,Elliston,10.07,3458.0,31.3,2.3,308.0,315.0,4.2,142.0,148.0,214.0,-1.5,201.0,198.0
2021A00051007022,Trinity Bay North,26.19,1568.0,63.0,-9.3,1819.0,1649.0,-4.3,813.0,778.0,51.0,-5.0,933.0,886.0
2021A00051007023,Bonavista,31.56,1001.0,101.1,-7.5,3448.0,3190.0,-3.3,1520.0,1470.0,22.0,-1.0,1749.0,1732.0
2021A00051007024,"Division No.  7, Subd. G",144.35,3455.0,2.2,-7.9,343.0,316.0,3.1,162.0,167.0,213.0,9.2,294.0,321.0
2021A00051007025,Keels,6.67,4527.0,6.9,-9.8,51.0,46.0,-7.4,27.0,25.0,354.0,-5.7,53.0,50.0
2021A00051007026,Duntara,17.64,4574.0,2.0,20.0,30.0,36.0,12.5,16.0,18.0,358.0,11.9,42.0,47.0
2021A00051007027,King's Cove,21.44,4375.0,3.5,-16.7,90.0,75.0,-4.3,47.0,45.0,338.0,4.9,81.0,85.0
2021A00051007028,"Division No.  7, Subd. F",296.95,2330.0,2.8,-1.8,846.0,831.0,2.8,396.0,407.0,92.0,9.3,674.0,737.0
2021A00051007031,"Division No.  7, Subd. E",1631.51,1167.0,1.6,-2.9,2649.0,2573.0,0.9,1149.0,1159.0,30.0,-6.7,1683.0,1571.0
2021A00051007032,Musgravetown,13.49,2793.0,41.6,-0.5,564.0,561.0,7.0,230.0,246.0,139.0,5.6,285.0,301.0
2021A00051007036,Port Blandford,51.0,2902.0,10.1,5.1,488.0,513.0,14.2,226.0,258.0,153.0,25.6,317.0,398.0
2021A00051007037,Traytown,13.3,3586.0,21.0,4.5,267.0,279.0,18.3,115.0,136.0,230.0,8.1,149.0,161.0
2021A00051007038,"Division No.  7, Subd. D",2457.85,3643.0,0.1,12.6,230.0,259.0,28.7,108.0,139.0,237.0,-3.1,734.0,711.0
2021A00051007039,Sandy Cove,8.99,4170.0,13.4,-1.6,122.0,120.0,-3.4,58.0,56.0,306.0,3.3,92.0,95.0
2021A00051007040,Terra Nova,2.44,4260.0,40.7,35.6,73.0,99.0,26.8,41.0,52.0,323.0,5.1,156.0,164.0
2021A00051007041,Happy Adventure,9.62,4181.0,12.3,-41.0,200.0,118.0,-35.9,92.0,59.0,309.0,-24.2,149.0,113.0
2021A00051007042,Eastport,18.48,2878.0,28.5,5.2,501.0,527.0,10.9,238.0,264.0,152.0,9.0,334.0,364.0
2021A00051007043,Sandringham,9.57,3852.0,21.4,-10.5,229.0,205.0,-2.9,104.0,101.0,261.0,-4.0,125.0,120.0
2021A00051007044,Glovertown,69.85,1408.0,27.9,-6.5,2083.0,1948.0,-2.1,840.0,822.0,42.0,2.5,948.0,972.0
2021A00051007045,"Division No.  7, Subd. N",1402.03,4482.0,0.0,12.2,49.0,55.0,37.5,24.0,33.0,346.0,12.0,166.0,186.0
2021A00051007046,Salvage,15.85,4224.0,6.8,-12.9,124.0,108.0,-13.8,58.0,50.0,315.0,-3.8,104.0,100.0
2021A00051007047,Gambo,93.03,1464.0,19.5,-8.2,1978.0,1816.0,1.4,796.0,807.0,45.0,0.0,967.0,967.0
2021A00051007048,St. Brendan's,9.76,4150.0,12.8,-13.8,145.0,125.0,-1.4,70.0,69.0,304.0,-10.9,137.0,122.0
2021A00051007049,Hare Bay,34.11,2213.0,27.1,-4.5,969.0,925.0,-3.5,401.0,387.0,86.0,-1.5,460.0,453.0
2021A00051007050,Centreville-Wareham-Trinity,37.04,1981.0,30.1,-2.7,1147.0,1116.0,2.0,489.0,499.0,76.0,3.6,561.0,581.0
2021A00051007051,"Division No.  7, Subd. B",858.94,4474.0,0.1,470.0,10.0,57.0,1066.7,3.0,35.0,345.0,3.3,483.0,499.0
2021A00051007054,Greenspond,2.75,3649.0,93.3,-3.4,266.0,257.0,4.5,111.0,116.0,238.0,0.6,176.0,177.0
2021A00051007056,"Division No.  7, Subd. A",287.64,4098.0,0.5,-2.1,143.0,140.0,12.5,56.0,63.0,301.0,-13.3,180.0,156.0
2021A00051007057,Dover,11.12,2752.0,52.1,-12.5,662.0,579.0,-8.7,265.0,242.0,132.0,-8.0,287.0,264.0
2021A00051007060,New-Wes-Valley,132.7,1367.0,15.4,-5.9,2172.0,2044.0,-1.0,912.0,903.0,40.0,-5.9,1157.0,1089.0
2021A00051007067,Indian Bay,86.49,3968.0,2.0,-1.7,175.0,172.0,-6.8,73.0,68.0,284.0,4.4,113.0,118.0
2021A00051008001,"Division No.  8, Subd. M",658.7,4093.0,0.2,8.5,130.0,141.0,17.5,57.0,67.0,300.0,-18.3,175.0,143.0
2021A00051008004,Lumsden,19.2,2859.0,27.9,6.8,501.0,535.0,6.6,212.0,226.0,150.0,3.4,295.0,305.0
2021A00051008006,Musgrave Harbour,67.3,2186.0,14.1,-4.4,990.0,946.0,-1.0,417.0,413.0,83.0,-3.0,501.0,486.0
2021A00051008008,"Division No.  8, Subd. L",1315.12,1103.0,2.1,-9.4,3060.0,2772.0,-3.7,1298.0,1250.0,28.0,-1.1,1993.0,1972.0
2021A00051008011,Carmanville,42.68,2392.0,18.4,5.9,740.0,784.0,13.1,314.0,355.0,97.0,20.9,378.0,457.0
2021A00051008024,Change Islands,5.36,3912.0,34.3,-11.5,208.0,184.0,-3.7,108.0,104.0,273.0,4.1,196.0,204.0
2021A00051008026,"Division No.  8, Subd. I",8.97,3997.0,18.2,-24.5,216.0,163.0,-22.1,95.0,74.0,288.0,-9.9,142.0,128.0
2021A00051008029,Crow Head,3.03,4028.0,51.5,-11.9,177.0,156.0,-14.6,82.0,70.0,291.0,-8.6,116.0,106.0
2021A00051008031,"Division No.  8, Subd. H",178.01,1488.0,10.0,-5.9,1900.0,1788.0,-3.1,852.0,826.0,47.0,-0.5,1171.0,1165.0
2021A00051008032,Cottlesville,11.15,3703.0,21.9,-10.0,271.0,244.0,-1.6,122.0,120.0,245.0,-2.0,148.0,145.0
2021A00051008033,Summerford,16.04,2362.0,50.2,-11.1,906.0,805.0,-8.0,400.0,368.0,96.0,-7.5,467.0,432.0
2021A00051008035,Twillingate,25.6,1333.0,82.8,-3.4,2196.0,2121.0,-1.3,1020.0,1007.0,37.0,3.3,1261.0,1302.0
2021A00051008036,"Division No.  8, Subd. G",521.39,3154.0,0.8,-5.5,433.0,409.0,-2.4,207.0,202.0,179.0,1.4,556.0,564.0
2021A00051008037,Campbellton,35.81,3025.0,12.8,1.5,452.0,459.0,3.4,208.0,215.0,165.0,7.8,268.0,289.0
2021A00051008038,Birchy Bay,49.33,2908.0,10.4,-7.1,550.0,511.0,-0.4,227.0,226.0,154.0,2.7,260.0,267.0
2021A00051008039,Comfort Cove-Newstead,29.97,3363.0,11.5,-15.2,407.0,345.0,-12.1,182.0,160.0,204.0,-0.4,248.0,247.0
2021A00051008040,Baytona,15.15,3678.0,16.6,-4.2,262.0,251.0,-4.3,116.0,111.0,242.0,25.6,129.0,162.0
2021A00051008042,"Division No.  8, Subd. F",106.35,2285.0,8.2,-6.8,930.0,867.0,-6.3,379.0,355.0,89.0,-7.9,492.0,453.0
2021A00051008043,Embree,18.35,2563.0,37.0,-3.1,701.0,679.0,0.3,287.0,288.0,111.0,-1.2,331.0,327.0
2021A00051008044,Lewisporte,36.02,977.0,91.3,-3.5,3409.0,3288.0,-1.7,1456.0,1431.0,21.0,3.2,1582.0,1632.0
2021A00051008045,Little Burnt Bay,8.46,3724.0,28.1,-15.3,281.0,238.0,-10.1,119.0,107.0,248.0,-4.2,144.0,138.0
2021A00051008046,"Division No.  8, Subd. E",707.99,2948.0,0.7,-9.5,548.0,496.0,2.4,255.0,261.0,161.0,4.1,785.0,817.0
2021A00051008047,Point of Bay,21.62,4111.0,6.3,-11.0,154.0,137.0,-5.6,71.0,67.0,302.0,-9.2,120.0,109.0
2021A00051008048,Leading Tickles,26.59,3524.0,11.1,1.4,292.0,296.0,9.5,126.0,138.0,223.0,26.0,150.0,189.0
2021A00051008049,Point Leamington,26.8,2772.0,21.4,-2.9,591.0,574.0,-0.4,279.0,278.0,136.0,2.1,334.0,341.0
2021A00051008052,"Division No.  8, Subd. D",20.11,4760.0,0.2,-50.0,10.0,5.0,-40.0,5.0,3.0,364.0,-41.0,39.0,23.0
2021A00051008053,Pilley's Island,34.65,3554.0,8.3,-2.7,294.0,286.0,1.5,133.0,135.0,226.0,20.0,155.0,186.0
2021A00051008054,Triton,7.54,2250.0,118.9,-8.9,983.0,896.0,-3.9,406.0,390.0,87.0,0.7,454.0,457.0
2021A00051008055,Brighton,2.26,3997.0,72.2,-13.3,188.0,163.0,-9.0,78.0,71.0,288.0,-1.0,98.0,97.0
2021A00051008056,Lushes Bight-Beaumont-Beaumont North,34.52,3980.0,4.9,0.6,168.0,169.0,0.0,96.0,96.0,286.0,-2.6,154.0,150.0
2021A00051008058,"Division No.  8, Subd. C",1213.88,2788.0,0.5,28.0,440.0,563.0,32.4,210.0,278.0,137.0,0.1,845.0,846.0
2021A00051008059,South Brook,8.72,3113.0,48.1,-12.9,482.0,420.0,-8.6,221.0,202.0,173.0,-5.1,256.0,243.0
2021A00051008060,Robert's Arm,36.09,2485.0,20.0,-10.3,805.0,722.0,-1.7,357.0,351.0,104.0,1.3,380.0,385.0
2021A00051008061,Springdale,17.46,1057.0,169.8,-0.2,2971.0,2965.0,4.5,1230.0,1285.0,24.0,9.0,1306.0,1424.0
2021A00051008062,Port Anson,7.72,4540.0,5.4,-67.7,130.0,42.0,-58.9,56.0,23.0,356.0,-33.9,109.0,72.0
2021A00051008063,Little Bay,1.66,4252.0,60.4,-4.8,105.0,100.0,0.0,49.0,49.0,320.0,-4.2,72.0,69.0
2021A00051008064,Little Bay Islands,7.34,4831.0,0.0,-100.0,71.0,0.0,-97.5,40.0,1.0,366.0,-99.1,117.0,1.0
2021A00051008065,"Division No.  8, Subd. P",379.19,3519.0,0.8,-11.9,337.0,297.0,-8.2,158.0,145.0,221.0,-26.3,354.0,261.0
2021A00051008066,Beachside,2.58,4267.0,37.5,-26.5,132.0,97.0,-18.8,64.0,52.0,325.0,-12.5,80.0,70.0
2021A00051008067,"Division No.  8, Subd. O",409.66,3597.0,0.7,-11.0,309.0,275.0,-5.6,124.0,117.0,232.0,-1.1,183.0,181.0
2021A00051008069,King's Point,45.72,2611.0,14.3,-0.9,659.0,653.0,5.5,275.0,290.0,116.0,1.2,332.0,336.0
2021A00051008070,Nippers Harbour,1.93,4387.0,38.3,-12.9,85.0,74.0,-8.1,37.0,34.0,339.0,3.1,64.0,66.0
2021A00051008071,Burlington,4.09,3497.0,74.3,-3.2,314.0,304.0,-1.7,121.0,119.0,219.0,-6.3,144.0,135.0
2021A00051008072,Middle Arm,24.93,3067.0,17.8,-6.5,474.0,443.0,-4.4,183.0,175.0,168.0,-1.5,195.0,192.0
2021A00051008073,Tilt Cove,3.1,4760.0,1.6,0.0,5.0,5.0,-33.3,3.0,2.0,364.0,12.5,8.0,9.0
2021A00051008074,"Division No.  8, Subd. A",2270.17,3218.0,0.2,21.8,317.0,386.0,28.4,141.0,181.0,188.0,-21.3,795.0,626.0
2021A00051008075,Fleur de Lys,39.54,3847.0,5.2,-15.2,244.0,207.0,-1.7,118.0,116.0,260.0,1.3,157.0,159.0
2021A00051008076,LaScie,29.16,2338.0,28.1,-6.0,872.0,820.0,-4.5,381.0,364.0,94.0,-5.1,429.0,407.0
2021A00051008077,Brent's Cove,1.02,4177.0,116.4,-24.2,157.0,119.0,-14.7,75.0,64.0,307.0,-1.2,85.0,84.0
2021A00051008078,Pacquet,14.44,4077.0,10.0,-11.6,164.0,145.0,-2.6,78.0,76.0,297.0,0.0,97.0,97.0
2021A00051008079,Baie Verte,371.37,1807.0,3.5,-0.2,1313.0,1311.0,2.0,545.0,556.0,63.0,0.2,646.0,647.0
2021A00051008091,Seal Cove (White Bay),10.79,3575.0,26.1,-7.3,303.0,281.0,-8.4,143.0,131.0,228.0,-3.5,173.0,167.0
2021A00051008092,Coachman's Cove,18.99,4208.0,5.8,5.7,105.0,111.0,-3.8,52.0,50.0,314.0,5.7,70.0,74.0
2021A00051008093,Westport,5.23,3908.0,35.4,-5.1,195.0,185.0,2.4,82.0,84.0,271.0,5.1,118.0,124.0
2021A00051008095,Ming's Bight,3.81,3515.0,78.3,-6.6,319.0,298.0,1.6,122.0,124.0,220.0,2.9,137.0,141.0
2021A00051008096,Woodstock,10.05,3876.0,19.4,2.6,190.0,195.0,2.3,88.0,90.0,266.0,0.0,97.0,97.0
2021A00051008098,Miles Cove,3.98,4267.0,24.3,-6.7,104.0,97.0,0.0,48.0,48.0,325.0,4.8,62.0,65.0
2021A00051008099,Fogo Island,238.25,1334.0,8.9,-5.7,2244.0,2117.0,-1.5,979.0,964.0,38.0,-0.7,1460.0,1450.0
2021A00051009001,"Division No.  9, Subd. F",4933.82,4344.0,0.0,14.1,71.0,81.0,31.3,32.0,42.0,335.0,-14.5,297.0,254.0
2021A00051009004,Englee,28.82,2967.0,17.0,-7.2,527.0,489.0,-0.5,216.0,215.0,163.0,-1.2,260.0,257.0
2021A00051009007,Roddickton-Bide Arm,45.14,2209.0,20.6,-7.1,999.0,928.0,-0.5,379.0,377.0,85.0,1.0,418.0,422.0
2021A00051009008,Conche,10.03,4060.0,14.9,-12.4,170.0,149.0,-3.8,79.0,76.0,295.0,-4.0,125.0,120.0
2021A00051009009,"Division No.  9, Subd. A",1726.94,3917.0,0.1,51.2,121.0,183.0,42.6,68.0,97.0,275.0,13.4,573.0,650.0
2021A00051009010,Trout River,5.83,2920.0,87.1,-8.0,552.0,508.0,-5.0,221.0,210.0,155.0,-0.4,276.0,275.0
2021A00051009011,"Woody Point, Bonne Bay",3.78,3703.0,64.5,-13.5,282.0,244.0,-4.4,135.0,129.0,245.0,-8.0,225.0,207.0
2021A00051009012,Norris Point,4.84,2714.0,124.4,-10.1,670.0,602.0,-6.7,282.0,263.0,125.0,-1.4,356.0,351.0
2021A00051009013,Rocky Harbour,12.08,2197.0,77.6,-1.1,947.0,937.0,1.9,428.0,436.0,84.0,6.3,523.0,556.0
2021A00051009015,Daniel's Harbour,7.68,3784.0,28.6,-13.0,253.0,220.0,-4.2,119.0,114.0,254.0,-9.5,168.0,152.0
2021A00051009016,Cow Head,17.27,3184.0,23.1,-7.0,428.0,398.0,-9.4,203.0,184.0,185.0,-11.8,255.0,225.0
2021A00051009017,Parson's Pond,12.34,3290.0,29.8,6.7,345.0,368.0,12.7,157.0,177.0,195.0,4.3,207.0,216.0
2021A00051009018,Hawke's Bay,46.41,3519.0,6.4,-5.7,315.0,297.0,2.2,139.0,142.0,221.0,-3.0,167.0,162.0
2021A00051009019,Port Saunders,38.5,2567.0,17.6,0.6,674.0,678.0,1.1,281.0,284.0,112.0,2.2,312.0,319.0
2021A00051009020,St. Pauls,6.34,3862.0,31.9,-15.1,238.0,202.0,-5.2,96.0,91.0,263.0,-9.0,111.0,101.0
2021A00051009021,"Division No.  9, Subd. C",1842.14,1297.0,1.2,-12.2,2529.0,2220.0,-7.0,1066.0,991.0,34.0,-2.3,1249.0,1220.0
2021A00051009022,Port au Choix,35.56,2455.0,20.9,-6.0,789.0,742.0,-0.8,363.0,360.0,100.0,-3.2,408.0,395.0
2021A00051009023,Anchor Point,2.26,3492.0,134.9,-2.9,314.0,305.0,-1.6,124.0,122.0,218.0,0.8,130.0,131.0
2021A00051009024,Flower's Cove,6.77,3604.0,40.2,0.7,270.0,272.0,8.2,110.0,119.0,233.0,8.3,133.0,144.0
2021A00051009026,Bird Cove,7.69,3954.0,22.8,-2.2,179.0,175.0,6.6,76.0,81.0,281.0,-5.4,93.0,88.0
2021A00051009028,Main Brook,28.0,3696.0,8.8,1.2,243.0,246.0,0.9,117.0,118.0,244.0,16.1,155.0,180.0
2021A00051009029,St. Anthony,37.46,1309.0,58.2,-3.5,2258.0,2180.0,0.4,920.0,924.0,35.0,-0.4,1040.0,1036.0
2021A00051009030,Glenburnie-Birchy Head-Shoal Brook,6.52,3718.0,36.9,7.6,224.0,241.0,8.8,102.0,111.0,247.0,-3.7,189.0,182.0
2021A00051009031,"Division No.  9, Subd. D",939.74,2863.0,0.6,-17.0,643.0,534.0,-8.6,291.0,266.0,151.0,-2.0,558.0,547.0
2021A00051009032,St. Lunaire-Griquet,17.29,2711.0,34.9,-0.2,604.0,603.0,5.3,245.0,258.0,124.0,13.1,267.0,302.0
2021A00051009034,Cook's Harbour,1.94,4181.0,61.0,-4.1,123.0,118.0,17.5,57.0,67.0,309.0,5.7,87.0,92.0
2021A00051009035,Raleigh,11.27,4055.0,13.3,-15.3,177.0,150.0,-10.7,84.0,75.0,294.0,5.9,102.0,108.0
2021A00051009037,Sally's Cove,4.61,4694.0,3.3,-25.0,20.0,15.0,-16.7,12.0,10.0,363.0,-3.3,30.0,29.0
2021A00051009039,Goose Cove East,2.71,3968.0,63.5,-1.1,174.0,172.0,1.4,69.0,70.0,284.0,10.1,79.0,87.0
2021A00051009041,"Division No.  9, Subd. H",2096.29,4033.0,0.1,-2.5,159.0,155.0,-2.6,76.0,74.0,292.0,13.1,221.0,250.0
2021A00051009042,Bellburns,8.83,4501.0,5.9,-1.9,53.0,52.0,11.5,26.0,29.0,351.0,-10.9,46.0,41.0
2021A00051009047,"Division No.  9, Subd. G",1256.12,4276.0,0.1,134.1,41.0,96.0,115.0,20.0,43.0,328.0,-6.1,148.0,139.0
2021A00051009048,River of Ponds,4.46,3964.0,38.8,-19.5,215.0,173.0,-11.5,96.0,85.0,283.0,-7.2,138.0,128.0
2021A00051010001,"Division No. 10, Subd. A",3673.46,4482.0,0.0,-9.8,61.0,55.0,7.1,28.0,30.0,346.0,-18.4,38.0,31.0
2021A00051010002,L'Anse au Loup,3.39,2537.0,203.9,24.0,558.0,692.0,36.0,222.0,302.0,109.0,34.2,240.0,322.0
2021A00051010003,Red Bay,2.31,4089.0,61.3,-16.0,169.0,142.0,-8.5,71.0,65.0,299.0,-25.0,92.0,69.0
2021A00051010004,L'Anse-au-Clair,60.65,3791.0,3.6,1.4,216.0,219.0,8.9,90.0,98.0,255.0,7.8,103.0,111.0
2021A00051010005,Forteau,7.5,3255.0,50.3,-7.8,409.0,377.0,-5.8,171.0,161.0,191.0,-6.2,193.0,181.0
2021A00051010006,West St. Modeste,7.6,4244.0,13.4,-8.1,111.0,102.0,-1.9,52.0,51.0,318.0,1.6,61.0,62.0
2021A00051010007,Pinware,4.08,4437.0,15.7,-27.3,88.0,64.0,-22.2,36.0,28.0,343.0,-38.0,50.0,31.0
2021A00051010008,"Division No. 10, Subd. B",35501.56,3831.0,0.0,-42.8,369.0,211.0,-33.8,133.0,88.0,258.0,-14.9,242.0,206.0
2021A00051010009,Port Hope Simpson,32.02,3169.0,12.6,-2.2,412.0,403.0,4.6,152.0,159.0,184.0,5.7,176.0,186.0
2021A00051010010,St. Lewis,10.04,3925.0,18.0,-6.7,194.0,181.0,-2.7,74.0,72.0,276.0,4.5,89.0,93.0
2021A00051010011,Mary's Harbour,34.25,3472.0,9.1,-8.5,341.0,312.0,-3.2,125.0,121.0,217.0,-4.5,154.0,147.0
2021A00051010012,"Cartwright, Labrador",5.87,3081.0,74.8,2.8,427.0,439.0,8.5,188.0,204.0,169.0,10.0,221.0,243.0
2021A00051010013,Charlottetown (Labrador),26.47,3535.0,11.0,0.7,290.0,292.0,3.7,109.0,113.0,224.0,9.4,128.0,140.0
2021A00051010020,"Division No. 10, Subd. C",62096.93,4496.0,0.0,-23.9,71.0,54.0,-10.3,29.0,26.0,350.0,-4.3,47.0,45.0
2021A00051010022,North West River,3.55,2796.0,157.9,2.4,547.0,560.0,0.4,246.0,247.0,140.0,2.5,277.0,284.0
2021A00051010025,Happy Valley-Goose Bay,304.52,511.0,26.4,-0.9,8109.0,8040.0,1.4,3031.0,3072.0,9.0,3.6,3271.0,3390.0
2021A00051010029,"Division No. 10, Subd. D",64922.38,2469.0,0.0,3.8,705.0,732.0,11.2,249.0,277.0,102.0,50.7,369.0,556.0
2021A00051010032,Labrador City,34.11,557.0,217.3,2.7,7220.0,7412.0,5.5,2909.0,3070.0,11.0,-3.1,3474.0,3368.0
2021A00051010034,Wabush,42.42,1402.0,46.3,3.0,1906.0,1964.0,7.7,741.0,798.0,41.0,-9.1,950.0,864.0
2021A00051010042,"Division No. 10, Subd. E",24865.49,4831.0,0.0,,0.0,0.0,,0.0,0.0,366.0,,0.0,0.0
2021A00051010801,Natuashish 2,44.01,2298.0,19.5,-8.7,938.0,856.0,-9.7,217.0,196.0,90.0,0.0,239.0,239.0
2021A00051010802,Sheshatshiu 3,8.48,1873.0,144.5,-18.3,1500.0,1225.0,5.9,321.0,340.0,66.0,5.1,355.0,373.0
2021A00051011005,"Division No. 11, Subd. C",26193.25,4831.0,0.0,,0.0,0.0,,0.0,0.0,366.0,,0.0,0.0
2021A00051011010,Rigolet,5.27,3424.0,62.0,7.2,305.0,327.0,9.6,114.0,125.0,209.0,5.5,127.0,134.0
2021A00051011015,Postville,2.39,3895.0,78.7,6.2,177.0,188.0,0.0,75.0,75.0,268.0,-25.9,112.0,83.0
2021A00051011020,Makkovik,2.95,3302.0,123.5,-3.2,377.0,365.0,3.6,137.0,142.0,196.0,4.1,148.0,154.0
2021A00051011030,Hopedale,2.18,2722.0,273.7,3.8,574.0,596.0,4.9,184.0,193.0,126.0,6.1,196.0,208.0
2021A00051011035,Nain,93.5,2315.0,9.1,-24.7,1125.0,847.0,-24.4,324.0,245.0,91.0,-26.5,362.0,266.0
2021A00051011040,"Division No. 11, Subd. E",40487.59,4831.0,0.0,,0.0,0.0,,0.0,0.0,366.0,,0.0,0.0
2021A00051101002,Murray Harbour,3.9,3568.0,72.3,9.3,258.0,282.0,14.0,129.0,147.0,70.0,5.1,177.0,186.0
2021A00051101003,Murray Harbour,42.77,2663.0,14.7,16.3,540.0,628.0,7.0,242.0,259.0,43.0,2.0,357.0,364.0
2021A00051101004,Murray River,1.54,3396.0,218.5,10.9,304.0,337.0,16.4,134.0,156.0,63.0,0.0,182.0,182.0
2021A00051101005,"Murray River, Part 1",174.78,1720.0,8.1,3.6,1372.0,1422.0,6.5,538.0,573.0,23.0,4.8,668.0,700.0
2021A00051101020,Cardigan,50.18,4150.0,2.5,0.8,124.0,125.0,-7.7,52.0,48.0,91.0,-8.5,59.0,54.0
2021A00051101025,Central Kings,33.02,4118.0,4.1,37.8,98.0,135.0,37.8,37.0,51.0,90.0,9.8,51.0,56.0
